overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
2,90,88,1,222665
2,89,87,1,232580
-2,85,87,2,202811
-1,84,85,5,256079
-1,87,88,5,257534
-1,83,84,9,224458
-2,84,86,9,231281
2,89,87,10,210257
-1,85,86,13,233731
4,88,84,18,240091
-1,89,90,21,202126
-3,85,88,21,256790
2,88,86,22,235073
2,89,87,32,213331
2,91,89,32,256630
-1,84,85,73,247635
-1,87,88,240,194765
-1,87,88,240,200389
-2,83,85,240,246191
4,88,84,241,186153
1,90,89,241,188545
2,88,86,241,228702
2,92,90,243,231747
-2,88,90,243,238794
1,89,88,243,239053
-2,83,85,243,241637
-2,88,90,243,252371
2,89,87,325,232293
-3,83,86,448,230869
2,88,86,607,165153
-2,83,85,115997,261773
3,89,86,116017,240714
2,90,88,116017,246219
3,91,88,116033,227361
-2,85,87,116033,231432
3,89,86,116033,265674
3,88,85,116033,265898
2,89,87,116034,233662
3,89,86,116034,237197
-1,85,86,116034,247504
2,91,89,116325,236479
1,92,91,116325,241667
2,90,88,116325,241846
-2,85,87,131681,215698
-2,84,86,131681,232656
2,88,86,131682,208128
-2,85,87,131682,224232
-2,83,85,131682,226268
-2,86,88,131682,231478
-2,85,87,131682,237383
