bs_zygomaxilla_NL_XXX_D_U,bs_zygomaxilla_NR_XXX_R_A,bs_mandible_NR_IXA_B_F,bs_maxilla_NL_SXX_N_W,bs_chin_NN_SXX_SL_SR,bs_brow_NL_XLX_R_A,bs_canine_NL_XXX_N,bs_brow_NL_XLX_B_F,bs_brow_NR_SMX_B_F,bs_temple_NR_XXX_B_F,bs_orbits_NR_XXX_N_W,bs_orbits_NR_SXX_D_U,bs_teeth_NN_XXX_D_U,ca_ears_NR_XXX_N_W,bs_cuspid_NR_XXX_SL_SR,fl_eyes_NR_XXX_R_A,bs_skull_NN_SXX_N_W,bs_mandible_NR_XXP_B_F,ca_laryngeal_NN_XXX_N_W,bs_orbits_NL_XXX_R_A,bs_maxilla_NR_IXX_B_F,fl_eyes_NR_XXX_D_U,bs_incisorLower_NL_XLX_U,bs_mandible_NL_SXA_N_W,bs_cuspid_NL_XXX_N,bs_brow_NN_XMX_D_U,ca_ears_NL_XXX_B_F,bs_temple_NL_XXX_R_A,bs_zygomaxilla_NR_XXX_D_U,bs_coronal_NN_SXX_R,bs_incisor_NR_XLX_D_U,bs_incisor_NR_IMX_D_U,bs_brow_NN_XMX_SL_SR,bs_canine_NR_IXX_R,bs_maxilla_NR_SXX_D_U,bs_maxilla_NL_IXX_R_A,bs_incisorLower_NL_XLX_SL_SR,ca_ears_NL_XXX_SL_SR,bs_incisor_NL_IMX_R,bs_incisorLower_NL_XLX_N,bs_noseRoot_NN_XXX_D_U,bs_cuspid_NL_SXX_D_U,bs_incisor_NR_ILX_D_U,ca_ears_NL_XXX_R_A,bs_cuspid_NL_XXX_U,bs_cuspid_NR_SXX_D_U,bs_cuspid_NR_XXX_N,bs_mandible_NR_IXA_N_W,ca_ears_NR_XXX_R_A,bs_skull_NN_SXX_R_A,bs_noseBridge_NN_XXX_N_W,bs_incisorLower_NR_SMX_D_U,bs_chin_NN_XXX_B_F,bs_canine_NL_XXX_SL_SR,bs_incisor_NR_XLX_SL_SR,bs_brow_NR_XLX_N_W,bs_maxilla_NL_IXX_B_F,bs_incisorLower_NR_XLX_U,bs_mandible_NR_SXA_D_U,bs_skull_NN_XXP_N_W,bs_chin_NN_XXX_R_A,bs_orbits_NL_SXX_D_U,bs_temple_NL_XXX_B_F,ca_adamsapple_NN_XXX_D_U,bs_orbits_NL_XXX_N_W,bs_mandible_NL_XXP_N_W,bs_canine_NR_XXX_N,bs_nose_NN_XXX_N_W,bs_incisor_NL_XLX_N_W,bs_mandible_NR_XXP_N_W,ca_laryngeal_NN_XXX_B_F,bs_mandible_NL_IXA_B_F,bs_chin_NN_XXX_SL_SR,bs_molarsLower_NR_XXX_U,bs_brow_NL_XLX_N_W,bs_mandible_NL_IXA_R_A,bs_incisorLower_NL_SMX_D_U,bs_brow_NR_XLX_R_A,bs_incisor_NR_XMX_D_U,bs_cuspid_NR_XXX_U,bs_maxilla_NR_IXX_N_W,bs_mandible_NR_IXA_R_A,bs_incisorLower_NR_XLX_N,bs_noseBridge_NN_XXX_R_A,bs_incisor_NR_IMX_R,bs_canine_NL_IXX_R,bs_mandible_NL_IXA_D_U,bs_orbits_NR_XXX_R_A,bs_incisorLower_NL_SLX_D_U,bs_nose_NN_XXX_B_F,bs_mandible_NL_XXP_R_A,bs_temple_NR_XXX_N_W,bs_chin_NN_XXX_N_W,bs_chin_NN_SXX_D_U,bs_orbits_NR_XXX_B_F,bs_teethLower_NN_XXA_N_W,bs_brow_NL_SMX_D_U,bs_incisorLower_NL_XMX_N,bs_skull_NN_XXP_R_A,bs_chin_NN_SXX_N_W,bs_chin_NN_XXX_D_U,bs_canine_NL_XXX_D_U,bs_brow_NL_SMX_N_W,bs_temple_NL_XXX_N_W,bs_orbits_NL_XXX_B_F,bs_mandible_NR_SXA_B_F,bs_noseRoot_NN_XXX_SL_SR,ca_ears_NL_XXX_N_W,bs_coronal_NN_SXX_D_U,bs_maxilla_NL_IXX_N_W,bs_incisor_NL_XMX_D_U,bs_teeth_NN_XXX_SL_SR,bs_cuspid_NL_XXX_SL_SR,ca_ears_NL_XXX_D_U,bs_forehead_NN_XXX_U,bs_incisor_NL_XMX_N_W,bs_maxilla_NL_IXX_D_U,bs_maxilla_NR_IXX_R_A,bs_molarsLower_NL_XXX_U,bs_coronal_NN_SXX_N_W,bs_canine_NR_IXX_D_U,bs_incisor_NL_XLX_D_U,ca_adamsapple_NN_XXX_B_F,bs_incisor_NR_XMX_SL_SR,bs_temple_NR_XXX_R_A,bs_temple_NL_XXX_D_U,bs_noseRoot_NN_XXX_B_F,bs_orbits_NL_SXX_B_F,bs_forehead_NN_XXX_R_A,bs_orbits_NR_SXX_B_F,bs_incisorLower_NR_XMX_N,bs_temple_NR_XXX_D_U,bs_incisor_NL_XLX_SL_SR,bs_brow_NN_XMX_R_A,bs_zygomaxilla_NR_XXX_B_F,bs_teethLower_NN_XXA_D_U,bs_teeth_NN_XXX_B_F,bs_orbits_NL_SXX_N_W,bs_orbits_NL_XXX_D_U,bs_noseBridge_NN_XXX_SL_SR,bs_maxilla_NR_SXX_B_F,bs_teeth_NN_XXX_R_A,bs_incisor_NR_XMX_N_W,bs_maxilla_NR_IXX_D_U,bs_orbits_NR_SXX_R_A,bs_forehead_NN_XXX_B_F,bs_mandible_NL_IXA_N_W,bs_coronal_NN_SXX_B_F,bs_skull_NN_XXP_SL_SR,bs_coronal_NN_SXX_SL_SR,bs_brow_NL_XLX_D_U,bs_forehead_NN_XXX_SL_SR,bs_maxilla_NL_SXX_B_F,bs_noseRoot_NN_XXX_N_W,bs_incisorLower_NR_XMX_SL_SR,bs_zygomaxilla_NL_XXX_R_A,bs_zygomaxilla_NL_XXX_B_F,bs_maxilla_NL_SXX_R_A,bs_nose_NN_XXX_D_U,bs_mandible_NR_XXP_D_U,bs_incisor_NL_XMX_SL_SR,fl_eyes_NR_XXX_B_F,bs_incisor_NL_ILX_R,bs_molars_NL_XXX_D_U,bs_incisor_NR_XLX_N_W,ca_ears_NR_XXX_SL_SR,bs_brow_NR_SMX_R_A,bs_brow_NN_XMX_B_F,bs_canine_NR_XXX_SL_SR,bs_skull_NN_SXX_F,bs_mandible_NR_SXA_N_W,bs_brow_NL_SMX_R_A,fl_eyes_NR_XXX_N_W,ca_laryngeal_NN_XXX_D_U,bs_molars_NR_XXX_D_U,bs_skull_NN_XXP_D_U,bs_chin_NN_SXX_R_A,bs_mandible_NL_XXP_D_U,bs_forehead_NN_XXX_N_W,bs_nose_NN_XXX_SL_SR,fl_eyes_NL_XXX_B_F,bs_orbits_NR_SXX_N_W,bs_chin_NN_SXX_B_F,bs_noseBridge_NN_XXX_D_U,bs_orbits_NR_XXX_D_U,fl_eyes_NL_XXX_R_A,bs_mandible_NR_IXA_D_U,bs_mandible_NL_SXA_R_A,bs_teeth_NN_XXX_N_W,bs_brow_NL_SMX_B_F,bs_brow_NR_XLX_D_U,bs_maxilla_NR_SXX_N_W,bs_incisor_NL_ILX_D_U,bs_mandible_NL_SXA_B_F,bs_canine_NL_IXX_D_U,ca_laryngeal_NN_XXX_SL_SR,bs_brow_NR_SMX_N_W,bs_incisorLower_NL_XMX_U,bs_zygomaxilla_NR_XXX_N_W,ca_ears_NR_XXX_B_F,bs_incisorLower_NR_XLX_SL_SR,bs_canine_NR_XXX_D_U,bs_orbits_NL_SXX_R_A,bs_skull_NN_XXP_B_F,bs_incisor_NR_ILX_R,bs_incisorLower_NL_XMX_SL_SR,bs_teeth_NN_XXA_N_W,bs_mandible_NL_SXA_D_U,bs_mandible_NR_SXA_R_A,bs_mandible_NL_XXP_B_F,bs_brow_NN_XMX_N_W,fl_eyes_NL_XXX_D_U,bs_skull_NN_SXX_SL_SR,bs_teeth_NN_XXA_D_U,bs_noseBridge_NN_XXX_B_F,bs_brow_NR_XLX_B_F,ca_ears_NR_XXX_D_U,bs_skull_NN_SXX_D_U,fl_eyes_NL_XXX_N_W,bs_noseRoot_NN_XXX_R_A,bs_incisorLower_NR_XMX_U,bs_zygomaxilla_NL_XXX_N_W,bs_brow_NR_SMX_D_U,bs_incisor_NL_IMX_D_U,ca_adamsapple_NN_XXX_SL_SR,bs_nose_NN_XXX_R_A,bs_incisorLower_NR_SLX_D_U,bs_maxilla_NL_SXX_D_U,bs_mandible_NR_XXP_R_A,bs_maxilla_NR_SXX_R_A,assetid,fc_neck_restore,fc_mouthbag_restore
-54,7,10,-64,3,-5,0,24,12,10,-28,-4,23,18,6,4,26,75,82,27,18,39,0,-46,0,-12,-25,40,-52,0,-1,-3,3,0,37,-7,0,-8,0,0,-23,1,-3,-6,0,0,0,-56,-5,3,45,-1,35,3,-1,0,22,0,-35,40,-11,-3,10,-17,-27,-55,0,-47,-1,-60,78,20,-9,0,-1,58,-2,-12,-1,0,-16,58,0,37,0,0,-20,27,-3,2,-46,-51,-40,-9,-17,-2,-47,0,-2,-40,38,0,-66,-52,-27,65,7,7,-6,-17,6,9,0,-70,0,7,-21,-11,0,18,1,0,-93,5,33,-55,6,15,29,7,0,-60,0,38,-27,0,-36,-13,-2,-3,13,26,5,-18,-11,36,-57,18,5,-2,-48,-13,20,-49,-2,2,-24,14,58,-82,3,-4,0,1,-3,-11,38,0,0,0,-44,35,-15,-20,4,-31,32,-87,27,0,-19,-7,-46,-14,-8,10,-18,-10,-66,17,-52,-75,-4,73,5,-1,-47,0,-11,-18,0,-1,-14,-16,0,2,0,-36,-9,77,21,41,-2,-3,9,28,-72,-6,-10,42,0,13,-38,-4,4,26,2,40,-44,22,1346,0,100
-52,-25,-11,-81,20,0,0,46,-8,40,-56,71,44,-42,2,19,40,5,22,44,58,-11,0,-76,0,-10,-23,-25,-56,0,2,0,11,0,60,31,3,-82,0,0,-13,1,0,-13,0,1,0,-26,-13,12,-8,1,-11,0,0,-91,45,0,-96,47,29,79,47,-9,-50,20,0,-16,2,15,1,-19,3,0,-56,43,1,-7,0,0,-21,37,0,10,0,0,21,54,2,-56,-19,6,49,-76,-15,0,-85,0,-38,-33,58,0,-16,-1,-16,36,16,-36,2,6,0,-22,0,-63,0,5,-70,37,0,9,1,0,-66,2,-30,31,18,86,20,78,0,28,-4,87,-42,3,-64,-20,-11,16,6,23,2,-70,-46,-80,-22,-27,1,-5,-86,-5,10,-10,-1,-19,-52,30,19,-68,2,-11,0,2,3,-58,-10,-30,1,0,-100,-18,-28,-7,1,-2,82,-60,-63,24,-18,-19,-79,40,-21,-4,12,-88,18,1,-100,-100,0,38,0,-5,-22,0,49,-21,2,0,-50,-3,0,0,5,-91,-97,4,9,-5,3,4,-5,42,-81,6,-30,-1,0,48,-89,3,4,-6,0,60,-17,27,3800,0,100
-37,-10,10,-56,-6,-26,0,41,37,35,-50,-23,50,-29,0,29,-12,6,15,34,19,16,0,-49,0,14,-47,49,-26,0,2,3,-2,0,68,0,1,-4,0,0,13,2,0,-18,0,3,0,-31,-20,-7,-11,4,24,0,2,-21,18,0,-33,39,19,-18,36,6,-47,-52,0,-63,2,-37,12,10,12,0,11,17,2,-35,1,0,-14,17,0,49,0,0,0,40,2,-38,-42,20,-23,-11,-15,0,-12,0,-27,-58,41,3,-23,13,-4,14,-4,-44,-13,-12,2,2,0,-60,0,5,-17,-8,0,97,3,0,-60,3,52,1,-9,30,6,52,0,15,0,26,-49,0,0,39,-34,-5,-3,-13,2,-22,-38,-36,-38,-7,8,-1,-91,-9,2,-34,-3,-13,-61,9,50,-43,5,7,0,2,1,-47,35,-18,0,0,-61,46,-49,1,2,-23,38,-44,2,1,33,22,-35,20,-35,20,1,0,-49,40,-91,-61,0,16,1,-1,-34,0,10,-45,0,3,-28,-3,0,0,3,-31,0,5,-100,4,5,6,-26,55,-47,-15,-48,48,0,14,-9,5,2,17,1,70,-41,11,70163,0,100
-21,2,7,-47,17,18,0,-21,17,16,5,19,50,-26,1,-56,31,18,39,41,18,26,0,-97,0,0,-17,-21,-18,0,2,2,5,0,36,0,1,-65,0,0,-22,1,0,1,0,4,0,-11,6,11,34,2,-2,1,0,49,20,0,-20,44,16,25,22,21,2,-7,0,-4,3,-14,12,7,10,0,49,-16,2,23,-2,0,-65,-24,0,24,0,0,3,49,1,1,6,51,-15,-62,-50,3,5,0,-19,-39,42,3,-31,41,-47,40,0,-18,-1,-54,0,-11,0,22,0,7,-16,-4,0,35,1,0,-74,2,-28,4,20,32,-9,33,0,-4,0,40,-90,1,-17,56,-24,-2,-11,-14,3,-18,-27,-4,-9,41,0,8,-62,6,-17,-30,-2,4,-90,1,29,4,5,-9,0,1,4,-41,17,1,0,0,-93,15,-52,6,2,-12,62,7,3,0,0,60,-49,-11,-22,-63,0,-29,-54,10,-67,-52,0,36,1,-4,-19,0,61,-19,0,3,-27,-11,0,-1,7,-20,-28,18,36,24,12,2,1,-20,23,-2,-51,39,0,77,-1,4,6,8,1,35,7,3,70293,0,100
18,-9,8,-14,-1,15,0,-3,21,10,-43,-1,52,-17,0,-14,-17,15,10,-9,33,-23,0,-85,0,-62,-36,-8,18,0,1,-4,-1,0,0,-24,0,-46,0,0,-51,0,0,-5,0,1,0,3,-5,15,-18,0,-28,-2,2,-6,35,0,-25,12,4,-2,16,6,-35,-3,0,-42,0,-6,28,21,-8,0,0,16,0,16,-2,0,-41,15,0,21,0,0,10,-15,0,-69,-30,-23,-8,-37,-32,0,-37,0,-7,-44,48,1,-29,-21,-27,38,0,-10,10,-45,-1,0,0,81,0,4,-31,-28,0,-28,0,0,-63,1,-8,12,-20,9,-7,8,0,13,0,10,0,-3,-72,28,17,-8,-46,8,2,-32,-2,-13,6,-22,0,1,12,2,-45,37,-1,-2,5,45,39,28,2,21,0,0,0,-30,-1,-43,0,0,-68,0,-46,3,0,20,32,28,-34,-10,17,28,-47,-1,11,-21,15,-39,-57,16,13,-9,-2,49,0,-2,-18,0,-17,-40,0,1,-2,3,0,0,3,-27,-41,18,-22,-16,0,-5,-55,-6,80,33,-42,-7,0,-22,-35,-4,1,9,0,0,-28,43,70817,100,100
-25,27,8,-35,-7,8,0,-20,8,-41,-38,24,63,-37,0,-57,2,11,13,-27,68,3,0,-58,0,66,-11,-41,-20,0,3,3,-1,0,69,-10,0,-18,0,0,-26,2,0,-17,0,2,0,-6,-18,8,-28,1,-18,-2,3,-44,63,0,6,27,16,34,-40,19,-34,-8,0,-2,4,-17,0,20,-4,0,-24,20,2,7,2,0,-35,19,0,37,0,0,19,-35,2,-26,-29,-44,-6,2,-40,2,-20,0,-16,-34,46,4,10,-48,-23,46,0,-35,23,-31,2,-7,-1,37,0,6,-22,-13,0,40,4,1,-72,3,-41,-49,3,2,-30,7,0,-43,2,1,-34,1,-44,44,21,-5,17,-31,4,-24,-35,-2,-9,-4,1,4,-100,-7,16,-14,-1,26,-32,14,68,18,3,-40,0,2,3,-7,-20,-33,-2,0,-52,-14,0,7,1,5,28,18,-7,0,-22,42,-23,17,23,-55,23,-18,-34,14,-100,-42,0,50,2,-1,10,0,0,-12,0,3,-32,-3,0,-1,8,4,-22,12,43,1,1,4,-69,-15,37,12,-1,15,0,9,-19,4,2,14,2,70,-25,11,70830,100,100
-58,-28,29,2,0,24,0,-18,0,-32,-51,6,61,-45,0,-19,-6,16,10,-4,18,-24,0,-57,0,-30,-10,-34,-56,0,1,-3,-1,0,57,-12,1,-2,0,0,19,0,-2,51,0,-1,0,-27,51,-29,9,-1,29,0,2,69,13,0,-24,34,12,14,-36,-5,-62,-37,0,-17,2,-34,23,31,4,0,66,-5,0,26,-2,0,28,1,0,43,0,0,-8,0,0,21,-13,-11,-57,-55,-34,3,-9,0,3,-20,49,0,-2,-30,-15,33,0,-52,-11,34,-3,-8,0,-30,44,5,-9,-12,0,-5,-2,0,-42,1,-39,-40,41,5,-23,11,0,-37,0,-8,-68,-1,55,60,-39,-6,45,-28,3,-15,-30,-46,-22,-19,9,1,-72,-7,41,-36,1,-32,-70,16,38,-25,1,-14,0,-1,3,-23,-2,-16,1,0,-58,4,-21,4,-2,-41,32,-23,-11,-4,7,71,-37,-5,-33,-22,-4,-4,-52,-5,-81,1,-3,29,-2,0,-4,0,70,-7,1,1,-30,22,0,0,8,-25,-7,13,-33,-28,11,-4,-52,-14,-28,-65,-21,36,0,77,-11,0,2,20,0,57,-13,12,71101,0,100
-60,-17,37,-1,7,16,0,-58,15,21,-7,-24,46,-9,1,-20,0,26,0,-3,10,29,0,-39,0,-38,-12,-20,-69,0,2,1,1,0,77,-10,0,2,0,0,8,0,0,43,0,0,0,-31,42,40,11,0,0,-1,0,34,11,0,-16,41,-6,-12,24,1,16,-10,0,-24,4,-9,40,30,23,0,44,-3,0,10,-1,0,-19,-8,0,2,0,0,23,-1,0,22,2,3,-32,-32,-52,2,-9,0,-24,-63,43,4,9,1,-38,31,0,-11,-17,-38,-1,0,-1,-88,0,8,1,-17,0,72,3,0,-42,1,-17,-52,-6,-20,7,-28,0,-57,1,-8,-48,1,-35,71,-20,0,30,-33,6,0,-29,35,-34,21,0,5,-13,4,27,24,-2,-21,-52,-9,75,1,3,-45,0,1,3,-23,22,44,-2,0,-28,29,-83,0,1,-3,31,0,-21,1,-42,69,-39,13,-27,-11,17,-31,-41,31,-21,1,-1,27,0,-1,22,0,-16,-8,1,4,-33,-2,0,-1,9,-17,-35,23,-69,31,4,3,-54,-51,-83,-6,-67,15,0,-4,-2,3,2,-5,0,72,4,-8,71191,0,100
-28,-3,48,-72,4,32,0,-12,4,-63,-45,0,44,-25,0,-48,27,9,9,4,32,43,0,-41,0,36,-10,-66,-30,0,1,2,0,0,40,-16,0,-31,0,0,7,0,0,15,0,0,0,-5,17,5,-60,1,3,0,3,46,33,0,-30,23,-15,3,-63,2,-31,-31,0,-56,0,-45,25,52,3,0,55,27,0,26,0,0,-58,32,0,38,0,0,27,11,-1,-51,-17,-62,-68,30,-42,0,22,0,7,-17,51,0,4,-62,-40,32,3,-20,-44,-51,0,-5,0,2,0,3,9,-13,0,65,0,0,-57,1,-66,-58,-14,-6,-30,-9,0,-62,2,9,-23,0,-39,32,-25,13,17,11,2,8,-13,21,0,-80,5,-5,-19,-11,22,-46,0,-2,-17,22,46,-37,2,-12,0,0,1,-35,-6,-51,1,0,-44,-13,-69,0,0,-14,34,-36,-27,29,-15,41,-45,3,-34,-40,30,-30,-47,12,-25,-76,1,35,0,-1,3,0,-39,-9,0,1,-13,2,0,0,4,-27,-28,10,-100,46,-9,2,-18,-7,-2,-11,-63,38,0,-22,20,2,1,7,0,37,-16,22,72093,0,100
-7,19,11,-58,0,-8,0,25,3,43,-41,6,25,-31,0,-67,6,49,32,42,29,-5,0,-51,0,-20,-9,-6,-6,0,0,1,-1,0,10,2,0,12,0,0,-23,2,2,19,0,3,0,-19,18,25,-27,1,18,1,2,-13,35,0,-9,16,5,5,44,-3,-36,-48,0,-55,0,-36,26,8,-6,0,-9,22,0,-7,0,0,-44,19,0,19,0,0,15,40,0,27,-45,-5,-27,-24,-58,0,-32,0,3,-49,34,2,-5,-22,-47,55,-3,-32,-1,-46,1,0,0,-15,0,0,-6,-1,0,22,3,0,-70,1,-12,23,25,49,8,44,0,20,1,10,1,2,-14,36,-10,-10,6,-14,0,-6,-33,-10,-18,10,2,-3,-62,-6,0,-69,0,18,0,21,31,-5,3,-17,0,1,0,-4,3,-33,1,0,-37,-5,-36,-5,2,4,33,-4,-39,-7,-1,38,-24,-6,-12,-79,15,-25,-79,6,-67,-56,1,52,3,-3,-21,0,-56,-10,1,4,-35,14,0,0,0,-10,-29,48,-17,-3,4,1,-8,25,-10,8,-30,5,0,-50,-37,3,4,1,0,10,-46,20,72245,0,100
