competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
10,7,1,245,10,0,22,22,15,161570,163826,46800,100632,0,10
10,12,6,1908,10,0,22,22,176,161570,163829,46800,1910,0,10
10,18,4,246,10,0,22,22,487,161569,163830,46800,111380,0,10
10,11,5,1906,10,0,22,22,178,161570,163854,46800,634,0,10
10,6,8,1915,10,0,23,22,176,161576,163863,46800,1908,0,10
10,10,3,1903,10,0,23,23,180,161576,163864,46800,1904,0,10
10,2,7,100632,10,0,22,23,249,161576,163866,46800,247,0,10
10,13,15,100634,10,0,23,23,178,161577,163867,46800,1914,0,10
10,11,17,1905,10,0,23,22,249,161577,163868,46800,634,0,10
10,5,9,1913,10,0,23,22,176,161577,163869,46800,1906,0,10
10,14,16,100646,10,0,23,23,178,161577,163870,46800,1907,0,10
13,17,5,1943,13,0,25,25,348,161569,164211,54000,110,0,13
13,16,2,1,13,0,25,25,156,161569,164212,54000,19,0,13
13,6,9,2,13,0,25,25,115,161569,164213,63000,5,0,13
13,15,14,7,13,0,25,25,265,161569,164214,45000,11,0,13
13,13,8,144,13,0,25,25,328,161569,164215,54000,1799,0,13
13,12,18,94,13,0,25,25,350,161569,164216,54000,18,0,13
13,11,19,95,13,0,25,25,335,161568,164217,72000,1925,0,13
13,1,4,10,13,0,25,25,246,161570,164218,59400,9,0,13
13,3,7,13,13,0,25,25,100,161570,164219,50400,14,0,13
13,10,20,17,13,0,25,25,113,161569,164220,54000,1808,0,13
13,1,9,2,13,0,25,25,115,161566,164243,70200,9,0,13
14,23,24,1923,14,0,32,32,460,161566,164705,71100,1929,0,14
14,14,15,1801,14,0,32,32,180,161565,164707,71100,97,0,14
14,11,8,1919,14,0,33,32,491,161568,164737,71100,12,0,14
14,9,3,1796,14,0,33,33,336,161568,164738,72000,1807,0,14
14,15,7,1800,14,0,33,32,497,161569,164739,54000,1801,0,14
14,14,22,91,14,0,33,32,249,161569,164740,45000,97,0,14
14,19,12,1792,14,0,33,32,329,161569,164741,54000,1806,0,14
14,20,23,1929,14,0,32,32,249,161569,164742,45000,1961,0,14
14,13,18,1790,14,0,33,33,112,161569,164743,54000,15,0,14
14,1,2,1794,14,0,33,33,433,161571,164744,72000,8,0,14
14,21,4,106,14,0,33,32,326,161569,164745,45000,1952,0,14
14,5,17,1960,14,0,33,33,333,161569,164746,54000,3,0,14
14,24,10,1795,14,0,33,32,347,161570,164747,43200,1923,0,14
14,16,6,109,14,0,33,33,327,161569,164748,54000,1951,0,14
31,4,14,1842,31,0,25,25,193,161570,165143,74700,45,0,31
31,1,13,1745,31,0,25,25,34,161570,165144,45000,48,0,31
31,3,17,1746,31,0,25,25,33,161570,165145,64800,115845,0,31
31,6,16,206,31,0,25,25,261,161570,165146,54000,110374,0,31
31,11,2,131682,31,0,25,25,176,161569,165147,74700,110556,0,31
31,10,15,347,31,0,25,25,193,161568,165148,74700,55,0,31
31,8,18,50,31,0,25,24,229,161569,165149,54000,189,0,31
31,20,9,52,31,0,25,25,195,161571,165150,74700,111811,0,31
31,7,12,54,31,0,25,24,261,161569,165151,64800,131681,0,31
31,5,19,205,31,0,25,25,34,161569,165152,54000,115841,0,31
53,20,4,448,53,0,24,24,388,161570,165645,50400,462,0,53
53,9,14,450,53,0,24,24,394,161568,165646,75600,479,0,53
53,5,6,480,53,0,24,24,429,161569,165647,58500,483,0,53
53,15,19,463,53,0,24,24,399,161569,165648,50400,452,0,53
53,3,18,461,53,0,24,24,10,161569,165649,66600,240,0,53
