overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,76,77,76,76,76,78,7,76,77
-1,83,84,85,84,87,81,10,83,86
-1,78,76,77,77,77,76,14,76,77
-1,74,74,75,75,73,73,17,75,72
1,83,82,81,81,81,84,18,81,83
1,78,80,79,77,80,80,19,77,82
2,81,83,81,84,80,83,22,84,82
-2,78,74,76,73,76,76,25,71,74
1,75,77,76,76,77,76,36,75,78
-1,80,79,80,84,80,79,52,84,79
1,75,78,77,82,76,75,65,82,77
-1,72,73,74,73,74,72,70,72,74
1,82,83,82,82,81,83,73,81,83
-1,73,74,75,76,75,71,74,75,74
-1,74,74,75,75,75,73,78,75,75
-2,75,74,76,77,76,73,95,75,75
-2,77,75,77,75,76,75,144,73,76
-1,76,76,77,76,77,75,189,75,76
1,76,78,77,75,78,76,219,75,80
1,75,77,76,72,74,76,246,74,75
1,77,79,78,78,78,80,247,78,79
-1,75,75,76,75,75,73,378,75,74
-1,77,77,78,78,78,76,457,77,78
1,76,77,76,76,75,77,461,77,76
-1,74,74,75,74,75,73,472,75,73
-1,75,75,76,77,76,73,479,79,75
-1,73,73,74,76,73,72,1745,76,73
-1,77,77,78,78,78,77,1799,79,78
-1,76,74,75,74,74,76,1831,74,73
1,76,77,76,79,76,76,1925,77,76
-1,76,76,77,78,76,75,1943,78,76
-1,73,73,74,75,74,72,100409,73,73
-1,73,73,74,76,73,72,100888,74,72
1,75,78,77,77,77,76,110374,78,77
1,74,77,76,79,77,75,112139,80,77
1,78,80,79,80,78,78,115845,81,79
1,82,83,82,82,83,83,115995,85,83
1,83,84,83,82,85,84,116009,83,86
1,83,84,83,86,81,85,116010,86,82
-2,78,75,77,79,75,76,116011,78,74
-1,80,78,79,80,78,79,116012,79,78
-1,73,74,75,76,76,70,116014,76,77
1,77,79,78,77,80,79,116015,77,81
1,85,86,85,85,84,86,116033,86,84
1,80,81,80,77,80,80,116034,78,80
-1,72,75,76,74,77,70,116036,74,76
1,85,86,85,85,88,86,116325,86,88
1,77,77,76,72,76,79,116328,72,76
1,76,77,76,79,74,78,116336,79,75
1,83,84,83,86,83,84,131682,87,84
