ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
-11,-55,40,11,-14,25,37,46,7,41,14,77,-4,-12,6,7,58,-3,27,4,-30,7,23,56,-2,14,19,13,-21,35,-15,34,-44,-18,-18,13,-48,66,42,14,60,17,38,58,3,29,24,11,67,44,18,98,31,-27,-39,12,-15,25,-12,-6,13,-51,-55,31,14,34,14,10,20,61,29,28,31,41,-10,-3,2,-8,-35,-11,-8,41,-1,11,-14,-11,-22,-27,-12,2,55,10,38,-1,-11,-26,-6,58,-3,-22,-76,24,21,-70,42,-24,-74,-42,48,-10,83,15,-40,-18,23,47,5,-48,-28,-8,-26,93,-45,48,67,-24,37,11,33,-10,-55,-47,-57,-24,-56,28,60,-34,33,-27,55,44,9,21,31,33,-1,40,69,92,-34,69,15,45,33,14,52,18,-54,22,16,18,10,0,0,65,-24,63,13,-18,-27,44,33,28,61,-45,-85,-2,54,-25,24,26,42,-27,70106
-24,29,31,-20,7,1,-45,30,-17,0,0,-27,43,31,4,-4,38,25,27,-17,25,4,25,27,-4,23,17,-14,-27,22,20,13,35,-14,-58,6,7,22,15,0,-54,-2,16,41,0,67,24,34,63,26,-44,60,14,-35,18,46,21,3,-5,-3,-43,-27,5,3,-8,33,-12,29,68,28,22,22,-6,27,8,0,20,-4,27,4,-1,29,44,5,8,0,-13,29,-7,-23,0,-20,-18,4,15,16,36,-22,4,1,-40,-7,51,-43,-22,0,10,-61,-1,15,38,20,5,-5,20,-19,22,-4,23,45,-37,58,-12,10,0,75,20,-19,35,0,-26,34,4,35,-29,-2,9,-8,7,34,0,11,0,-2,35,6,3,0,1,-20,71,14,26,22,-45,6,-23,16,10,22,-12,49,-23,-4,-16,16,27,64,-4,-4,-81,-1,5,2,39,-2,8,42,9,-12,21,-11,0,-58,70145
13,-7,-7,-8,11,1,-76,-36,-24,-4,8,61,8,-26,-31,18,25,-3,48,3,0,30,20,40,-9,10,27,19,-5,46,-13,28,0,48,-64,-11,27,29,-27,38,-40,55,-27,55,33,57,52,16,17,37,-5,20,27,-40,73,39,-50,0,17,-6,-4,12,39,13,-13,10,16,15,46,35,16,20,57,-38,-11,83,-7,-1,-18,9,0,3,20,-29,3,2,-3,-55,19,-8,16,29,-16,32,-1,-16,-10,74,-17,-18,-37,68,15,-48,-32,-8,2,22,29,1,69,13,26,7,34,-16,3,-10,65,35,-37,20,-57,-2,15,33,30,-11,13,-79,19,97,36,41,-26,0,7,-52,10,39,15,4,16,-78,15,64,62,-5,8,63,46,1,47,8,-77,-9,74,16,24,26,-31,16,29,-10,0,8,0,16,78,8,13,45,10,8,54,-8,3,-5,-7,-2,20,-49,28,-63,70650
17,18,100,-29,31,6,23,-21,-11,-38,-46,17,71,22,18,17,19,5,52,-20,26,33,35,11,4,-17,11,-33,-42,18,64,35,10,8,-73,13,-3,94,-14,-6,-91,52,-23,86,-11,61,46,23,74,29,-27,70,37,-58,-2,24,54,6,25,-12,-27,-10,73,-29,8,50,-32,27,52,2,45,47,56,-12,-31,-6,13,5,-1,33,-11,43,11,2,13,0,26,30,25,-17,27,-10,-40,32,-6,-1,13,54,-28,36,16,-41,3,14,-36,29,-36,3,52,-19,81,51,13,10,6,-35,-11,10,-22,38,-63,71,-38,17,0,18,69,-30,72,-89,-15,28,80,75,-25,-16,61,-50,22,78,23,11,13,-92,72,-61,-6,-39,10,42,21,-6,60,100,17,5,48,56,-8,63,-24,8,-2,5,-32,0,28,70,12,7,-15,42,21,34,88,10,-39,79,-3,24,39,-26,-40,-77,71259
11,41,43,-9,-4,9,31,-13,10,-8,19,17,18,23,49,6,-15,27,85,-10,15,32,17,46,-22,68,-4,-7,-17,-69,12,22,62,14,-52,-2,0,35,-35,-32,-39,-55,-34,35,-31,17,75,9,40,-71,-11,34,24,-17,-5,-23,-12,10,13,-6,-13,-38,27,-12,-35,48,-8,9,18,48,19,26,-54,-10,-12,2,27,-39,36,-2,-5,46,-23,51,-13,-2,-8,-15,14,11,18,8,5,30,0,-11,31,61,-11,-24,-46,1,15,-52,-18,-25,13,-34,52,-1,14,40,16,27,-5,3,69,29,-1,-23,-17,37,-48,30,28,33,22,-9,1,-18,-37,11,27,54,-22,-9,-37,-51,12,52,17,30,4,-8,1,-28,-22,-6,31,15,29,51,67,35,28,-2,57,44,-1,23,10,15,6,-23,-11,52,16,40,-29,29,-24,51,10,-40,36,31,12,20,-6,-7,27,14,-13,-49,71494
8,72,45,-29,3,-11,18,-2,9,-8,-13,76,80,-67,10,20,16,19,-3,-3,11,11,60,-8,-13,3,36,-34,2,1,-1,38,22,0,-40,3,-35,66,7,58,-43,-65,9,78,58,28,-14,-9,22,2,-28,63,32,-90,-3,3,26,-11,33,-5,-33,21,30,12,-26,18,-37,-8,35,0,51,4,-71,-11,21,26,11,-23,60,1,0,17,6,11,-7,0,13,-15,29,2,30,3,9,7,23,3,-65,43,21,32,-42,34,19,-42,1,30,47,16,16,26,-100,26,-10,3,44,11,-4,39,-25,19,-85,51,-47,41,-12,-8,-7,-29,54,31,18,-1,33,37,-12,0,26,-42,19,30,24,38,25,26,54,-11,-6,-9,-16,91,-12,15,44,73,14,4,38,33,-42,-9,7,17,0,-12,1,10,8,22,-16,2,3,10,18,22,84,38,51,85,10,12,6,-6,19,-47,71565
4,9,51,-14,0,2,1,-20,11,4,5,18,52,9,31,8,4,2,16,-17,13,46,19,31,-3,3,30,-10,-22,80,20,24,52,2,-80,1,28,47,-9,-4,-35,-17,-13,58,-11,73,14,22,55,82,-16,82,25,-52,66,51,27,3,27,-9,-19,-17,48,11,-10,24,-9,18,76,30,20,44,-19,-24,-21,70,0,-11,-4,-3,-9,19,17,33,-45,-4,0,18,25,20,19,4,-15,42,34,-44,8,57,-18,14,-40,52,36,-42,-20,12,16,-22,27,37,93,16,18,9,35,-17,6,20,60,63,-50,76,-15,26,2,45,36,-15,51,0,-20,15,52,44,12,12,-24,-16,22,44,16,29,11,-6,50,-8,10,4,1,30,41,22,54,51,-1,-4,52,21,18,39,2,36,7,-4,-23,25,15,52,11,8,-39,26,21,-29,61,20,13,54,17,0,41,-4,10,-87,72788
14,75,73,-20,7,17,17,-46,19,36,10,63,38,-52,45,28,45,37,7,0,-7,58,70,-3,1,27,-8,-12,-2,-37,18,31,10,15,-49,4,49,62,-5,3,-5,3,-11,68,-15,52,0,15,58,-34,14,85,30,-83,17,71,6,17,30,-14,13,62,39,69,11,12,-11,13,64,0,73,17,7,-45,11,-14,41,24,75,1,-14,24,33,43,0,-4,19,-6,29,15,37,12,-10,54,-27,-17,-48,52,16,32,-35,-26,-7,-25,-19,27,-1,1,21,-24,-19,62,14,10,-6,-12,15,5,-2,71,-86,85,-74,44,-21,-35,52,-20,45,-16,62,21,41,52,12,32,1,-70,32,52,33,42,30,5,44,-6,72,36,-23,74,-29,-23,31,63,13,0,50,63,44,52,-21,-7,17,0,-7,-24,-6,57,75,11,-29,20,30,-6,72,6,0,46,19,18,13,-25,65,-56,72852
-20,28,28,-33,3,-9,9,-3,-25,4,-7,-6,0,-25,-17,0,-27,27,80,-46,38,16,35,15,-32,41,-9,-56,-22,-13,11,32,33,11,-64,-18,-30,-1,-27,-17,-41,3,-25,35,-17,44,81,12,36,-11,-45,77,33,-24,-28,48,-23,-8,31,-13,-46,0,16,-3,-20,51,-56,10,52,15,34,5,-4,-3,31,36,22,-14,26,3,-6,41,-31,-20,-32,-4,-30,-19,29,-21,19,-10,-39,13,25,-27,-27,66,25,10,-70,36,20,-73,-48,7,-64,-56,-35,18,100,-2,-7,-12,-7,-40,40,8,-32,62,-28,72,-38,9,32,-16,0,-34,52,-77,0,20,17,4,-3,-2,-5,-43,27,3,16,11,0,-72,55,-9,40,6,37,0,-5,28,35,1,5,-20,63,3,-33,10,-12,24,-10,-31,-45,31,41,38,34,-13,-77,-32,23,2,36,10,-62,7,13,-31,4,-21,-4,-64,73316
5,12,43,1,14,17,-77,-37,45,15,12,100,40,-49,17,12,14,-36,-41,19,-27,42,26,-19,1,4,35,-5,16,-100,-21,18,22,28,-7,0,-61,55,-7,24,43,10,-10,62,2,36,-38,4,12,-100,28,51,17,-83,-21,0,-4,20,15,3,29,60,-7,79,-57,-35,-3,2,40,-24,17,-14,-7,-42,-8,-64,-48,-52,23,0,2,-48,7,17,14,0,7,-22,16,46,1,9,-10,46,26,10,-44,39,-15,35,2,-68,25,-10,15,44,18,-16,-8,27,-52,31,-29,7,52,-1,16,-22,-15,0,-88,47,-29,27,-12,-18,12,0,55,47,78,58,-3,6,23,36,-23,-41,18,6,-3,26,17,44,54,10,3,14,-10,97,-20,-37,3,57,-76,-3,36,37,-66,5,-9,31,13,0,16,-35,-24,12,-14,5,-15,-3,15,-16,63,-22,15,33,-5,9,-15,-8,57,-11,73398
