overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-1,83,84,1,231936
2,89,87,1,234378
-1,86,87,1,243715
-2,86,88,1,246669
2,88,86,2,202811
-2,82,84,2,221697
2,89,87,5,257534
-1,88,89,9,212831
-1,83,84,9,224458
-2,84,86,9,231281
-2,82,84,9,242516
1,90,89,10,192985
-2,82,84,18,247394
1,89,88,21,212622
2,88,86,22,215441
2,88,86,22,235073
-2,84,86,32,199503
-3,82,85,32,210035
1,88,87,32,213331
4,87,83,219,210008
-2,85,87,240,194765
-2,84,86,240,246191
2,88,86,241,228702
2,90,88,241,233419
-1,84,85,241,253163
2,91,89,243,192119
2,92,90,243,231747
-2,82,84,243,241637
2,89,87,325,232293
-2,83,85,461,262621
2,89,87,112893,158023
-1,83,84,115995,259287
-2,83,85,116009,227110
-2,85,87,116009,245802
-1,85,86,116009,245872
-2,83,85,116009,246426
-3,83,86,116009,265239
2,91,89,116010,227323
3,88,85,116013,227255
-2,82,84,116017,227254
2,90,88,116325,227190
3,93,90,116325,227203
1,90,89,116325,236479
2,93,91,116325,241667
2,90,88,116325,241846
3,89,86,116325,253436
1,88,87,131681,215698
-2,82,84,131681,227796
-2,84,86,131681,232656
3,88,85,131681,241721
