fl_lipUpper_NR_SCX_R_A,fl_eyelids_NR_ICX_R_A,fl_lipUpper_NL_SCX_D_U,fl_buccomandibularGroove_NR_XXX_L,mu_platysma_NR_ILX_N_W,fl_lipUpper_NL_SXX_B_F,mu_masseter_NR_XXX_L_M,fl_lipLower_NR_ICX_B_F,mu_platysma_NR_ILX_D,fl_lipLower_NL_IXX_R_A,fl_eyelids_NR_SLX_R_A,fl_lipUpper_NR_SLX_B_F,fl_lipLower_NL_IXX_B_F,fl_epicanthic_NL_XCX_D_U,fl_lipUpper_NL_SXX_R_A,fl_lipLower_NR_ILX_R_A,fl_lipUpper_NN_SMX_N_W,fl_lipLower_NR_ILX_D_U,fl_lipUpper_NL_SXX_D_U,mu_temporalis_NR_XXX_L_M,fl_lipLower_NR_ICX_D_U,fl_lip_NN_XMX_B_F,mu_trapezius_NN_SXX_L_M,fl_eyelids_NL_SLX_N_W,fl_eyelids_NR_ICX_D_U,fl_nasojugalGroove_NR_XXX_L_M,fl_lip_NR_XCX_D_U,mu_sternomastoid_NL_XXX_R_A,fl_eyelids_NL_XLX_D_U,fl_lipUpper_NR_SCX_D_U,mu_masseter_NL_XXX_L_M,fl_eyelids_NR_SMX_R_A,fl_lipLower_NR_SLX_B_F,fl_lip_NL_XLX_D_U,fl_lip_NN_XMX_R_A,fl_lipUpper_NR_ILX_R_A,fl_eyelids_NR_SCX_N_W,mu_platysma_NN_SMX_D_U,fl_lipUpper_NN_IMX_D_U,fl_eyelids_NR_ILX_D_U,fl_lipLower_NR_IXX_N_W,fl_nasojugalGroove_NL_XXX_L_M,fl_lipLower_NN_IMX_SL_SR,fl_lipLower_NL_SLX_R_A,fl_epicanthic_NR_XMX_D_U,fl_lipUpper_NL_ILX_B_F,mu_platysma_NL_SLX_D,fl_lipUpper_NR_SXX_N_W,mu_procerus_NN_XXX_D_U,fl_lipUpper_NL_ILX_R_A,fl_lipLower_NR_SLX_N_W,fl_lip_NR_XLX_D_U,fl_eyelids_NL_SLX_R_A,fl_lip_NL_XCX_N_W,fl_lipLower_NL_SLX_B_F,fl_eyelids_NL_SMX_R_A,fl_lipUpper_NR_ILX_N_W,fl_epicanthic_NR_XCX_B_F,fl_lipLower_NN_IMX_D_U,fl_eyelids_NL_SCX_D_U,fl_eyelids_NR_SLX_N_W,fl_lipLower_NL_IXX_N_W,fl_eyelids_NR_XLX_D_U,fl_eyelids_NR_SMX_N_W,fl_eyelids_NL_ILX_D_U,fl_oromentalGroove_NR_XXX_L,fl_epicanthic_NR_XLX_D_U,fl_nasolabialGroove_NL_SXX_L_M,fl_eyelids_NR_XMX_D_U,fl_lipUpper_NN_SMX_B_F,mu_platysma_NR_SLX_D,fl_buccalRecess_NL_XXX_D_U,fl_epicanthic_NL_XLX_D_U,fl_epicanthic_NR_XLX_R_A,fl_nasojugalGroove_NL_XXX_D_U,fl_lipLower_NR_IXX_R_A,fl_lipLower_NN_SMX_SL_SR,mu_procerus_NN_XXX_L_M,mu_platysma_NL_SLX_N_W,fl_lipLower_NN_IMX_R_A,fl_eyelids_NL_SCX_R_A,fl_lipUpper_NR_SXX_B_F,fl_lipLower_NN_IMX_B_F,fl_eyelids_NL_IMX_D_U,fl_epicanthic_NR_XCX_D_U,fl_lipLower_NL_SLX_N_W,fl_lipUpper_NL_SLX_D_U,fl_lipUpper_NN_SMX_R_A,fl_epicanthic_NL_XMX_N_W,fl_lip_NR_XLX_B_F,fl_lipLower_NL_ICX_D_U,fl_eyelids_NL_IMX_N_W,fl_buccalRecess_NR_XXX_L_M,fl_lipLower_NL_SLX_D_U,fl_lipUpper_NL_SLX_N_W,fl_epicanthic_NR_XMX_R_A,fl_lip_NN_XMX_N_W,fl_eyelids_NR_SCX_R_A,mu_platysma_NR_SLX_N_W,fl_epicanthic_NL_XLX_N_W,mu_trapezius_NN_SXX_D_U,fl_orbitalGroove_NL_IXX_L_M,fl_philtrum_NN_XXX_D_U,fl_eyelids_NR_ILX_R_A,fl_nasojugalGroove_NR_XXX_D_U,mu_corrugator_NR_XXX_D_U,fl_lipUpper_NR_ILX_D_U,mu_platysma_NN_IMX_D,fl_lip_NL_XLX_R_A,fl_eyelids_NL_SCX_N_W,fl_oromentalGroove_NL_XXX_L,fl_lip_NN_XMX_D_U,fl_lipLower_NN_IMX_N_W,fl_philtrum_NN_XXX_N_W,fl_eyelids_NR_SMX_D_U,fl_epicanthic_NL_XMX_B_F,fl_epicanthic_NR_XLX_N_W,fl_eyelids_NR_XMX_N_W,fl_eyelids_NL_SCX_F,fl_lipLower_NR_SLX_D_U,fl_lip_NL_XCX_D_U,fl_lipLower_NL_ICX_N_W,fl_mandibularGroove_NR_XXX_L,fl_lip_NR_XCX_R_A,fl_epicanthic_NL_XMX_R_A,fl_eyelids_NL_XLX_R_A,fl_lip_NL_XLX_B_F,fl_epicanthic_NR_XCX_N_W,fl_lipLower_NR_ICX_R_A,fl_chinCleft_NN_XXX_SL_SR,fl_lipUpper_NR_ILX_B_F,mu_sternomastoid_NL_XXX_L_M,fl_epicanthic_NL_XMX_D_U,fl_lipUpper_NR_SCX_B_F,fl_lip_NL_XCX_R_A,fl_nasolabialGroove_NL_IXX_L,fl_lipLower_NR_SLX_R_A,mu_corrugator_NL_XXX_L_M,fl_epicanthic_NL_XCX_R_A,fl_lip_NL_XCX_B_F,fl_lipUpper_NN_IMX_N_W,fl_chinCleft_NN_XXX_D_U,mu_corrugator_NL_XXX_D_U,fl_eyelids_NR_SLX_D_U,fl_nasolabialGroove_NR_SXX_L_M,fl_philtrum_NN_XXX_R_A,fl_epicanthic_NL_XLX_B_F,fl_eyelids_NR_XLX_N_W,fl_lipLower_NL_IXX_D_U,fl_lipLower_NL_ICX_B_F,fl_lipUpper_NL_SCX_R_A,fl_eyelids_NL_ILX_N_W,fl_eyelids_NR_SCX_D_U,fl_mandibularGroove_NL_XXX_L,fl_epicanthic_NL_XCX_B_F,fl_lipUpper_NN_IMX_SL_SR,fl_eyelids_NR_IMX_R_A,fl_lip_NR_XLX_N_W,fl_lipLower_NR_ILX_B_F,mu_corrugator_NR_XXX_L_M,fl_lipUpper_NL_SCX_B_F,fl_eyelids_NR_ICX_N_W,fl_lipLower_NL_ICX_R_A,fl_philtrum_NN_XXX_B_F,fl_eyelids_NL_XMX_R_A,fl_lipUpper_NR_SLX_R_A,fl_lip_NR_XCX_N_W,fl_lipUpper_NL_SLX_R_A,fl_epicanthic_NR_XMX_N_W,fl_lipUpper_NN_SMX_D_U,fl_lipLower_NR_ILX_N_W,fl_epicanthic_NR_XCX_R_A,fl_lipLower_NL_ILX_B_F,fl_eyelids_NL_IMX_R_A,fl_lipUpper_NR_SXX_D_U,fl_eyelids_NR_SCX_F,mu_platysma_NN_SMX_N_W,fl_lipLower_NL_ILX_R_A,fl_eyelids_NR_ILX_N_W,fl_buccalRecess_NR_XXX_D_U,fl_epicanthic_NL_XLX_R_A,fl_lipUpper_NL_SLX_B_F,fl_lipLower_NR_IXX_D_U,mu_sternomastoid_NR_XXX_L_M,mu_platysma_NL_ILX_D,fl_lipUpper_NN_IMX_B_F,fl_eyelids_NR_XMX_R_A,fl_eyelids_NL_ILX_R_A,fl_orbitalGroove_NR_IXX_L_M,fl_buccomandibularGroove_NL_XXX_L,mu_platysma_NL_ILX_N_W,fl_eyelids_NL_ICX_R_A,fl_eyelids_NR_XLX_R_A,fl_lip_NL_XLX_N_W,fl_lipLower_NN_SMX_R_A,mu_sternomastoid_NR_XXX_R_A,fl_eyelids_NL_SMX_D_U,fl_buccalRecess_NL_XXX_L_M,fl_eyelids_NL_ICX_D_U,fl_eyelids_NL_XMX_N_W,fl_lipLower_NN_SMX_D_U,fl_epicanthic_NR_XMX_B_F,fl_lipUpper_NR_SLX_N_W,fl_nasolabialGroove_NR_IXX_L,fl_lipUpper_NR_SCX_N_W,fl_lipUpper_NL_ILX_D_U,fl_epicanthic_NR_XLX_B_F,fl_eyelids_NL_XLX_N_W,fl_lip_NR_XLX_R_A,fl_eyelids_NL_SLX_D_U,fl_eyelids_NR_IMX_N_W,mu_temporalis_NL_XXX_L_M,fl_lipUpper_NL_SXX_N_W,fl_lipLower_NR_ICX_N_W,fl_lip_NR_XCX_B_F,fl_lipUpper_NN_SMX_SL_SR,fl_lipLower_NL_ILX_D_U,fl_lipLower_NN_SMX_B_F,fl_lipUpper_NR_SXX_R_A,fl_epicanthic_NL_XCX_N_W,fl_lipUpper_NN_IMX_R_A,fl_philtrum_NN_XXX_SL_SR,fl_lipLower_NL_ILX_N_W,fl_lipLower_NR_IXX_B_F,fl_eyelids_NL_ICX_N_W,fl_eyelids_NL_SMX_N_W,fl_eyelids_NL_XMX_D_U,fl_lipUpper_NL_SCX_N_W,fl_lipUpper_NR_SLX_D_U,fl_lipLower_NN_SMX_N_W,fl_lipUpper_NL_ILX_N_W,fl_eyelids_NR_IMX_D_U,assetid
-10,-8,100,0,-7,-96,-37,-21,0,-63,-33,37,-52,21,3,-6,0,-9,82,-37,-44,-34,-7,32,13,77,-10,28,-10,97,-39,-19,-61,21,52,3,39,10,-35,30,-17,64,25,17,-2,-1,0,2,0,0,-20,19,-32,-30,-60,-28,-23,18,11,11,33,-30,25,28,17,0,-27,48,10,-46,0,22,-17,-26,20,-62,4,-46,15,-9,-32,-87,-10,49,3,-21,-45,25,15,-50,-45,36,55,-45,-26,2,26,-35,9,-4,11,84,47,-39,46,71,-15,0,-51,52,0,-2,51,56,14,9,-4,44,0,-47,-7,17,0,25,8,-16,-49,-10,-24,-8,1,6,-7,-63,28,0,19,24,57,-39,60,6,88,-27,50,-6,16,-14,-66,-16,-13,-27,8,0,12,22,-28,52,58,36,-55,12,-23,-18,35,-56,-10,-49,0,15,-30,35,52,-27,86,0,19,-10,-21,18,-32,33,-65,5,0,-21,39,-40,73,0,-10,-18,-17,52,-10,28,11,61,11,35,6,6,-12,0,-22,-15,21,-22,-57,-32,40,-32,0,36,-41,14,-13,-23,3,8,-15,5,-45,-44,2,29,23,-40,-50,2,-37,47,70106
-13,-6,52,0,-5,-25,11,26,0,-2,-19,50,19,-10,9,-16,10,-19,21,13,-27,-4,28,23,-13,27,-1,16,1,49,9,2,-13,-11,29,-2,19,2,-25,19,-14,28,18,-6,-1,-1,0,6,8,-4,-13,-16,-19,-15,-14,-2,-4,0,-2,16,26,-14,6,23,15,0,-25,-18,7,-13,0,-5,-1,29,22,-1,6,-2,9,-10,-33,-22,1,33,-10,-9,-45,-14,-2,-25,-25,4,18,-28,1,-21,7,-34,5,-19,24,8,40,-6,29,47,-2,0,-11,19,0,-3,17,39,4,-38,-12,11,0,-29,0,-11,0,17,-21,-1,-27,-31,0,-14,1,-24,-10,-28,18,0,-5,0,-9,-3,24,2,52,-13,-17,-5,10,14,-27,28,-12,5,16,0,-7,15,-17,22,41,24,-23,0,-2,7,28,-26,-7,-23,-4,16,-7,-13,41,-16,23,0,23,-17,5,-10,25,49,-28,-25,0,-11,27,-8,13,0,-8,-4,-5,25,-3,19,1,21,-20,9,4,-33,7,0,-5,-5,12,12,-10,-20,5,14,7,-1,-3,7,-22,3,6,-32,-8,7,-9,20,1,21,3,-26,-47,3,-8,36,70857
5,33,65,0,-6,7,0,12,0,-38,-17,38,4,2,8,-22,-17,6,26,-57,-42,14,-6,32,-10,17,-12,7,-2,65,-1,-20,0,-3,31,-6,25,-13,-12,1,-9,7,15,-1,-32,9,0,-1,20,-9,-1,-4,-17,8,-2,-19,0,33,-3,30,28,-11,5,16,4,0,-41,-16,11,5,0,-17,-41,-32,47,-35,6,-60,-4,-26,-52,13,11,48,-8,0,-9,23,15,-61,-44,0,84,-8,11,-3,9,-52,-1,-13,4,55,10,8,54,55,-7,0,14,27,0,-10,40,58,-12,-8,-15,17,0,-8,-10,4,0,17,1,5,-57,-7,-7,-11,14,18,-29,-28,18,0,-4,-58,28,10,19,-6,51,-44,-14,-10,34,-16,-55,13,5,17,34,0,19,15,1,46,52,-58,-23,16,-4,33,21,-42,14,-36,13,-7,-5,16,45,1,30,0,44,-20,14,-18,-30,37,-54,17,0,7,19,5,41,0,-7,28,5,46,-32,9,-10,82,-3,18,-19,2,20,0,-14,-7,40,-15,7,-48,-1,-54,-2,4,13,4,6,5,8,0,0,8,-21,10,18,16,14,-14,-12,1,-5,44,71170
-12,21,35,0,-10,-18,-3,35,0,-26,-20,67,8,-4,10,-16,-9,35,-6,-1,-2,-23,14,44,17,21,-12,20,36,37,-2,17,-72,13,36,-10,19,-22,-29,29,-11,22,34,32,-37,-26,0,15,20,-10,-5,24,-17,8,-70,12,-8,0,23,32,45,-19,34,31,37,0,-12,2,14,-2,0,-3,-2,40,30,-27,9,-26,0,-33,-29,-21,16,35,-13,-6,-61,-48,-46,-60,-4,3,63,-29,-19,-50,28,-31,-2,-21,15,27,55,-11,40,-52,-15,0,69,23,0,32,43,80,8,-30,-26,42,28,-27,-18,13,0,6,-44,7,-58,-36,-15,-7,-26,25,-30,-13,13,0,33,-29,-8,-45,56,2,-31,-21,10,0,20,14,-31,40,-17,-8,32,0,-18,29,-14,64,58,-33,-8,-10,-14,18,44,-46,22,-40,-41,-22,-47,-28,58,-18,0,28,42,-15,-6,-3,25,69,-29,26,0,-29,43,-20,49,0,-14,17,2,65,3,19,3,60,8,43,24,-23,-17,0,37,-22,34,2,69,-29,0,-4,16,37,-45,16,28,-1,9,-25,-17,12,-45,10,-9,32,8,17,-58,9,-13,40,72852
-16,30,28,0,-4,-22,15,17,0,-15,-5,23,0,8,12,-14,-14,63,2,8,22,-43,-14,34,25,30,8,10,30,28,11,7,-68,19,-8,-10,8,-13,12,52,-22,33,19,27,-47,-29,0,12,17,-11,-9,21,-7,6,-69,4,-13,-4,49,29,33,-16,46,33,42,0,-27,-40,5,-18,0,6,-22,18,82,-15,4,-52,-7,-18,-31,-20,-1,40,6,-5,-26,-40,-23,-36,22,-4,-5,7,-43,-40,22,-29,-6,0,2,25,50,7,83,66,-8,0,64,5,0,42,29,58,-23,5,-2,49,0,6,8,17,0,-5,-40,-3,-38,-34,-10,-6,-27,3,-48,-38,-3,0,31,20,-3,-60,52,9,60,1,-43,-6,22,2,-3,20,-16,0,29,0,-7,15,-8,40,50,12,-33,9,-8,16,52,-44,11,-40,-24,0,-52,-13,49,-7,6,0,31,-15,0,0,10,24,-2,1,0,-31,52,3,38,0,-4,28,-3,43,0,9,-17,-1,21,41,17,9,-42,0,29,-9,23,15,66,-6,-3,-2,11,20,-60,1,61,-13,10,-31,-10,3,-47,-1,2,33,4,18,-24,14,-14,43,72992
0,38,13,0,-2,-56,10,14,0,-19,0,13,-27,22,14,-3,-7,74,-10,33,29,-83,-11,36,40,28,34,6,0,12,14,26,-86,54,-19,-9,28,11,24,48,-10,38,52,55,-9,-52,0,26,36,-8,-13,55,0,-7,-85,28,-24,-28,70,48,38,-17,0,27,48,0,-15,-33,3,-10,0,7,-3,30,52,-18,28,-34,-10,-10,-13,-62,-28,41,29,-14,7,-52,-33,-65,27,5,-10,-19,-49,-25,41,-12,-13,11,2,69,40,-4,51,-13,20,0,64,25,0,72,41,86,-9,-44,5,36,0,-20,31,52,0,-20,-19,17,-71,-11,-15,-10,-52,-2,2,-41,-19,0,58,-6,31,-97,80,4,-6,-16,-36,4,-13,30,2,15,-2,-2,49,0,-24,51,-15,87,46,-16,-41,5,-14,34,50,-41,-6,-43,-28,-36,-74,32,50,-17,-10,0,43,-6,2,12,17,16,3,1,0,-55,48,-7,65,0,-4,33,17,90,10,3,0,-26,34,42,45,-40,-49,0,70,19,-10,31,68,-21,1,16,26,62,-98,36,74,-16,13,-7,-6,28,-72,-28,5,28,6,64,5,17,-23,43,74500
4,19,64,0,0,-37,-1,19,0,-39,-2,34,-23,-29,20,3,15,0,17,2,-58,-36,-4,30,-1,46,-2,9,52,58,-5,3,-37,35,26,-11,31,0,-33,40,-5,54,28,22,-47,-9,0,25,29,-12,-7,39,-4,-17,-39,0,-3,-17,2,0,29,-20,65,27,37,0,0,-4,-1,-30,0,17,-5,19,63,-37,11,-17,17,-14,-35,-31,0,49,-36,-7,-38,-2,21,-69,-58,14,60,-29,-9,-42,34,-33,7,0,8,54,28,-12,66,17,-28,0,2,31,0,-12,40,58,-18,-23,5,26,0,-31,-1,41,0,30,-39,-2,-63,-32,-12,-8,-4,8,-45,-28,34,0,22,-16,6,-33,61,20,24,7,-5,0,26,23,-55,23,0,-18,3,0,-17,26,-3,71,39,-13,-22,1,-9,-2,49,-19,-5,-12,22,-18,-40,0,33,-3,19,0,20,8,-24,13,31,36,-52,7,0,-6,49,-12,65,0,-3,23,-5,70,-19,7,-21,73,-5,32,-4,-23,1,0,39,-30,21,20,0,3,13,0,25,56,-33,16,-5,0,20,-40,-24,11,-54,-16,4,26,5,22,-42,10,-11,46,75087
-19,26,7,0,-10,-34,20,2,0,-20,-2,45,-29,-35,26,12,-13,17,-25,25,42,-52,-15,50,3,52,-16,30,25,5,23,15,-73,23,-2,1,20,-9,-7,38,-35,69,42,25,-50,-17,0,29,31,0,-23,35,-3,-27,-69,14,-22,60,54,35,48,-52,36,35,39,0,-45,-1,28,-32,0,5,-30,29,100,-22,18,-32,6,8,-35,-35,-26,58,-51,-24,-23,-26,-16,-51,35,0,100,-30,-8,-55,26,-38,3,-23,0,82,34,20,100,-10,-17,0,47,13,0,43,17,61,-20,18,-22,16,0,-28,-19,-2,0,8,-50,20,-45,-32,-8,4,-16,33,-44,-35,21,0,28,-3,-21,-52,52,34,1,-42,-4,-1,22,21,-18,10,-28,13,26,0,39,38,0,68,39,-17,-28,30,-6,-5,71,-36,-9,-27,-16,-4,-31,-45,40,-2,-19,0,35,11,14,7,19,52,-8,35,0,-60,66,7,73,0,-13,22,15,64,20,30,-13,100,5,8,35,27,-4,0,41,-22,27,14,51,-58,-1,17,28,32,-56,26,5,-13,23,-25,4,25,-30,-28,28,32,20,12,-19,6,-29,64,75355
-33,56,8,0,-3,-26,13,-12,0,-3,-11,43,-10,-20,7,-5,-28,21,-12,3,19,-18,-4,54,52,8,-9,20,29,-10,16,-10,-45,29,24,-7,4,-2,-24,57,-26,15,30,9,-47,-16,0,15,12,-16,-16,7,-12,-31,-43,-17,-14,9,35,47,54,-51,34,19,54,0,-23,35,-14,-7,0,-13,-10,3,25,-8,13,-55,5,3,-57,-27,-35,72,-6,-20,-22,-54,-20,-29,20,-9,96,-13,-28,-42,20,-58,-7,-26,-1,73,32,8,29,-90,-21,0,29,8,0,18,20,60,-28,12,-19,60,0,-23,0,-11,0,12,-39,3,-27,-35,-15,-19,-14,24,-54,-8,9,0,13,30,12,-32,43,-18,-92,-64,44,1,10,11,12,-6,-38,32,44,0,4,29,-25,49,42,24,-3,9,-14,28,28,-40,-15,-41,-15,-61,-35,12,41,-27,-24,0,41,-14,31,-17,4,44,7,25,0,-6,26,8,42,0,-12,52,0,48,4,11,-31,100,57,52,21,16,-14,0,5,-7,8,8,27,-71,-10,11,12,12,-34,30,34,-2,8,-31,-29,26,-44,-8,15,16,-12,-23,-46,-5,-26,69,76040
-14,32,-14,0,-10,28,-19,44,0,20,-17,47,54,10,14,-33,-23,43,-36,-5,18,3,-7,15,25,1,-5,23,26,-11,-22,10,-9,11,14,-30,-25,1,-9,24,-6,-15,58,-18,-17,6,0,20,22,-24,-8,34,-13,5,-6,7,0,31,32,34,14,-23,17,16,26,0,-14,-27,25,-4,0,0,-1,0,27,19,32,-31,5,-35,-29,20,20,57,8,-9,4,-42,-36,-15,13,-29,24,-38,7,-25,0,-33,-3,-20,5,88,15,-10,46,-22,18,0,10,-18,0,11,34,66,-22,-7,-20,-11,0,-31,-11,-31,0,0,-18,14,-13,-57,-9,-11,4,0,-6,6,10,0,-15,-42,-37,-6,25,-7,-21,-31,-31,-4,26,-16,-4,50,-28,6,29,0,15,52,-8,25,68,-54,10,-39,-8,9,25,-49,22,-40,-43,-56,3,-54,74,-9,-19,0,33,-32,2,-8,-4,57,1,-1,0,2,22,-13,81,0,-13,28,10,18,-14,24,-24,29,15,-7,5,-5,9,0,45,5,39,-17,11,-38,-36,-10,21,7,-9,48,25,11,13,-46,-20,39,4,54,-29,20,13,4,18,-12,-2,64,76245
