fl_lipUpper_NR_SCX_R_A,fl_eyelids_NR_ICX_R_A,fl_lipUpper_NL_SCX_D_U,fl_buccomandibularGroove_NR_XXX_L,mu_platysma_NR_ILX_N_W,fl_lipUpper_NL_SXX_B_F,mu_masseter_NR_XXX_L_M,fl_lipLower_NR_ICX_B_F,mu_platysma_NR_ILX_D,fl_lipLower_NL_IXX_R_A,fl_eyelids_NR_SLX_R_A,fl_lipUpper_NR_SLX_B_F,fl_lipLower_NL_IXX_B_F,fl_epicanthic_NL_XCX_D_U,fl_lipUpper_NL_SXX_R_A,fl_lipLower_NR_ILX_R_A,fl_lipUpper_NN_SMX_N_W,fl_lipLower_NR_ILX_D_U,fl_lipUpper_NL_SXX_D_U,mu_temporalis_NR_XXX_L_M,fl_lipLower_NR_ICX_D_U,fl_lip_NN_XMX_B_F,mu_trapezius_NN_SXX_L_M,fl_eyelids_NL_SLX_N_W,fl_eyelids_NR_ICX_D_U,fl_nasojugalGroove_NR_XXX_L_M,fl_lip_NR_XCX_D_U,mu_sternomastoid_NL_XXX_R_A,fl_eyelids_NL_XLX_D_U,fl_lipUpper_NR_SCX_D_U,mu_masseter_NL_XXX_L_M,fl_eyelids_NR_SMX_R_A,fl_lipLower_NR_SLX_B_F,fl_lip_NL_XLX_D_U,fl_lip_NN_XMX_R_A,fl_lipUpper_NR_ILX_R_A,fl_eyelids_NR_SCX_N_W,mu_platysma_NN_SMX_D_U,fl_lipUpper_NN_IMX_D_U,fl_eyelids_NR_ILX_D_U,fl_lipLower_NR_IXX_N_W,fl_nasojugalGroove_NL_XXX_L_M,fl_lipLower_NN_IMX_SL_SR,fl_lipLower_NL_SLX_R_A,fl_epicanthic_NR_XMX_D_U,fl_lipUpper_NL_ILX_B_F,mu_platysma_NL_SLX_D,fl_lipUpper_NR_SXX_N_W,mu_procerus_NN_XXX_D_U,fl_lipUpper_NL_ILX_R_A,fl_lipLower_NR_SLX_N_W,fl_lip_NR_XLX_D_U,fl_eyelids_NL_SLX_R_A,fl_lip_NL_XCX_N_W,fl_lipLower_NL_SLX_B_F,fl_eyelids_NL_SMX_R_A,fl_lipUpper_NR_ILX_N_W,fl_epicanthic_NR_XCX_B_F,fl_lipLower_NN_IMX_D_U,fl_eyelids_NL_SCX_D_U,fl_eyelids_NR_SLX_N_W,fl_lipLower_NL_IXX_N_W,fl_eyelids_NR_XLX_D_U,fl_eyelids_NR_SMX_N_W,fl_eyelids_NL_ILX_D_U,fl_oromentalGroove_NR_XXX_L,fl_epicanthic_NR_XLX_D_U,fl_nasolabialGroove_NL_SXX_L_M,fl_eyelids_NR_XMX_D_U,fl_lipUpper_NN_SMX_B_F,mu_platysma_NR_SLX_D,fl_buccalRecess_NL_XXX_D_U,fl_epicanthic_NL_XLX_D_U,fl_epicanthic_NR_XLX_R_A,fl_nasojugalGroove_NL_XXX_D_U,fl_lipLower_NR_IXX_R_A,fl_lipLower_NN_SMX_SL_SR,mu_procerus_NN_XXX_L_M,mu_platysma_NL_SLX_N_W,fl_lipLower_NN_IMX_R_A,fl_eyelids_NL_SCX_R_A,fl_lipUpper_NR_SXX_B_F,fl_lipLower_NN_IMX_B_F,fl_eyelids_NL_IMX_D_U,fl_epicanthic_NR_XCX_D_U,fl_lipLower_NL_SLX_N_W,fl_lipUpper_NL_SLX_D_U,fl_lipUpper_NN_SMX_R_A,fl_epicanthic_NL_XMX_N_W,fl_lip_NR_XLX_B_F,fl_lipLower_NL_ICX_D_U,fl_eyelids_NL_IMX_N_W,fl_buccalRecess_NR_XXX_L_M,fl_lipLower_NL_SLX_D_U,fl_lipUpper_NL_SLX_N_W,fl_epicanthic_NR_XMX_R_A,fl_lip_NN_XMX_N_W,fl_eyelids_NR_SCX_R_A,mu_platysma_NR_SLX_N_W,fl_epicanthic_NL_XLX_N_W,mu_trapezius_NN_SXX_D_U,fl_orbitalGroove_NL_IXX_L_M,fl_philtrum_NN_XXX_D_U,fl_eyelids_NR_ILX_R_A,fl_nasojugalGroove_NR_XXX_D_U,mu_corrugator_NR_XXX_D_U,fl_lipUpper_NR_ILX_D_U,mu_platysma_NN_IMX_D,fl_lip_NL_XLX_R_A,fl_eyelids_NL_SCX_N_W,fl_oromentalGroove_NL_XXX_L,fl_lip_NN_XMX_D_U,fl_lipLower_NN_IMX_N_W,fl_philtrum_NN_XXX_N_W,fl_eyelids_NR_SMX_D_U,fl_epicanthic_NL_XMX_B_F,fl_epicanthic_NR_XLX_N_W,fl_eyelids_NR_XMX_N_W,fl_eyelids_NL_SCX_F,fl_lipLower_NR_SLX_D_U,fl_lip_NL_XCX_D_U,fl_lipLower_NL_ICX_N_W,fl_mandibularGroove_NR_XXX_L,fl_lip_NR_XCX_R_A,fl_epicanthic_NL_XMX_R_A,fl_eyelids_NL_XLX_R_A,fl_lip_NL_XLX_B_F,fl_epicanthic_NR_XCX_N_W,fl_lipLower_NR_ICX_R_A,fl_chinCleft_NN_XXX_SL_SR,fl_lipUpper_NR_ILX_B_F,mu_sternomastoid_NL_XXX_L_M,fl_epicanthic_NL_XMX_D_U,fl_lipUpper_NR_SCX_B_F,fl_lip_NL_XCX_R_A,fl_nasolabialGroove_NL_IXX_L,fl_lipLower_NR_SLX_R_A,mu_corrugator_NL_XXX_L_M,fl_epicanthic_NL_XCX_R_A,fl_lip_NL_XCX_B_F,fl_lipUpper_NN_IMX_N_W,fl_chinCleft_NN_XXX_D_U,mu_corrugator_NL_XXX_D_U,fl_eyelids_NR_SLX_D_U,fl_nasolabialGroove_NR_SXX_L_M,fl_philtrum_NN_XXX_R_A,fl_epicanthic_NL_XLX_B_F,fl_eyelids_NR_XLX_N_W,fl_lipLower_NL_IXX_D_U,fl_lipLower_NL_ICX_B_F,fl_lipUpper_NL_SCX_R_A,fl_eyelids_NL_ILX_N_W,fl_eyelids_NR_SCX_D_U,fl_mandibularGroove_NL_XXX_L,fl_epicanthic_NL_XCX_B_F,fl_lipUpper_NN_IMX_SL_SR,fl_eyelids_NR_IMX_R_A,fl_lip_NR_XLX_N_W,fl_lipLower_NR_ILX_B_F,mu_corrugator_NR_XXX_L_M,fl_lipUpper_NL_SCX_B_F,fl_eyelids_NR_ICX_N_W,fl_lipLower_NL_ICX_R_A,fl_philtrum_NN_XXX_B_F,fl_eyelids_NL_XMX_R_A,fl_lipUpper_NR_SLX_R_A,fl_lip_NR_XCX_N_W,fl_lipUpper_NL_SLX_R_A,fl_epicanthic_NR_XMX_N_W,fl_lipUpper_NN_SMX_D_U,fl_lipLower_NR_ILX_N_W,fl_epicanthic_NR_XCX_R_A,fl_lipLower_NL_ILX_B_F,fl_eyelids_NL_IMX_R_A,fl_lipUpper_NR_SXX_D_U,fl_eyelids_NR_SCX_F,mu_platysma_NN_SMX_N_W,fl_lipLower_NL_ILX_R_A,fl_eyelids_NR_ILX_N_W,fl_buccalRecess_NR_XXX_D_U,fl_epicanthic_NL_XLX_R_A,fl_lipUpper_NL_SLX_B_F,fl_lipLower_NR_IXX_D_U,mu_sternomastoid_NR_XXX_L_M,mu_platysma_NL_ILX_D,fl_lipUpper_NN_IMX_B_F,fl_eyelids_NR_XMX_R_A,fl_eyelids_NL_ILX_R_A,fl_orbitalGroove_NR_IXX_L_M,fl_buccomandibularGroove_NL_XXX_L,mu_platysma_NL_ILX_N_W,fl_eyelids_NL_ICX_R_A,fl_eyelids_NR_XLX_R_A,fl_lip_NL_XLX_N_W,fl_lipLower_NN_SMX_R_A,mu_sternomastoid_NR_XXX_R_A,fl_eyelids_NL_SMX_D_U,fl_buccalRecess_NL_XXX_L_M,fl_eyelids_NL_ICX_D_U,fl_eyelids_NL_XMX_N_W,fl_lipLower_NN_SMX_D_U,fl_epicanthic_NR_XMX_B_F,fl_lipUpper_NR_SLX_N_W,fl_nasolabialGroove_NR_IXX_L,fl_lipUpper_NR_SCX_N_W,fl_lipUpper_NL_ILX_D_U,fl_epicanthic_NR_XLX_B_F,fl_eyelids_NL_XLX_N_W,fl_lip_NR_XLX_R_A,fl_eyelids_NL_SLX_D_U,fl_eyelids_NR_IMX_N_W,mu_temporalis_NL_XXX_L_M,fl_lipUpper_NL_SXX_N_W,fl_lipLower_NR_ICX_N_W,fl_lip_NR_XCX_B_F,fl_lipUpper_NN_SMX_SL_SR,fl_lipLower_NL_ILX_D_U,fl_lipLower_NN_SMX_B_F,fl_lipUpper_NR_SXX_R_A,fl_epicanthic_NL_XCX_N_W,fl_lipUpper_NN_IMX_R_A,fl_philtrum_NN_XXX_SL_SR,fl_lipLower_NL_ILX_N_W,fl_lipLower_NR_IXX_B_F,fl_eyelids_NL_ICX_N_W,fl_eyelids_NL_SMX_N_W,fl_eyelids_NL_XMX_D_U,fl_lipUpper_NL_SCX_N_W,fl_lipUpper_NR_SLX_D_U,fl_lipLower_NN_SMX_N_W,fl_lipUpper_NL_ILX_N_W,fl_eyelids_NR_IMX_D_U,assetid
-29,52,-8,0,-11,-20,-17,36,0,33,-17,42,-2,91,6,4,-43,64,-34,-8,94,-66,-15,44,-10,8,15,7,30,-8,-16,21,-85,43,-6,-9,-11,11,0,-5,-27,30,34,49,30,-46,0,14,21,-12,-17,48,-15,-5,-82,19,-25,-29,91,0,38,-44,28,29,-3,0,-49,-32,40,-23,0,9,-36,30,38,31,17,-7,-9,-26,-27,-17,-11,72,79,-15,15,-54,-61,-18,93,-7,90,4,-64,-7,24,-28,-7,-63,6,45,29,-9,31,-33,-1,0,87,0,0,58,17,80,19,-45,-66,38,0,6,14,-4,0,-12,-3,-6,-14,-40,-17,-17,-45,-4,35,-12,-3,0,56,-23,21,-75,60,-32,-26,33,-33,-3,37,-34,31,39,-37,0,-3,0,-42,35,-11,50,55,-32,-9,-40,-17,30,46,-45,9,-40,-64,-41,-52,2,60,-17,-31,0,49,-2,-5,15,38,48,35,-6,0,-43,45,-10,35,0,-9,50,-8,47,35,14,22,84,-21,46,43,-49,-58,0,36,-6,51,-30,86,24,-18,-9,15,19,-76,18,58,-10,4,-32,-25,15,-56,0,-23,36,35,10,16,3,-33,79,530
-46,37,42,0,-7,-3,-24,60,0,-10,-35,75,35,7,7,-9,-38,71,-21,-8,39,4,47,61,-22,-15,28,26,20,45,-27,5,-31,-5,22,-8,-21,12,-23,0,-74,-20,47,18,-36,-1,0,8,10,-10,-33,-9,-34,-3,-34,7,-51,25,57,45,61,-70,10,23,6,0,-81,-4,28,-20,0,13,-64,25,96,-8,28,40,-31,-51,-58,0,32,67,-4,-33,-23,-22,-52,5,38,-20,-5,7,-39,-29,-6,-61,-36,-63,33,0,-23,0,81,75,-13,0,58,-25,0,18,35,56,-13,-8,-66,-10,0,6,30,-13,0,7,-36,10,3,-77,-12,-20,0,-11,-44,-17,9,0,15,-26,10,-15,35,-14,68,-12,-11,-15,2,-24,-16,58,-37,31,45,0,12,46,-6,8,64,-40,-17,-12,-12,-11,67,-34,-9,-39,-44,-15,-43,-5,65,-6,-23,0,18,-5,32,11,28,71,-15,-9,0,-34,69,-6,10,0,-10,37,13,15,3,26,-16,-11,-9,-21,-2,-7,-44,0,-37,-15,9,-14,60,0,-21,-6,8,-24,-13,33,70,2,8,-77,-21,35,-48,38,-4,17,9,-26,-26,1,-50,70,3800
-22,39,18,0,-9,-58,-52,4,0,-30,-4,12,-46,14,10,4,-21,42,-25,-13,54,-69,0,31,36,33,3,11,31,18,-51,18,-96,71,5,-3,22,-9,-13,33,-34,30,36,47,-18,-36,0,21,26,-4,-18,74,-3,-11,-94,22,-29,30,93,40,33,-37,27,40,35,0,-29,-22,32,-30,0,16,-23,30,46,-30,13,-58,-7,-15,-29,-58,-27,42,10,-19,-24,-48,-32,-57,52,2,46,-10,-58,-21,43,-31,-3,-27,4,42,56,-5,54,34,-22,0,32,22,0,54,38,76,-17,-13,-28,48,0,-9,1,31,0,-3,-20,-3,-55,-21,-18,-3,-38,24,-14,-27,0,0,49,41,5,-87,74,13,36,-8,-19,6,31,-5,-2,8,-28,-12,37,0,28,32,-5,82,45,40,-26,-4,-17,23,45,-45,-6,-40,-31,-30,-77,2,45,-5,-25,0,54,3,-12,18,28,14,0,23,0,-21,43,-5,38,0,-9,38,-2,80,6,12,-16,38,36,48,29,-12,-58,0,36,-24,33,-4,35,-9,2,-15,22,37,-90,24,38,-17,9,-18,-24,14,-75,-48,-5,40,30,29,-23,1,-32,42,4083
-44,21,8,0,-18,-21,-18,55,0,-9,-36,61,-11,5,-1,-9,-32,33,-48,-20,32,-63,15,57,-3,-23,2,27,64,5,-17,-10,-93,-38,18,17,-7,-7,-31,4,-63,-20,49,20,28,-38,0,-4,7,15,-25,-38,-41,-26,-88,-14,-46,-25,98,100,57,-73,64,23,2,0,0,-4,14,5,0,27,0,25,-22,-12,13,-15,-21,-58,-64,-26,7,60,6,-27,-31,-75,-50,-19,34,-17,17,-8,-58,12,8,-62,-23,-57,18,-33,47,-35,-13,7,-25,0,40,-12,0,51,36,77,11,-22,-52,60,0,-9,2,-23,0,0,10,-19,-21,-26,-6,-11,-40,8,29,21,2,0,27,-37,48,-81,56,-23,8,56,-1,32,33,-28,-18,58,-49,8,99,0,-27,46,-36,40,70,-41,22,-25,-6,57,37,-30,-18,-26,-51,-31,-48,45,75,-35,-49,0,63,-14,9,29,28,66,-17,10,0,-20,37,-40,-27,0,-18,26,-20,42,-7,26,10,27,-9,60,2,-19,-58,0,7,-23,30,-28,45,52,-16,-22,-2,-9,-83,45,30,-24,-3,-32,-40,31,-40,-15,-31,24,8,-5,-37,-9,-47,67,5658
-54,40,27,0,-17,-70,-44,12,0,-16,-18,27,-55,72,12,16,-49,52,-39,41,93,-94,6,41,-35,0,8,26,17,29,-45,17,-100,26,-9,-5,0,-5,-3,-7,-76,-17,49,61,-17,-46,0,22,31,-7,-32,22,-17,-42,-100,18,-60,-8,100,96,44,-74,16,74,-1,0,-93,-44,50,-60,0,16,-90,19,-37,-18,18,1,-8,-10,-41,-69,-43,87,65,-33,-12,-57,-67,-37,98,-16,88,-7,-80,-9,43,-39,-11,-45,11,15,54,-9,-22,-36,-15,0,52,-2,0,66,15,78,0,-38,-49,73,0,-8,9,6,0,-9,-6,-4,-40,-48,-17,-24,-48,9,-12,-75,-9,0,65,29,65,-100,87,-1,-42,-7,-38,-12,56,-55,15,12,-51,-10,94,0,-13,49,0,67,63,28,-75,-27,-17,25,91,-48,-43,-51,-64,-27,-80,57,65,1,-39,0,64,15,-4,11,17,27,12,8,0,-60,92,-12,17,0,-17,44,-9,70,22,23,-3,87,-34,72,42,-34,-82,0,8,-13,58,-60,54,-2,-14,35,23,2,-100,29,54,-31,11,-47,-41,20,-77,-56,-33,75,46,11,-16,-8,-57,88,16947
-31,34,1,0,-8,-26,26,31,0,20,5,38,0,-21,8,-5,-32,36,-12,18,63,-28,10,24,-16,39,4,7,18,0,25,13,-70,25,5,-4,19,-3,4,5,-23,47,14,38,-15,-40,0,21,34,-7,-8,19,5,1,-70,13,-18,22,71,31,23,-34,23,33,5,0,-9,16,20,0,0,-9,-4,16,18,19,-3,-26,-15,-33,-20,-24,7,45,-33,-6,-32,-42,2,0,63,-1,58,-5,-50,-29,23,-17,-16,-38,4,42,58,20,16,-15,-28,0,65,23,0,58,41,50,6,4,-43,48,0,-8,6,-9,0,4,-26,8,2,-20,-21,-3,-38,33,-12,5,5,0,41,4,-15,-52,45,7,-7,-29,17,11,29,-12,18,34,-34,14,25,0,19,8,-1,22,46,5,7,5,-21,28,25,-28,8,-28,1,8,-51,-23,44,-4,-13,0,54,-2,13,-8,15,37,19,35,0,-7,23,19,45,0,-8,31,6,22,32,10,7,63,-17,52,46,3,-46,0,8,-25,31,-10,68,-37,-6,20,22,1,-52,5,36,8,4,-17,-12,2,-52,2,11,34,21,-2,-37,7,-23,46,69992
-41,47,-9,0,-2,-24,1,8,0,-37,15,29,-19,11,4,-2,-49,34,-34,-4,64,-30,-6,41,4,27,-3,-12,52,-12,-1,24,-52,52,17,-17,11,-4,-25,51,-46,23,18,26,-42,-17,0,14,23,-16,-18,50,13,-29,-51,26,-29,-36,39,51,41,-46,58,28,51,0,-17,8,-34,0,0,9,-11,8,-23,-37,4,-15,-16,-26,-13,-24,-8,38,7,-19,7,-44,12,3,66,8,34,-16,-48,-10,29,-14,-13,-63,-5,66,30,7,-20,7,-21,0,39,16,0,24,32,52,28,-12,-63,67,0,-18,-2,-25,0,-5,-9,-3,2,-23,-22,-8,-20,6,-41,-17,-5,0,26,28,28,-47,46,25,1,58,11,-10,21,-39,8,6,-41,9,50,0,-34,13,-18,26,41,28,-17,1,-23,52,10,-43,-22,-43,13,-14,-57,23,39,-16,-35,0,43,-5,9,9,12,30,6,6,0,-20,12,8,68,0,0,51,-3,26,21,-10,29,33,8,65,39,-14,-47,0,-5,-21,22,-40,38,56,9,-11,17,-19,-46,6,34,1,3,-18,-25,6,-58,-21,-3,27,-31,-13,6,-1,-32,35,70021
-25,16,40,0,-3,-22,13,26,0,-39,-15,45,-15,-23,0,-22,-11,30,4,4,6,-40,-4,28,12,78,0,-3,11,37,18,-5,-33,33,11,-25,29,2,-3,-1,-22,76,20,7,-39,-23,0,3,12,-23,6,37,-14,2,-32,-4,-11,19,40,31,28,-33,4,32,6,0,-61,10,27,-19,0,8,-50,26,35,-37,4,-58,0,-32,-31,-19,-9,74,-28,4,-40,-46,7,-21,4,9,47,-16,-36,-41,3,-30,0,-40,-5,-1,52,-10,35,23,-16,0,32,28,0,36,44,63,3,4,-37,27,0,-16,-1,-10,0,-23,-41,-14,-17,-16,-27,-17,-22,22,-45,-14,-19,0,4,28,8,-44,39,21,33,-40,9,-1,38,-25,-16,27,-30,-2,38,0,18,18,-13,37,35,30,-11,0,-26,19,38,-48,15,-39,11,-6,-36,5,32,-9,9,0,32,-18,-6,8,31,48,-15,22,0,-1,35,-10,-12,0,-2,18,-15,35,19,-5,-5,48,22,32,36,6,-27,0,15,-20,39,-30,26,-36,10,2,6,0,-43,8,25,-3,0,-26,-39,5,-44,-11,5,31,21,-2,-39,1,-18,74,70037
-27,25,29,0,-8,-33,42,27,0,-27,-22,49,11,43,8,11,-2,3,-14,22,17,0,1,48,-40,29,-34,10,-36,31,39,25,-36,15,39,8,-3,9,-45,-5,-40,36,33,19,-10,0,0,13,9,6,-29,24,-23,-5,-34,14,-23,3,44,29,45,-40,-1,24,-11,0,-42,12,49,-9,0,-9,-20,23,26,-27,15,10,-6,-31,-37,-37,2,68,10,-29,-44,-24,-38,-33,20,2,51,-40,-22,-11,21,-32,0,-42,6,35,23,-19,36,38,-52,0,-18,18,0,11,30,76,26,-43,-45,-19,0,-38,-36,-6,0,26,0,2,-29,-55,-11,-3,-3,-16,13,-10,30,0,22,69,17,-7,32,-8,57,-3,13,6,39,-15,-32,29,-31,1,25,0,0,33,-4,41,30,69,-9,-22,-10,2,48,-35,-3,-34,-34,-9,-34,-3,37,-6,-6,0,28,5,-7,-11,27,52,-31,-17,0,-45,44,-16,43,0,-6,14,-4,40,2,14,11,32,-26,-13,14,-50,-22,0,1,-56,49,-21,-15,-24,-3,16,15,6,-7,23,-2,6,8,-37,-9,16,-29,7,-9,31,51,-13,-40,0,-24,60,70163
-41,52,5,0,-7,-17,-2,7,0,2,3,38,-12,26,2,-4,-23,16,-28,-6,67,-48,-23,40,26,22,19,7,6,0,-4,18,-56,52,-6,-12,-5,-4,7,0,-34,26,18,25,-1,-21,0,15,15,-11,-28,49,2,-19,-55,17,-20,4,57,47,43,-44,7,37,1,0,-52,-12,20,-18,0,10,-55,26,-58,2,5,-20,-1,-16,-26,-14,-16,77,24,-29,-37,-42,-14,2,67,-8,1,-20,-45,-31,18,-26,-7,-43,-4,20,39,17,-63,8,-33,0,21,-6,0,43,22,48,17,-16,-41,48,0,-22,20,-18,0,0,-26,-5,4,-47,-35,-3,-20,7,6,-18,1,0,24,14,9,-56,52,13,8,11,-13,-18,31,-23,15,7,-42,17,46,0,2,15,-15,29,44,19,-16,-22,-34,26,16,-26,-16,-23,-14,-37,-28,11,44,-15,-27,0,41,-4,18,7,21,38,14,7,0,-22,16,19,7,0,-8,56,-8,27,36,5,17,4,24,48,51,-10,-41,0,-7,-34,30,-27,16,6,-9,-5,17,-11,-55,7,21,-3,2,-44,-26,5,-38,-8,-25,38,20,-12,-38,0,-20,77,70183
