overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-1,84,85,1,225193
2,88,86,1,232580
-1,86,87,1,234378
-1,88,89,9,203376
-1,88,89,9,212831
-2,84,86,9,231281
-1,84,85,10,186942
-2,88,90,10,192985
-1,86,87,10,210257
-1,86,87,10,218667
-2,89,91,10,239085
-1,87,88,10,239818
2,89,87,11,212198
2,89,87,18,200104
3,88,85,18,220697
-1,86,87,21,212622
-3,84,87,21,256790
3,89,86,32,199503
2,88,86,32,213331
2,90,88,32,256630
-3,84,87,52,211110
3,88,85,237,241651
-1,87,88,240,194765
-2,87,89,241,188545
-1,84,85,241,244260
-1,85,86,243,177003
-1,88,89,243,192119
-2,86,88,243,205452
3,89,86,243,243812
2,88,86,605,210514
3,88,85,115997,261773
1,88,87,115998,226302
3,88,85,115998,227337
3,88,85,116009,265239
-2,87,89,116010,227323
-1,84,85,116010,227392
-2,84,86,116010,238257
-1,84,85,116015,235657
3,91,88,116033,227316
2,90,88,116033,227361
3,89,86,116033,231432
2,89,87,116034,233662
2,90,88,116034,246272
2,88,86,116034,247504
1,90,89,116325,236479
1,92,91,116325,241667
-1,85,86,131681,241721
1,88,87,131682,177683
2,88,86,131682,208128
3,90,87,131682,224232
