overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-1,74,73,74,74,74,74,8,72,71
-1,84,83,84,83,84,83,9,83,84
1,79,81,80,81,82,80,13,82,83
1,78,78,77,77,77,79,14,77,77
-2,74,73,75,75,73,72,17,75,71
1,79,82,81,81,81,79,18,81,84
-1,82,83,84,90,83,81,21,90,82
1,78,77,76,77,75,79,25,80,76
1,83,84,83,81,83,84,32,81,85
1,75,77,76,76,77,75,36,75,78
1,79,80,79,82,79,79,48,83,80
-1,80,79,80,84,79,80,52,82,78
1,74,77,76,76,77,74,54,78,78
-1,77,76,77,76,76,76,110,76,75
1,78,79,78,79,79,77,234,80,80
1,75,78,77,76,78,76,236,76,80
1,78,79,78,81,78,78,237,83,79
1,81,83,82,84,81,82,240,84,81
-1,81,83,84,84,82,81,241,83,82
-1,84,85,86,88,85,84,243,89,85
-2,77,76,78,78,78,75,247,76,76
-1,77,78,79,82,78,76,325,82,78
1,78,80,79,81,79,79,326,82,79
-1,76,75,76,82,77,74,327,82,75
-1,75,74,75,77,75,73,436,77,75
-1,79,79,80,79,80,78,448,79,80
1,76,78,77,76,77,76,449,78,77
-1,75,75,76,76,75,73,461,75,74
-1,76,77,78,78,79,75,483,78,80
1,76,79,78,82,79,76,605,81,80
-1,78,77,78,77,76,77,1808,76,75
-1,77,75,76,76,74,76,1876,74,73
-1,79,78,79,75,79,79,110062,74,78
-1,75,77,78,79,76,74,110374,79,76
1,80,81,80,81,79,80,112172,82,79
-2,78,77,79,80,79,76,115841,80,78
1,82,83,82,82,83,83,115995,83,83
1,77,80,79,80,81,78,115997,80,83
1,81,82,81,82,82,80,115998,83,83
-1,76,75,76,77,73,75,116002,75,72
1,79,80,79,80,78,81,116012,80,79
-1,72,74,75,76,75,70,116014,77,75
-1,80,81,82,82,83,79,116017,83,82
1,85,86,85,85,84,86,116033,87,85
1,80,81,80,76,80,81,116034,77,80
1,76,80,79,80,80,77,116035,82,80
-1,76,75,76,79,73,75,116037,79,73
1,85,86,85,85,88,86,116325,85,88
-1,78,78,79,80,79,78,116327,78,78
2,83,85,83,86,83,84,131682,87,85
