leaguegoals,isamongtopscorers,yellows,isamongtopscorersinteam,jerseynumber,position,artificialkey,teamid,leaguegoalsprevmatch,injury,leagueappearances,istopscorer,leaguegoalsprevthreematches,playerid,form,reds
0,0,0,0,1,0,0,269,0,0,0,0,0,228505,2,0
1,0,0,0,30,4,1,269,0,0,0,0,1,212121,4,0
0,0,0,0,5,5,2,269,0,0,0,0,0,225948,3,0
0,0,0,0,4,6,3,269,0,0,0,0,0,234827,5,0
1,0,0,0,2,12,4,269,0,0,0,0,0,254638,3,0
0,0,0,0,6,13,5,269,0,0,0,0,0,227622,3,0
1,0,0,0,10,15,6,269,0,0,0,0,0,172522,4,0
2,0,0,1,37,16,7,269,0,0,0,0,0,278359,3,0
9,1,0,1,28,17,8,269,0,0,0,0,0,255185,3,0
11,1,0,1,36,19,9,269,0,0,0,0,0,257167,2,0
5,0,0,1,17,25,10,269,0,0,0,0,0,272853,3,0
1,0,0,0,35,28,11,269,0,0,0,0,0,71170,4,0
0,0,0,0,31,28,12,269,0,0,0,0,0,219814,3,0
0,0,0,0,32,28,13,269,0,0,0,0,0,250851,2,0
1,0,0,0,24,28,14,269,0,0,0,0,0,264515,3,0
0,0,0,0,16,28,15,269,0,0,0,0,0,215693,3,0
0,0,0,0,7,28,16,269,0,0,0,0,0,251356,3,0
0,0,0,0,8,28,17,269,0,0,0,0,0,272596,3,0
2,0,0,1,11,28,18,269,0,0,0,0,0,257157,3,0
0,0,0,0,13,28,19,269,0,0,0,0,0,271112,3,0
0,0,0,0,34,28,20,269,0,0,0,0,0,73292,3,0
0,0,0,0,1,0,21,270,0,0,0,0,0,200209,2,0
0,0,0,0,19,3,22,270,0,0,0,0,0,213835,3,0
1,0,0,0,25,4,23,270,0,0,0,0,0,252737,3,0
1,0,0,0,4,6,24,270,0,0,0,0,0,266890,3,0
0,0,0,0,3,7,25,270,0,0,0,0,0,257036,3,0
2,0,0,1,17,23,26,270,0,0,0,0,1,243666,3,0
1,0,0,0,20,13,27,270,0,0,0,0,0,243891,3,0
1,0,0,0,6,14,28,270,0,0,0,0,0,250853,5,0
1,0,0,0,33,15,29,270,0,0,0,0,0,73644,3,0
7,0,0,1,10,27,30,270,0,0,0,0,1,262538,4,0
9,1,0,1,23,25,31,270,0,0,0,0,0,271320,3,0
3,0,0,1,8,28,32,270,0,0,0,0,0,216286,3,0
1,0,0,0,11,28,33,270,0,0,0,0,0,275742,3,0
2,0,0,1,7,28,34,270,0,0,0,0,1,71027,4,0
0,0,0,0,40,28,35,270,0,0,0,0,0,262588,2,0
0,0,0,0,30,28,36,270,0,0,0,0,0,265179,3,0
0,0,0,0,21,28,37,270,0,0,0,0,0,257259,5,0
0,0,0,0,2,28,38,270,0,0,0,0,0,236875,3,0
0,0,0,0,24,28,39,270,0,0,0,0,0,73988,3,0
2,0,0,1,9,28,40,270,0,0,0,0,0,267783,3,0
0,0,0,0,41,28,41,270,0,0,0,0,0,275271,3,0
0,0,0,0,36,28,42,270,0,0,0,0,0,73641,3,0
0,0,0,0,14,28,43,270,0,0,0,0,0,262537,3,0
0,0,0,0,1,0,44,271,0,0,0,0,0,132740,2,0
1,0,0,0,2,3,45,271,0,0,0,0,0,238222,2,0
