overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-1,80,80,81,82,80,79,2,82,80
1,79,82,81,83,82,81,5,85,82
-1,80,80,81,81,84,79,13,80,84
-2,73,72,74,73,73,71,17,72,71
1,77,79,78,80,79,78,19,80,79
1,74,77,76,79,76,76,23,79,78
1,79,81,80,81,79,81,45,81,80
1,80,80,79,80,79,81,48,80,79
-1,71,72,73,74,73,70,50,72,72
1,79,80,79,83,79,79,52,85,80
-1,76,76,77,79,76,75,65,77,75
-1,72,73,74,73,75,71,71,72,74
1,76,77,76,76,76,76,72,77,77
1,84,83,82,83,81,84,73,84,82
1,75,76,75,75,75,75,78,76,77
-1,75,74,75,76,74,73,94,76,74
-1,74,74,75,77,75,74,95,75,74
1,78,78,77,76,77,78,144,77,77
1,76,77,76,75,77,76,189,76,79
1,78,80,79,79,79,79,234,81,80
1,75,77,76,75,76,75,236,76,77
1,82,85,84,89,83,83,241,90,85
-1,75,77,78,78,78,74,247,79,77
-1,77,78,79,85,78,76,325,85,77
1,76,77,76,76,76,78,327,76,77
-1,75,75,76,75,76,74,378,75,77
-2,73,72,74,72,73,72,379,71,72
-1,72,74,75,80,75,70,436,79,75
1,76,77,76,77,76,77,453,77,76
-1,76,77,78,79,79,75,457,79,78
-1,75,76,77,75,76,74,461,76,76
-1,74,74,75,75,76,73,472,75,74
-1,79,76,77,77,76,77,1824,76,74
-1,76,74,75,73,74,75,1831,73,73
-1,77,76,77,77,75,77,1876,77,74
1,79,79,78,75,79,79,110062,74,79
-1,70,73,74,69,74,68,111811,67,72
1,83,84,83,83,83,83,116009,85,83
1,79,80,79,80,79,80,116012,81,81
-1,74,75,76,77,77,73,116014,76,76
-1,72,73,74,72,73,72,116020,70,73
1,81,82,81,77,79,83,116034,77,80
1,75,79,78,84,80,76,116035,84,81
2,73,77,75,75,76,74,116036,77,79
-1,76,74,75,74,74,75,116037,74,74
1,85,86,85,86,87,85,116325,87,87
1,80,82,81,82,81,82,116326,83,81
-1,72,73,74,72,74,73,116333,72,74
1,74,77,76,75,77,75,116336,76,77
-1,83,83,84,86,84,83,131682,84,83
