overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,79,81,80,80,81,80,5,80,81
1,76,77,76,76,76,78,7,76,76
1,79,81,80,80,82,78,13,81,82
-1,74,73,74,75,72,73,17,73,73
-1,81,80,81,84,80,80,22,84,78
1,74,77,76,76,76,76,23,76,77
1,77,81,80,82,78,78,45,82,80
-1,80,79,80,84,80,79,52,81,79
-1,74,75,76,76,76,75,54,75,76
1,82,83,82,82,81,83,73,83,81
-2,74,73,75,76,75,73,74,74,74
-1,75,75,76,77,76,74,95,77,75
1,77,78,77,76,77,79,110,76,78
-1,71,71,72,67,72,71,191,66,71
-1,72,72,73,73,74,71,206,75,73
-1,77,76,77,75,78,75,219,73,77
1,78,79,78,79,79,79,234,80,80
-1,75,76,77,75,78,74,236,75,77
1,78,79,78,81,78,78,237,81,79
-1,80,83,84,84,82,80,241,84,81
1,77,79,78,78,78,79,247,78,79
1,78,80,79,81,79,79,326,82,79
-1,74,75,76,76,76,73,378,75,76
-1,76,75,76,77,76,76,453,76,76
1,77,79,78,78,78,77,457,79,79
-2,73,72,74,74,74,71,463,73,72
-2,75,74,76,77,76,72,479,75,74
-1,75,75,76,77,77,75,480,76,75
-1,78,76,77,73,74,77,481,71,73
1,76,79,78,82,79,76,605,84,80
-1,77,77,78,78,78,76,1799,77,78
1,78,78,77,77,76,78,1808,77,75
-1,75,73,74,71,75,74,1860,69,73
-1,73,74,75,71,76,71,1896,70,76
1,75,78,77,77,77,75,110374,79,77
1,78,80,79,80,78,79,115845,80,79
1,82,83,82,82,83,83,115995,85,83
-2,75,72,74,74,73,73,116003,73,72
1,83,84,83,82,85,84,116009,83,86
1,82,84,83,86,83,83,116010,87,85
-2,78,75,77,79,75,76,116011,78,74
1,80,80,79,80,78,82,116012,82,78
-1,73,74,75,76,76,70,116014,76,77
1,77,79,78,77,80,78,116015,77,81
-1,73,73,74,75,68,72,116020,75,66
1,85,86,85,85,84,86,116033,87,86
1,80,81,80,77,80,80,116034,78,80
1,85,86,85,85,88,86,116325,85,90
-1,73,72,73,69,73,72,116416,66,73
1,80,82,81,80,82,80,131681,81,83
