bs_zygomaxilla_NL_XXX_D_U,bs_zygomaxilla_NR_XXX_R_A,bs_mandible_NR_IXA_B_F,bs_maxilla_NL_SXX_N_W,bs_chin_NN_SXX_SL_SR,bs_brow_NL_XLX_R_A,bs_canine_NL_XXX_N,bs_brow_NL_XLX_B_F,bs_brow_NR_SMX_B_F,bs_temple_NR_XXX_B_F,bs_orbits_NR_XXX_N_W,bs_orbits_NR_SXX_D_U,bs_teeth_NN_XXX_D_U,ca_ears_NR_XXX_N_W,bs_cuspid_NR_XXX_SL_SR,fl_eyes_NR_XXX_R_A,bs_skull_NN_SXX_N_W,bs_mandible_NR_XXP_B_F,ca_laryngeal_NN_XXX_N_W,bs_orbits_NL_XXX_R_A,bs_maxilla_NR_IXX_B_F,fl_eyes_NR_XXX_D_U,bs_incisorLower_NL_XLX_U,bs_mandible_NL_SXA_N_W,bs_cuspid_NL_XXX_N,bs_brow_NN_XMX_D_U,ca_ears_NL_XXX_B_F,bs_temple_NL_XXX_R_A,bs_zygomaxilla_NR_XXX_D_U,bs_coronal_NN_SXX_R,bs_incisor_NR_XLX_D_U,bs_incisor_NR_IMX_D_U,bs_brow_NN_XMX_SL_SR,bs_canine_NR_IXX_R,bs_maxilla_NR_SXX_D_U,bs_maxilla_NL_IXX_R_A,bs_incisorLower_NL_XLX_SL_SR,ca_ears_NL_XXX_SL_SR,bs_incisor_NL_IMX_R,bs_incisorLower_NL_XLX_N,bs_noseRoot_NN_XXX_D_U,bs_cuspid_NL_SXX_D_U,bs_incisor_NR_ILX_D_U,ca_ears_NL_XXX_R_A,bs_cuspid_NL_XXX_U,bs_cuspid_NR_SXX_D_U,bs_cuspid_NR_XXX_N,bs_mandible_NR_IXA_N_W,ca_ears_NR_XXX_R_A,bs_skull_NN_SXX_R_A,bs_noseBridge_NN_XXX_N_W,bs_incisorLower_NR_SMX_D_U,bs_chin_NN_XXX_B_F,bs_canine_NL_XXX_SL_SR,bs_incisor_NR_XLX_SL_SR,bs_brow_NR_XLX_N_W,bs_maxilla_NL_IXX_B_F,bs_incisorLower_NR_XLX_U,bs_mandible_NR_SXA_D_U,bs_skull_NN_XXP_N_W,bs_chin_NN_XXX_R_A,bs_orbits_NL_SXX_D_U,bs_temple_NL_XXX_B_F,ca_adamsapple_NN_XXX_D_U,bs_orbits_NL_XXX_N_W,bs_mandible_NL_XXP_N_W,bs_canine_NR_XXX_N,bs_nose_NN_XXX_N_W,bs_incisor_NL_XLX_N_W,bs_mandible_NR_XXP_N_W,ca_laryngeal_NN_XXX_B_F,bs_mandible_NL_IXA_B_F,bs_chin_NN_XXX_SL_SR,bs_molarsLower_NR_XXX_U,bs_brow_NL_XLX_N_W,bs_mandible_NL_IXA_R_A,bs_incisorLower_NL_SMX_D_U,bs_brow_NR_XLX_R_A,bs_incisor_NR_XMX_D_U,bs_cuspid_NR_XXX_U,bs_maxilla_NR_IXX_N_W,bs_mandible_NR_IXA_R_A,bs_incisorLower_NR_XLX_N,bs_noseBridge_NN_XXX_R_A,bs_incisor_NR_IMX_R,bs_canine_NL_IXX_R,bs_mandible_NL_IXA_D_U,bs_orbits_NR_XXX_R_A,bs_incisorLower_NL_SLX_D_U,bs_nose_NN_XXX_B_F,bs_mandible_NL_XXP_R_A,bs_temple_NR_XXX_N_W,bs_chin_NN_XXX_N_W,bs_chin_NN_SXX_D_U,bs_orbits_NR_XXX_B_F,bs_teethLower_NN_XXA_N_W,bs_brow_NL_SMX_D_U,bs_incisorLower_NL_XMX_N,bs_skull_NN_XXP_R_A,bs_chin_NN_SXX_N_W,bs_chin_NN_XXX_D_U,bs_canine_NL_XXX_D_U,bs_brow_NL_SMX_N_W,bs_temple_NL_XXX_N_W,bs_orbits_NL_XXX_B_F,bs_mandible_NR_SXA_B_F,bs_noseRoot_NN_XXX_SL_SR,ca_ears_NL_XXX_N_W,bs_coronal_NN_SXX_D_U,bs_maxilla_NL_IXX_N_W,bs_incisor_NL_XMX_D_U,bs_teeth_NN_XXX_SL_SR,bs_cuspid_NL_XXX_SL_SR,ca_ears_NL_XXX_D_U,bs_forehead_NN_XXX_U,bs_incisor_NL_XMX_N_W,bs_maxilla_NL_IXX_D_U,bs_maxilla_NR_IXX_R_A,bs_molarsLower_NL_XXX_U,bs_coronal_NN_SXX_N_W,bs_canine_NR_IXX_D_U,bs_incisor_NL_XLX_D_U,ca_adamsapple_NN_XXX_B_F,bs_incisor_NR_XMX_SL_SR,bs_temple_NR_XXX_R_A,bs_temple_NL_XXX_D_U,bs_noseRoot_NN_XXX_B_F,bs_orbits_NL_SXX_B_F,bs_forehead_NN_XXX_R_A,bs_orbits_NR_SXX_B_F,bs_incisorLower_NR_XMX_N,bs_temple_NR_XXX_D_U,bs_incisor_NL_XLX_SL_SR,bs_brow_NN_XMX_R_A,bs_zygomaxilla_NR_XXX_B_F,bs_teethLower_NN_XXA_D_U,bs_teeth_NN_XXX_B_F,bs_orbits_NL_SXX_N_W,bs_orbits_NL_XXX_D_U,bs_noseBridge_NN_XXX_SL_SR,bs_maxilla_NR_SXX_B_F,bs_teeth_NN_XXX_R_A,bs_incisor_NR_XMX_N_W,bs_maxilla_NR_IXX_D_U,bs_orbits_NR_SXX_R_A,bs_forehead_NN_XXX_B_F,bs_mandible_NL_IXA_N_W,bs_coronal_NN_SXX_B_F,bs_skull_NN_XXP_SL_SR,bs_coronal_NN_SXX_SL_SR,bs_brow_NL_XLX_D_U,bs_forehead_NN_XXX_SL_SR,bs_maxilla_NL_SXX_B_F,bs_noseRoot_NN_XXX_N_W,bs_incisorLower_NR_XMX_SL_SR,bs_zygomaxilla_NL_XXX_R_A,bs_zygomaxilla_NL_XXX_B_F,bs_maxilla_NL_SXX_R_A,bs_nose_NN_XXX_D_U,bs_mandible_NR_XXP_D_U,bs_incisor_NL_XMX_SL_SR,fl_eyes_NR_XXX_B_F,bs_incisor_NL_ILX_R,bs_molars_NL_XXX_D_U,bs_incisor_NR_XLX_N_W,ca_ears_NR_XXX_SL_SR,bs_brow_NR_SMX_R_A,bs_brow_NN_XMX_B_F,bs_canine_NR_XXX_SL_SR,bs_skull_NN_SXX_F,bs_mandible_NR_SXA_N_W,bs_brow_NL_SMX_R_A,fl_eyes_NR_XXX_N_W,ca_laryngeal_NN_XXX_D_U,bs_molars_NR_XXX_D_U,bs_skull_NN_XXP_D_U,bs_chin_NN_SXX_R_A,bs_mandible_NL_XXP_D_U,bs_forehead_NN_XXX_N_W,bs_nose_NN_XXX_SL_SR,fl_eyes_NL_XXX_B_F,bs_orbits_NR_SXX_N_W,bs_chin_NN_SXX_B_F,bs_noseBridge_NN_XXX_D_U,bs_orbits_NR_XXX_D_U,fl_eyes_NL_XXX_R_A,bs_mandible_NR_IXA_D_U,bs_mandible_NL_SXA_R_A,bs_teeth_NN_XXX_N_W,bs_brow_NL_SMX_B_F,bs_brow_NR_XLX_D_U,bs_maxilla_NR_SXX_N_W,bs_incisor_NL_ILX_D_U,bs_mandible_NL_SXA_B_F,bs_canine_NL_IXX_D_U,ca_laryngeal_NN_XXX_SL_SR,bs_brow_NR_SMX_N_W,bs_incisorLower_NL_XMX_U,bs_zygomaxilla_NR_XXX_N_W,ca_ears_NR_XXX_B_F,bs_incisorLower_NR_XLX_SL_SR,bs_canine_NR_XXX_D_U,bs_orbits_NL_SXX_R_A,bs_skull_NN_XXP_B_F,bs_incisor_NR_ILX_R,bs_incisorLower_NL_XMX_SL_SR,bs_teeth_NN_XXA_N_W,bs_mandible_NL_SXA_D_U,bs_mandible_NR_SXA_R_A,bs_mandible_NL_XXP_B_F,bs_brow_NN_XMX_N_W,fl_eyes_NL_XXX_D_U,bs_skull_NN_SXX_SL_SR,bs_teeth_NN_XXA_D_U,bs_noseBridge_NN_XXX_B_F,bs_brow_NR_XLX_B_F,ca_ears_NR_XXX_D_U,bs_skull_NN_SXX_D_U,fl_eyes_NL_XXX_N_W,bs_noseRoot_NN_XXX_R_A,bs_incisorLower_NR_XMX_U,bs_zygomaxilla_NL_XXX_N_W,bs_brow_NR_SMX_D_U,bs_incisor_NL_IMX_D_U,ca_adamsapple_NN_XXX_SL_SR,bs_nose_NN_XXX_R_A,bs_incisorLower_NR_SLX_D_U,bs_maxilla_NL_SXX_D_U,bs_mandible_NR_XXP_R_A,bs_maxilla_NR_SXX_R_A,assetid,fc_neck_restore,fc_mouthbag_restore
-37,0,13,-49,0,-10,0,16,52,-20,-41,28,48,-4,0,-17,-22,33,43,6,29,30,0,-15,0,-1,-7,-10,-36,0,0,0,2,0,35,-40,2,-4,0,0,-37,0,1,3,0,0,0,-4,6,11,24,0,3,1,0,-6,30,0,-4,22,12,30,-24,34,-35,-23,0,-20,2,-25,-54,14,6,0,-18,42,1,-2,1,0,8,39,0,28,0,0,3,11,0,-11,-32,-32,-18,15,-27,1,9,0,0,4,39,-2,-47,-43,-27,-54,3,-4,2,-14,0,1,1,61,0,9,10,-46,0,45,2,1,-100,2,-14,14,0,11,18,11,0,17,1,21,-16,0,-83,36,-21,-3,8,-16,7,16,-30,-2,-6,0,4,0,-42,-15,13,-43,0,0,-22,28,79,-32,2,0,0,0,4,-11,30,54,0,0,-15,33,-28,13,0,10,24,-31,26,-8,0,29,-19,-9,-30,-12,0,-1,13,55,-41,-46,1,-48,1,-2,-52,0,45,-7,1,1,-28,14,0,1,8,-4,1,34,-38,33,-5,0,-15,12,58,3,-23,16,0,43,10,0,2,12,2,32,-29,28,4373,0,100
13,7,-1,-10,1,0,0,50,4,-17,-42,-13,27,-37,0,12,8,55,52,-20,7,7,0,-82,0,26,10,-6,10,0,0,1,-4,0,39,18,-1,-40,0,0,34,1,0,15,0,2,0,-14,16,0,27,-1,40,0,-1,40,15,0,-9,25,15,-11,-11,-3,-39,30,0,-23,4,16,39,11,3,0,40,17,1,8,0,0,-9,20,0,1,0,0,-2,-19,2,-64,-28,23,39,-16,-22,0,-19,0,-26,-31,36,0,6,20,-26,24,-7,-22,-23,-8,2,-3,0,-4,0,4,-45,17,0,20,0,0,-79,0,-15,8,-20,70,-7,63,0,12,0,24,-18,2,-51,2,13,-34,8,-26,5,-42,-65,-36,-16,-4,1,16,-100,10,-1,1,2,11,-11,28,38,-44,0,-9,0,1,2,-16,0,-7,0,0,-89,15,-13,-6,2,-7,37,-49,12,-40,-6,6,-40,-6,9,13,0,-25,-35,-3,-100,0,1,32,0,-1,28,0,15,2,0,2,-69,16,0,1,7,-11,-24,57,15,8,3,4,-5,32,-8,3,-21,25,0,20,-22,2,0,31,1,39,-29,27,4609,0,100
-58,5,-11,-75,2,0,0,51,-17,-11,-50,10,17,-75,0,-17,46,38,81,36,-12,75,0,-79,0,9,-18,-20,-66,0,0,1,3,0,38,49,1,-79,0,0,-2,0,0,-19,0,0,0,-15,-23,3,0,0,9,0,0,-22,-9,0,-30,36,0,1,-22,-1,-39,82,0,-11,1,91,7,-11,-24,0,-6,26,2,-5,-1,0,-36,23,0,-26,0,0,-3,29,2,-28,-7,-17,-3,-35,-10,1,-28,0,-30,-46,47,-1,-15,-12,-15,58,6,-62,0,-33,0,-35,-1,33,0,7,-26,54,0,-21,-1,1,-87,1,-15,-21,23,28,31,33,0,-15,1,11,-5,1,-5,43,-4,12,-43,-29,4,-28,-20,0,-20,-27,-6,3,-52,-1,-37,-25,1,0,-11,25,66,-25,0,11,0,1,1,-69,-14,-6,1,0,-69,-10,-58,-9,1,-9,31,-26,14,27,13,45,-67,24,-5,-21,-6,-9,-33,-15,-52,-74,1,58,0,-5,-18,0,13,-19,1,0,-19,-28,0,1,6,-32,-12,36,-49,78,7,2,33,51,37,15,-51,0,0,39,-21,1,5,10,0,38,-5,21,5244,0,100
-45,-22,14,-99,13,13,0,6,44,21,-70,17,28,-42,0,12,-3,61,47,43,10,71,0,-77,0,-14,-23,38,-58,0,-2,0,0,0,22,-1,1,-25,0,0,24,0,0,-30,0,1,0,-5,-30,-41,41,0,1,0,0,-100,11,0,-52,66,18,23,23,-4,-55,-11,0,-43,2,-14,38,16,15,0,-100,54,1,13,-2,0,-47,52,0,4,0,0,1,43,0,-24,-58,-23,6,-27,-17,0,-17,0,-7,-36,55,0,-69,-44,-15,89,-2,-36,-29,-42,0,-8,1,-10,0,9,20,-1,0,31,0,0,-80,2,28,-2,-3,67,34,51,0,-7,1,9,-43,0,-37,3,-10,-1,1,-27,7,19,-26,75,-7,-39,12,-3,-8,-23,1,-48,0,-22,-37,12,44,-100,1,-24,0,1,1,-24,58,-10,0,0,-70,52,-96,-11,1,-56,46,-100,76,11,-31,23,-72,-5,-17,18,-2,-20,-34,35,-10,-100,0,88,2,0,-60,0,89,-27,0,1,-29,-18,0,0,9,-51,-21,60,-52,73,6,1,19,-6,-8,-50,-79,10,0,82,-19,0,1,36,1,19,-54,13,9797,0,100
15,6,9,-91,9,-25,0,9,63,36,-76,17,60,-4,0,-68,-35,30,22,-3,2,44,0,-16,0,-65,-5,1,18,0,0,-1,-4,0,45,-4,-1,32,0,0,-25,2,0,32,0,1,0,6,28,23,-43,0,-20,-1,0,-26,2,0,-18,15,-4,8,37,-11,-78,-69,0,-44,0,-58,30,7,7,0,-25,20,1,-26,0,0,-43,26,0,39,0,0,17,-9,-2,-25,-47,-60,9,32,-39,-1,-28,0,8,-48,78,1,-26,-76,-43,21,-5,-2,-16,-47,1,-5,0,25,0,3,19,-1,0,30,2,-1,-71,1,-4,30,3,49,6,45,0,34,0,25,-47,1,-63,57,-13,-10,-46,1,1,21,-3,22,8,9,3,4,-15,-5,-37,-28,-3,1,-46,19,29,-25,0,11,0,1,-2,19,12,-26,1,0,-21,16,-27,-11,0,0,30,-26,6,-10,-5,58,-21,-5,-7,-63,22,2,-71,58,-8,-82,1,16,1,0,-14,0,-21,-8,-1,0,-3,25,0,-2,5,-17,1,30,4,44,0,4,-39,11,30,-17,-26,10,0,-32,-23,0,1,29,-2,46,-49,17,70021,0,100
-15,-4,29,-56,10,23,0,-23,20,31,-40,-11,63,23,-1,-37,-23,32,9,-2,46,-20,0,-58,0,27,0,-27,-22,0,-1,-1,-4,0,66,0,1,5,0,0,-30,1,0,2,0,0,0,-11,0,14,2,0,-8,-3,-1,-51,46,0,-23,19,18,-2,28,-12,-47,-58,0,-5,2,-67,48,30,6,0,-40,27,0,18,0,0,-14,25,0,29,0,0,4,6,1,-12,-55,-27,-35,-32,1,0,-2,0,-1,-35,50,3,2,-24,19,32,0,36,-35,-12,0,-19,-1,-99,0,6,13,0,0,22,0,0,-52,1,-32,-11,19,11,-4,20,0,-5,-2,45,-37,0,2,7,-16,-12,30,5,2,12,-36,-1,-14,8,-1,2,22,-8,23,-2,1,-5,-39,-21,48,-44,1,27,0,2,0,16,-19,21,-5,0,-56,-13,15,-5,0,-7,45,-44,28,-14,48,28,-47,-12,-20,-31,3,-62,-28,17,15,-51,0,28,-1,-2,23,0,-62,-6,0,2,-34,5,0,0,6,-24,-66,33,77,-20,-10,4,-11,-13,-100,-13,13,30,0,-52,0,0,3,3,1,65,-55,-29,70037,0,100
-16,6,34,-79,7,-8,0,16,23,8,-100,-2,61,-31,0,23,-16,22,17,-8,31,18,0,-40,0,-12,33,1,-24,0,1,-1,2,0,38,54,1,10,0,0,-36,3,1,22,0,1,0,-14,22,-7,8,0,-14,-3,1,28,33,0,33,20,2,-2,8,21,-97,-56,0,-68,1,-58,57,21,9,0,23,47,3,-13,0,0,-93,42,0,16,0,0,32,-1,1,-31,-63,-33,-28,0,-43,0,-21,0,6,-52,67,1,-61,-24,-28,62,1,-31,-24,-86,-1,-13,-1,52,0,3,27,60,0,-19,1,2,-66,-1,0,7,-8,13,9,8,0,2,0,11,-30,1,-64,4,-13,-2,-18,2,0,26,-6,8,-5,-10,0,3,-19,0,-22,14,0,3,-39,2,33,9,0,-25,0,1,-2,8,-8,-55,-3,0,-56,-6,-51,9,2,-8,36,15,-26,-4,-19,-1,-43,2,-13,24,22,-66,-47,17,-19,-81,0,47,0,-1,-48,0,-89,33,1,-1,-10,8,0,0,3,33,-63,20,46,17,-1,1,-40,18,54,-17,-51,-4,0,-92,-20,-1,2,12,1,37,-65,-1,70183,0,100
15,13,-16,-48,10,-15,0,27,20,-7,-60,45,41,-37,0,-8,24,23,20,-33,9,-14,0,-72,0,-11,-15,-30,14,0,2,1,2,0,37,13,0,-37,0,0,-26,1,4,-32,0,1,0,35,-28,31,20,3,-4,2,0,-52,12,0,3,25,23,48,-7,-4,-49,-21,0,-58,0,-27,42,-23,9,0,-38,16,3,-22,3,0,-34,14,0,29,0,0,-11,-41,1,3,-30,38,-15,-23,-19,2,-25,0,-3,-37,27,3,-16,41,6,14,2,-28,19,-41,3,1,0,-32,0,7,-27,7,0,56,1,0,-29,1,-28,15,23,34,15,27,0,9,1,29,-33,1,32,9,-8,5,-22,-9,4,-27,8,13,36,-2,4,-2,-93,1,-20,34,-1,16,-29,6,52,9,1,-19,0,1,1,0,18,-36,0,0,-76,14,-83,1,0,9,21,13,4,13,5,-1,-21,11,-33,-8,-13,-1,7,14,-100,-49,2,11,1,0,-7,0,-23,-14,2,2,8,-13,0,0,9,5,2,25,-100,-5,1,5,-5,34,-37,21,-82,13,0,17,-26,3,2,8,1,39,-30,7,70297,0,100
-17,31,15,-29,9,35,0,1,14,16,20,50,43,-35,-1,-72,21,31,0,-2,30,-10,0,23,0,24,-25,-11,-19,0,0,-3,-2,0,81,-2,-1,-43,0,0,-10,0,0,22,0,0,0,-18,25,39,0,0,-30,1,0,13,32,0,31,25,20,48,19,21,23,46,0,-13,1,45,-18,13,5,0,9,12,1,39,-2,0,-70,10,0,18,0,0,-16,-10,0,-26,-13,-17,-10,-43,11,0,7,0,-11,-16,31,1,-16,-14,25,27,0,-25,-24,-62,0,0,-1,24,0,7,14,-6,0,41,1,-2,-82,2,-13,2,-5,35,-6,34,0,1,0,32,37,-2,-26,4,-30,7,-36,-38,7,14,-15,-20,-23,77,7,0,-21,-15,-40,-2,0,33,33,14,100,9,0,-23,0,0,0,-19,-62,-37,0,0,19,-61,-31,12,-1,4,40,9,-60,21,-5,10,-61,55,-34,-60,-17,37,-97,4,-22,-42,0,28,0,0,-16,0,-24,-29,0,0,-11,38,0,0,8,33,39,33,-2,-8,-5,-7,-75,-3,22,-21,-29,10,0,-19,14,-4,2,3,0,80,-14,18,70305,100,100
-33,-3,0,-30,4,-17,0,26,70,-34,-29,10,27,-39,-1,21,-14,22,2,-11,-48,1,0,25,0,12,-33,-12,-36,0,-1,-4,-2,0,48,5,-3,-38,0,0,-65,2,0,-39,0,0,0,-36,-36,10,-69,-3,-30,0,0,5,-44,0,-21,6,20,13,-33,2,-35,-27,0,10,0,-30,-5,1,10,0,-10,31,1,-15,-1,0,-13,34,0,6,0,0,19,-5,0,-96,-18,-29,-36,-43,-16,0,-52,0,-7,-46,42,1,19,-38,-4,48,-1,-41,-18,-28,0,-9,-1,52,0,4,-22,1,0,-3,0,0,-66,3,-16,-12,-28,-15,-1,-12,0,-18,0,61,-29,-4,-18,17,-37,-5,-52,-9,3,-17,-13,1,-34,-5,5,0,-16,-12,-52,38,1,-1,-17,30,48,9,0,-13,0,-1,-2,-27,3,-60,-2,0,15,0,-33,3,-1,7,34,8,-57,3,-5,19,-58,40,-33,29,21,4,-14,73,-18,-16,0,47,0,-2,12,0,-62,-33,-1,0,-15,7,0,1,4,-20,6,21,52,0,-1,-5,-83,35,50,-5,-28,-12,0,-54,-52,-5,3,-9,0,45,-22,33,70344,0,100
