fl_lipUpper_NR_SCX_R_A,fl_eyelids_NR_ICX_R_A,fl_lipUpper_NL_SCX_D_U,fl_buccomandibularGroove_NR_XXX_L,mu_platysma_NR_ILX_N_W,fl_lipUpper_NL_SXX_B_F,mu_masseter_NR_XXX_L_M,fl_lipLower_NR_ICX_B_F,mu_platysma_NR_ILX_D,fl_lipLower_NL_IXX_R_A,fl_eyelids_NR_SLX_R_A,fl_lipUpper_NR_SLX_B_F,fl_lipLower_NL_IXX_B_F,fl_epicanthic_NL_XCX_D_U,fl_lipUpper_NL_SXX_R_A,fl_lipLower_NR_ILX_R_A,fl_lipUpper_NN_SMX_N_W,fl_lipLower_NR_ILX_D_U,fl_lipUpper_NL_SXX_D_U,mu_temporalis_NR_XXX_L_M,fl_lipLower_NR_ICX_D_U,fl_lip_NN_XMX_B_F,mu_trapezius_NN_SXX_L_M,fl_eyelids_NL_SLX_N_W,fl_eyelids_NR_ICX_D_U,fl_nasojugalGroove_NR_XXX_L_M,fl_lip_NR_XCX_D_U,mu_sternomastoid_NL_XXX_R_A,fl_eyelids_NL_XLX_D_U,fl_lipUpper_NR_SCX_D_U,mu_masseter_NL_XXX_L_M,fl_eyelids_NR_SMX_R_A,fl_lipLower_NR_SLX_B_F,fl_lip_NL_XLX_D_U,fl_lip_NN_XMX_R_A,fl_lipUpper_NR_ILX_R_A,fl_eyelids_NR_SCX_N_W,mu_platysma_NN_SMX_D_U,fl_lipUpper_NN_IMX_D_U,fl_eyelids_NR_ILX_D_U,fl_lipLower_NR_IXX_N_W,fl_nasojugalGroove_NL_XXX_L_M,fl_lipLower_NN_IMX_SL_SR,fl_lipLower_NL_SLX_R_A,fl_epicanthic_NR_XMX_D_U,fl_lipUpper_NL_ILX_B_F,mu_platysma_NL_SLX_D,fl_lipUpper_NR_SXX_N_W,mu_procerus_NN_XXX_D_U,fl_lipUpper_NL_ILX_R_A,fl_lipLower_NR_SLX_N_W,fl_lip_NR_XLX_D_U,fl_eyelids_NL_SLX_R_A,fl_lip_NL_XCX_N_W,fl_lipLower_NL_SLX_B_F,fl_eyelids_NL_SMX_R_A,fl_lipUpper_NR_ILX_N_W,fl_epicanthic_NR_XCX_B_F,fl_lipLower_NN_IMX_D_U,fl_eyelids_NL_SCX_D_U,fl_eyelids_NR_SLX_N_W,fl_lipLower_NL_IXX_N_W,fl_eyelids_NR_XLX_D_U,fl_eyelids_NR_SMX_N_W,fl_eyelids_NL_ILX_D_U,fl_oromentalGroove_NR_XXX_L,fl_epicanthic_NR_XLX_D_U,fl_nasolabialGroove_NL_SXX_L_M,fl_eyelids_NR_XMX_D_U,fl_lipUpper_NN_SMX_B_F,mu_platysma_NR_SLX_D,fl_buccalRecess_NL_XXX_D_U,fl_epicanthic_NL_XLX_D_U,fl_epicanthic_NR_XLX_R_A,fl_nasojugalGroove_NL_XXX_D_U,fl_lipLower_NR_IXX_R_A,fl_lipLower_NN_SMX_SL_SR,mu_procerus_NN_XXX_L_M,mu_platysma_NL_SLX_N_W,fl_lipLower_NN_IMX_R_A,fl_eyelids_NL_SCX_R_A,fl_lipUpper_NR_SXX_B_F,fl_lipLower_NN_IMX_B_F,fl_eyelids_NL_IMX_D_U,fl_epicanthic_NR_XCX_D_U,fl_lipLower_NL_SLX_N_W,fl_lipUpper_NL_SLX_D_U,fl_lipUpper_NN_SMX_R_A,fl_epicanthic_NL_XMX_N_W,fl_lip_NR_XLX_B_F,fl_lipLower_NL_ICX_D_U,fl_eyelids_NL_IMX_N_W,fl_buccalRecess_NR_XXX_L_M,fl_lipLower_NL_SLX_D_U,fl_lipUpper_NL_SLX_N_W,fl_epicanthic_NR_XMX_R_A,fl_lip_NN_XMX_N_W,fl_eyelids_NR_SCX_R_A,mu_platysma_NR_SLX_N_W,fl_epicanthic_NL_XLX_N_W,mu_trapezius_NN_SXX_D_U,fl_orbitalGroove_NL_IXX_L_M,fl_philtrum_NN_XXX_D_U,fl_eyelids_NR_ILX_R_A,fl_nasojugalGroove_NR_XXX_D_U,mu_corrugator_NR_XXX_D_U,fl_lipUpper_NR_ILX_D_U,mu_platysma_NN_IMX_D,fl_lip_NL_XLX_R_A,fl_eyelids_NL_SCX_N_W,fl_oromentalGroove_NL_XXX_L,fl_lip_NN_XMX_D_U,fl_lipLower_NN_IMX_N_W,fl_philtrum_NN_XXX_N_W,fl_eyelids_NR_SMX_D_U,fl_epicanthic_NL_XMX_B_F,fl_epicanthic_NR_XLX_N_W,fl_eyelids_NR_XMX_N_W,fl_eyelids_NL_SCX_F,fl_lipLower_NR_SLX_D_U,fl_lip_NL_XCX_D_U,fl_lipLower_NL_ICX_N_W,fl_mandibularGroove_NR_XXX_L,fl_lip_NR_XCX_R_A,fl_epicanthic_NL_XMX_R_A,fl_eyelids_NL_XLX_R_A,fl_lip_NL_XLX_B_F,fl_epicanthic_NR_XCX_N_W,fl_lipLower_NR_ICX_R_A,fl_chinCleft_NN_XXX_SL_SR,fl_lipUpper_NR_ILX_B_F,mu_sternomastoid_NL_XXX_L_M,fl_epicanthic_NL_XMX_D_U,fl_lipUpper_NR_SCX_B_F,fl_lip_NL_XCX_R_A,fl_nasolabialGroove_NL_IXX_L,fl_lipLower_NR_SLX_R_A,mu_corrugator_NL_XXX_L_M,fl_epicanthic_NL_XCX_R_A,fl_lip_NL_XCX_B_F,fl_lipUpper_NN_IMX_N_W,fl_chinCleft_NN_XXX_D_U,mu_corrugator_NL_XXX_D_U,fl_eyelids_NR_SLX_D_U,fl_nasolabialGroove_NR_SXX_L_M,fl_philtrum_NN_XXX_R_A,fl_epicanthic_NL_XLX_B_F,fl_eyelids_NR_XLX_N_W,fl_lipLower_NL_IXX_D_U,fl_lipLower_NL_ICX_B_F,fl_lipUpper_NL_SCX_R_A,fl_eyelids_NL_ILX_N_W,fl_eyelids_NR_SCX_D_U,fl_mandibularGroove_NL_XXX_L,fl_epicanthic_NL_XCX_B_F,fl_lipUpper_NN_IMX_SL_SR,fl_eyelids_NR_IMX_R_A,fl_lip_NR_XLX_N_W,fl_lipLower_NR_ILX_B_F,mu_corrugator_NR_XXX_L_M,fl_lipUpper_NL_SCX_B_F,fl_eyelids_NR_ICX_N_W,fl_lipLower_NL_ICX_R_A,fl_philtrum_NN_XXX_B_F,fl_eyelids_NL_XMX_R_A,fl_lipUpper_NR_SLX_R_A,fl_lip_NR_XCX_N_W,fl_lipUpper_NL_SLX_R_A,fl_epicanthic_NR_XMX_N_W,fl_lipUpper_NN_SMX_D_U,fl_lipLower_NR_ILX_N_W,fl_epicanthic_NR_XCX_R_A,fl_lipLower_NL_ILX_B_F,fl_eyelids_NL_IMX_R_A,fl_lipUpper_NR_SXX_D_U,fl_eyelids_NR_SCX_F,mu_platysma_NN_SMX_N_W,fl_lipLower_NL_ILX_R_A,fl_eyelids_NR_ILX_N_W,fl_buccalRecess_NR_XXX_D_U,fl_epicanthic_NL_XLX_R_A,fl_lipUpper_NL_SLX_B_F,fl_lipLower_NR_IXX_D_U,mu_sternomastoid_NR_XXX_L_M,mu_platysma_NL_ILX_D,fl_lipUpper_NN_IMX_B_F,fl_eyelids_NR_XMX_R_A,fl_eyelids_NL_ILX_R_A,fl_orbitalGroove_NR_IXX_L_M,fl_buccomandibularGroove_NL_XXX_L,mu_platysma_NL_ILX_N_W,fl_eyelids_NL_ICX_R_A,fl_eyelids_NR_XLX_R_A,fl_lip_NL_XLX_N_W,fl_lipLower_NN_SMX_R_A,mu_sternomastoid_NR_XXX_R_A,fl_eyelids_NL_SMX_D_U,fl_buccalRecess_NL_XXX_L_M,fl_eyelids_NL_ICX_D_U,fl_eyelids_NL_XMX_N_W,fl_lipLower_NN_SMX_D_U,fl_epicanthic_NR_XMX_B_F,fl_lipUpper_NR_SLX_N_W,fl_nasolabialGroove_NR_IXX_L,fl_lipUpper_NR_SCX_N_W,fl_lipUpper_NL_ILX_D_U,fl_epicanthic_NR_XLX_B_F,fl_eyelids_NL_XLX_N_W,fl_lip_NR_XLX_R_A,fl_eyelids_NL_SLX_D_U,fl_eyelids_NR_IMX_N_W,mu_temporalis_NL_XXX_L_M,fl_lipUpper_NL_SXX_N_W,fl_lipLower_NR_ICX_N_W,fl_lip_NR_XCX_B_F,fl_lipUpper_NN_SMX_SL_SR,fl_lipLower_NL_ILX_D_U,fl_lipLower_NN_SMX_B_F,fl_lipUpper_NR_SXX_R_A,fl_epicanthic_NL_XCX_N_W,fl_lipUpper_NN_IMX_R_A,fl_philtrum_NN_XXX_SL_SR,fl_lipLower_NL_ILX_N_W,fl_lipLower_NR_IXX_B_F,fl_eyelids_NL_ICX_N_W,fl_eyelids_NL_SMX_N_W,fl_eyelids_NL_XMX_D_U,fl_lipUpper_NL_SCX_N_W,fl_lipUpper_NR_SLX_D_U,fl_lipLower_NN_SMX_N_W,fl_lipUpper_NL_ILX_N_W,fl_eyelids_NR_IMX_D_U,assetid
-10,-8,100,0,-7,-96,-37,-21,0,-63,-33,37,-52,21,3,-6,0,-9,82,-37,-44,-34,-7,32,13,77,-10,28,-10,97,-39,-19,-61,21,52,3,39,10,-35,30,-17,64,25,17,-2,-1,0,2,0,0,-20,19,-32,-30,-60,-28,-23,18,11,11,33,-30,25,28,17,0,-27,48,10,-46,0,22,-17,-26,20,-62,4,-46,15,-9,-32,-87,-10,49,3,-21,-45,25,15,-50,-45,36,55,-45,-26,2,26,-35,9,-4,11,84,47,-39,46,71,-15,0,-51,52,0,-2,51,56,14,9,-4,44,0,-47,-7,17,0,25,8,-16,-49,-10,-24,-8,1,6,-7,-63,28,0,19,24,57,-39,60,6,88,-27,50,-6,16,-14,-66,-16,-13,-27,8,0,12,22,-28,52,58,36,-55,12,-23,-18,35,-56,-10,-49,0,15,-30,35,52,-27,86,0,19,-10,-21,18,-32,33,-65,5,0,-21,39,-40,73,0,-10,-18,-17,52,-10,28,11,61,11,35,6,6,-12,0,-22,-15,21,-22,-57,-32,40,-32,0,36,-41,14,-13,-23,3,8,-15,5,-45,-44,2,29,23,-40,-50,2,-37,47,70106
-15,18,45,0,1,-19,-2,-19,0,-49,0,28,-17,-78,7,-11,-30,4,24,2,-1,-12,-5,-6,17,51,-20,-15,17,41,-3,-22,-31,1,15,-15,17,17,6,42,0,54,2,1,-74,-6,0,6,19,-18,4,-1,0,11,-30,-23,-9,19,27,4,-11,-10,22,23,43,0,-89,45,-52,-12,0,12,-90,-15,-16,-49,0,-49,7,-6,-27,-15,-22,33,-78,3,-20,-8,77,-27,-4,8,11,-5,-26,-21,12,-26,1,14,2,21,46,4,-12,55,-4,0,12,19,0,29,30,29,-18,39,14,44,0,-6,-17,-1,0,1,-20,-15,-23,-26,-12,-9,-6,-3,-80,-30,0,0,4,-5,52,-31,34,6,58,-13,42,-23,20,7,-16,-16,-18,-16,0,0,11,5,-26,30,45,-9,-26,-7,-11,-1,17,-45,22,-39,77,35,-35,45,44,-24,26,0,2,-14,-19,11,-15,30,-17,-3,0,-1,16,1,23,0,0,20,-17,29,5,-18,-18,15,11,43,24,42,-18,0,5,-2,21,10,8,-11,9,2,4,14,-32,0,5,7,7,-24,-17,1,-45,-13,-3,23,-55,-11,-26,7,-15,35,70145
-30,37,8,0,-3,-21,18,7,0,-4,-13,40,-19,-40,6,0,-40,29,-26,-50,66,-32,5,32,-17,-34,0,5,17,9,16,0,-57,37,13,-11,30,15,-28,-12,-41,-24,30,35,-11,-14,0,13,17,-10,-23,34,-13,-18,-60,-3,-27,1,61,37,35,-46,20,34,-9,0,-3,-19,17,-7,0,19,-11,25,-19,-4,8,-43,-10,-16,-22,-22,-23,40,-39,-23,-9,-62,-4,-26,66,2,66,-5,-44,-20,33,-23,-11,-32,0,38,41,-2,-11,27,-39,0,29,25,0,28,33,69,-2,-40,-34,13,0,-6,0,4,0,1,-15,-4,-22,-6,-18,-9,-11,26,-5,-4,3,0,29,64,37,-35,45,-3,13,-17,-8,9,31,-17,17,7,-31,6,43,0,-3,28,-5,48,34,75,-1,5,-19,29,27,-37,-11,-34,0,-44,-55,32,30,-4,-23,0,38,3,7,22,22,38,15,24,0,-28,27,2,27,0,-2,35,-5,45,10,6,-5,73,-19,14,28,-37,-41,0,12,-40,27,-23,27,-16,2,-40,13,10,-35,23,30,-10,5,-15,-22,16,-58,-15,2,35,17,2,-13,1,-31,41,70650
-4,45,19,0,-6,-56,-17,-11,0,-41,-5,15,-49,-10,11,-16,-9,43,-14,37,44,-91,16,40,29,67,37,-3,47,25,-14,11,-80,77,-22,-20,16,-2,21,44,-26,78,31,35,-15,-48,0,22,36,-18,-6,93,-1,-12,-84,12,-12,-15,74,29,40,-17,30,18,41,0,-45,-38,14,-23,0,13,-17,14,95,-38,7,9,-8,5,-13,-52,-54,50,-2,0,-32,-44,-7,-66,44,4,33,-10,-32,-25,43,-16,0,-22,9,91,72,3,87,38,4,0,36,19,0,65,26,62,8,-27,-12,29,0,-6,29,35,0,-30,-20,6,-66,-24,-29,-13,-43,58,-7,-55,-23,0,35,-1,-5,-98,73,41,52,3,-36,-7,0,10,-3,-9,-8,-3,30,0,-26,23,-15,88,56,-3,-49,10,-29,33,38,-60,-1,-52,-15,-17,-50,-16,51,-17,0,0,11,-14,-5,16,16,18,0,61,0,-75,32,1,96,0,-3,39,2,91,25,-3,14,15,12,43,52,-28,-25,0,66,-3,7,-2,34,-1,-1,17,23,36,-96,2,32,-23,7,-18,-7,6,-51,-44,15,22,15,54,-24,4,-15,52,71259
-12,20,12,0,-5,-12,-19,1,0,-19,-9,14,-21,-18,9,-3,-29,26,-1,1,34,-45,-1,20,20,-18,11,-6,2,12,-18,-1,-52,31,3,-17,11,1,-1,35,-35,-18,23,22,-40,-14,0,3,11,-14,-22,34,-11,-14,-52,-1,-21,-7,51,49,17,-32,13,23,33,0,-63,-2,-8,-2,0,12,-68,12,1,-18,5,-25,-8,-2,-28,-11,-26,52,-17,-20,-2,-25,-13,-52,31,8,5,-9,-26,-13,21,-25,-6,-2,4,10,28,-10,3,22,11,0,43,14,0,22,17,44,-27,-6,-5,52,0,-9,12,21,0,-6,-9,0,-51,-29,0,-12,-12,2,-36,-19,-7,0,22,-49,36,-51,43,13,20,1,0,-9,11,-13,-2,0,-11,-6,50,0,-9,20,-8,58,36,-38,-18,-5,1,31,41,-37,-14,-34,-12,0,-52,34,35,-8,0,0,19,-5,-6,14,7,12,-1,1,0,-23,41,-15,22,0,-6,18,0,58,-4,-6,-21,-5,19,49,8,-2,-26,0,24,10,11,-10,41,-4,9,4,2,21,-51,13,24,-16,6,-18,-17,9,-52,-20,-8,26,-1,25,-1,3,-20,49,71494
-35,31,22,0,-13,1,-15,47,0,-21,-30,68,0,23,8,-14,-52,37,-23,-32,60,-17,-5,40,8,68,-13,37,-6,23,-25,5,-66,4,33,-3,21,-37,-31,20,-34,40,39,24,-54,-23,0,7,15,-2,-12,15,-33,3,-66,2,-35,30,81,34,41,-38,-9,54,24,0,-50,-34,1,-9,0,5,-43,17,40,-20,16,-11,-12,-54,-43,1,18,56,19,-13,-37,-54,-51,-22,54,6,74,-5,-55,-31,6,-41,-13,-23,5,-32,65,-10,60,-62,-24,0,52,14,0,27,32,67,-14,-5,-25,62,0,-2,-15,-11,0,11,-27,-9,-22,-26,-16,-31,-21,18,-56,2,20,0,25,40,13,-40,45,-26,-50,-35,-36,-5,37,4,-10,51,-40,-12,33,0,28,37,-16,30,54,48,10,-11,-14,45,62,-43,11,-36,-50,-10,-58,1,54,-16,-18,0,57,-13,-9,3,8,72,0,17,0,-24,61,-15,-35,0,-14,25,-12,30,0,37,-11,80,9,62,11,0,-54,0,1,-31,41,-1,57,-51,8,-36,7,-1,-41,26,27,0,7,-21,-28,22,-56,0,-17,54,5,-7,-34,6,-37,52,71565
-22,36,16,0,0,-28,9,8,0,-25,4,33,-20,21,12,-6,-35,31,-10,-3,28,-37,-18,25,23,62,5,-1,44,15,11,17,-55,27,3,-11,22,8,3,44,-30,66,33,20,-48,-30,0,21,30,-12,-12,36,5,-22,-58,17,-23,-18,44,80,23,-31,44,28,44,0,-20,41,-19,-6,0,13,-18,15,24,-24,6,-41,12,-11,-10,-24,-28,31,15,-9,-36,-36,36,-22,26,10,47,-19,-43,-26,23,-11,8,-15,0,58,56,3,27,30,-12,0,51,16,0,40,20,42,15,5,-16,58,0,-18,4,-2,0,8,-23,5,-21,-30,-12,-8,-26,-14,-44,-16,13,0,21,30,38,-52,52,22,31,21,39,-8,28,3,-9,12,-26,-4,70,0,-28,26,-15,47,47,17,-12,4,-11,34,22,-29,-12,-26,28,6,-43,25,45,-17,-7,0,11,-5,-5,10,11,32,-6,-14,0,-23,22,-3,56,0,-2,33,3,46,18,-1,24,50,10,54,35,11,-36,0,14,-17,32,0,55,17,8,-5,20,9,-51,17,24,0,10,-30,-15,9,-46,-18,6,28,-25,0,-32,9,-26,40,72788
-12,21,35,0,-10,-18,-3,35,0,-26,-20,67,8,-4,10,-16,-9,35,-6,-1,-2,-23,14,44,17,21,-12,20,36,37,-2,17,-72,13,36,-10,19,-22,-29,29,-11,22,34,32,-37,-26,0,15,20,-10,-5,24,-17,8,-70,12,-8,0,23,32,45,-19,34,31,37,0,-12,2,14,-2,0,-3,-2,40,30,-27,9,-26,0,-33,-29,-21,16,35,-13,-6,-61,-48,-46,-60,-4,3,63,-29,-19,-50,28,-31,-2,-21,15,27,55,-11,40,-52,-15,0,69,23,0,32,43,80,8,-30,-26,42,28,-27,-18,13,0,6,-44,7,-58,-36,-15,-7,-26,25,-30,-13,13,0,33,-29,-8,-45,56,2,-31,-21,10,0,20,14,-31,40,-17,-8,32,0,-18,29,-14,64,58,-33,-8,-10,-14,18,44,-46,22,-40,-41,-22,-47,-28,58,-18,0,28,42,-15,-6,-3,25,69,-29,26,0,-29,43,-20,49,0,-14,17,2,65,3,19,3,60,8,43,24,-23,-17,0,37,-22,34,2,69,-29,0,-4,16,37,-45,16,28,-1,9,-25,-17,12,-45,10,-9,32,8,17,-58,9,-13,40,72852
-1,45,66,0,-2,-22,-7,-17,0,-40,-10,17,-23,-15,12,3,-10,-13,54,-36,-46,-39,-11,24,-9,-22,18,2,49,62,-9,-9,-21,9,16,-10,15,24,8,-5,-13,-19,19,7,-72,0,0,12,27,-13,-12,15,-10,-11,-18,-9,-7,6,4,-17,18,-29,60,22,-7,0,-36,18,-55,-4,0,0,-42,3,-42,-39,7,-37,3,-4,-37,-20,-15,57,-11,-14,-22,20,0,-18,-51,-5,4,-56,-5,-28,9,-39,3,-20,0,31,43,-1,-39,-5,6,0,-43,15,0,39,36,41,-44,-15,-17,-11,0,-52,16,-10,0,0,-30,3,-11,-57,-15,-10,0,-1,-77,-37,4,0,10,-22,62,-40,41,5,-2,-5,20,-9,42,-26,-54,-10,-10,-5,-26,0,0,20,9,29,60,-7,-28,-16,-11,12,37,-48,10,-37,-2,56,-9,55,58,13,58,0,12,-1,-14,0,6,24,-51,-2,0,-17,32,-6,25,0,-3,44,1,23,11,1,-38,11,-9,-8,38,-15,6,0,16,6,40,-31,-46,-13,-5,-31,11,15,-42,11,-17,4,10,-55,-15,12,-17,-20,-12,22,-49,-15,-24,-6,-17,52,73316
-5,-27,3,0,-2,-4,28,62,0,-15,-10,58,-13,-39,15,-15,-26,63,-22,36,49,-36,-6,24,-14,32,2,14,35,1,25,15,-86,29,13,-6,26,-10,-29,41,11,38,22,52,-43,-42,0,21,36,-4,10,36,-10,27,-88,12,-10,-20,76,7,24,0,52,34,38,0,-39,-25,-38,9,0,-5,-36,24,34,-14,4,-44,13,-38,-36,-6,14,36,-19,7,-56,-70,-32,-63,51,19,58,11,-41,-45,34,-37,2,-8,-4,33,44,-20,23,-63,-52,0,76,31,0,74,38,94,-14,-28,2,-11,0,13,1,49,0,-7,-52,-15,-57,-18,-20,0,-40,20,-51,26,-2,0,49,-22,-20,-69,62,-37,-52,15,-24,-9,-3,-9,-7,63,-7,-26,10,0,-17,14,-7,67,51,-6,29,0,-22,29,52,-26,33,-26,-33,-40,-65,-26,52,-7,-21,0,11,-14,-26,-18,23,60,-6,19,0,-38,50,-21,48,0,-9,-26,-18,63,11,11,-13,54,-6,-6,27,-37,-36,0,61,-58,-4,-10,77,8,18,30,20,58,-68,3,58,-4,14,-14,-31,-3,-69,-9,1,34,-28,51,-54,28,-13,29,73398
