leaguegoals,isamongtopscorers,yellows,isamongtopscorersinteam,jerseynumber,position,artificialkey,teamid,leaguegoalsprevmatch,injury,leagueappearances,istopscorer,leaguegoalsprevthreematches,playerid,form,reds
0,0,0,0,1,0,0,269,0,0,0,0,0,228505,3,0
0,0,0,0,30,4,1,269,0,0,0,0,0,212121,3,0
0,0,0,0,5,5,2,269,0,0,0,0,0,225948,3,0
0,0,0,0,4,6,3,269,0,0,0,0,0,234827,3,0
1,0,0,0,2,12,4,269,0,0,0,0,0,254638,3,0
0,0,0,0,6,13,5,269,0,0,0,0,0,227622,3,0
1,0,0,0,10,15,6,269,0,0,0,0,0,172522,3,0
2,0,0,1,37,16,7,269,0,0,0,0,0,278359,3,0
6,0,0,1,28,17,8,269,0,0,0,0,0,255185,3,0
10,1,0,1,36,19,9,269,0,0,0,0,0,257167,3,0
4,0,0,1,17,25,10,269,0,0,0,0,0,272853,3,0
0,0,0,0,22,28,11,269,0,0,0,0,0,211671,3,0
1,0,0,0,35,28,12,269,0,0,0,0,0,71170,3,0
0,0,0,0,31,28,13,269,0,0,0,0,0,219814,3,0
1,0,0,0,24,28,14,269,0,0,0,0,0,264515,3,0
0,0,0,0,16,28,15,269,0,0,0,0,0,215693,3,0
0,0,0,0,9,28,16,269,0,0,0,0,0,201876,3,0
0,0,0,0,7,28,17,269,0,0,0,0,0,251356,3,0
2,0,0,1,11,28,18,269,0,0,0,0,0,257157,3,0
0,0,0,0,14,28,19,269,0,0,0,0,0,215684,3,0
0,0,0,0,46,28,20,269,0,0,0,0,0,259159,3,0
0,0,0,0,34,28,21,269,0,0,0,0,0,73292,3,0
0,0,0,0,18,28,22,269,0,0,0,0,0,238725,3,0
0,0,0,0,32,29,23,269,0,0,0,0,0,250851,3,0
0,0,0,0,1,0,24,270,0,0,0,0,0,200209,3,0
0,0,0,0,19,3,25,270,0,0,0,0,0,213835,3,0
0,0,0,0,15,4,26,270,0,0,0,0,0,209711,3,0
1,0,0,1,4,6,27,270,0,0,0,0,0,266890,3,0
0,0,0,0,3,7,28,270,0,0,0,0,0,257036,3,0
0,0,0,0,17,23,29,270,0,0,0,0,0,243666,3,0
0,0,0,0,20,13,30,270,0,0,0,0,0,243891,3,0
1,0,0,1,6,14,31,270,0,0,0,0,0,250853,3,0
1,0,0,1,33,15,32,270,0,0,0,0,0,73644,3,0
5,0,0,1,10,27,33,270,0,0,0,0,0,262538,3,0
9,1,0,1,23,25,34,270,0,0,0,0,0,271320,3,0
1,0,0,1,11,28,35,270,0,0,0,0,0,275742,3,0
1,0,0,1,7,28,36,270,0,0,0,0,0,71027,3,0
0,0,0,0,40,28,37,270,0,0,0,0,0,262588,3,0
1,0,0,1,25,28,38,270,0,0,0,0,0,252737,3,0
0,0,0,0,30,28,39,270,0,0,0,0,0,265179,3,0
3,0,0,1,8,28,40,270,0,0,0,0,0,216286,3,0
0,0,0,0,2,28,41,270,0,0,0,0,0,236875,3,0
0,0,0,0,24,28,42,270,0,0,0,0,0,73988,3,0
0,0,0,0,41,28,43,270,0,0,0,0,0,275271,3,0
0,0,0,0,21,28,44,270,0,0,0,0,0,257259,3,0
2,0,0,1,9,28,45,270,0,0,0,0,0,267783,3,0
0,0,0,0,36,28,46,270,0,0,0,0,0,73641,3,0
0,0,0,0,1,0,47,271,0,0,0,0,0,132740,3,0
1,0,0,0,2,3,48,271,0,0,0,0,0,238222,3,0
1,0,0,0,3,4,49,271,0,0,0,0,0,190633,3,0
1,0,0,0,5,5,50,271,0,0,0,0,0,231828,3,0
0,0,0,0,19,6,51,271,0,0,0,0,0,253472,3,0
2,0,0,1,11,7,52,271,0,0,0,0,0,253409,3,0
1,0,0,0,6,10,53,271,0,0,0,0,0,213530,3,0
