playerid35,playerid0,playerid9,customsub0in,playerid36,rightfreekicktakerid,playerid44,playerid27,playerid1,playerid38,playerid31,playerid7,playerid20,playerid39,playerid42,playerid48,playerid13,playerid6,customsub0out,playerid37,playerid5,playerid45,playerid8,playerid14,playerid46,longkicktakerid,playerid12,playerid2,rightcornerkicktakerid,playerid30,customsub1in,playerid15,playerid41,playerid47,playerid23,playerid16,customsub1out,leftcornerkicktakerid,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,playerid22,playerid24,playerid11,customsub2in,playerid3,captainid,playerid51,leftfreekicktakerid,playerid25,playerid33,playerid19,playerid17,playerid26,playerid50,playerid34,penaltytakerid,playerid32,freekicktakerid,playerid28,playerid21,playerid10,playerid43,playerid29
-1,220901,230666,-1,-1,246669,-1,-1,251805,-1,-1,234378,278773,-1,-1,-1,202652,222665,-1,-1,209989,-1,246669,271807,-1,234378,205498,243715,246669,-1,-1,227813,-1,-1,232938,265693,-1,234378,251566,257711,-1,-1,-1,1,231936,-1,225193,-1,232580,222665,-1,234378,-1,-1,235790,194404,-1,-1,-1,246669,-1,246669,-1,226491,207421,-1,-1
-1,202811,260247,-1,-1,200458,-1,-1,227174,-1,-1,229906,264209,-1,-1,-1,261336,216393,-1,-1,236987,-1,210881,212419,-1,216393,199189,227678,200458,-1,-1,219693,-1,-1,258932,248465,-1,216393,226162,200458,-1,-1,-1,2,243917,210635,257057,-1,241464,210881,-1,216393,246923,-1,247172,207557,-1,-1,-1,216393,-1,200458,-1,74207,221697,-1,-1
-1,240595,225748,-1,-1,225748,-1,256965,232185,-1,-1,257063,234319,-1,-1,-1,271743,211504,-1,-1,212099,-1,218343,238336,-1,225748,194017,195037,225748,-1,-1,242751,-1,-1,231540,173671,-1,225748,238196,264299,-1,-1,-1,3,279225,264746,245652,-1,221281,195037,-1,232185,278314,-1,242749,74726,251522,-1,-1,225748,-1,225748,259226,235770,245766,-1,-1
-1,234803,220039,-1,-1,239377,-1,-1,229073,-1,-1,221705,251311,-1,-1,-1,235807,212366,-1,-1,239377,-1,255913,256442,-1,212366,225867,239540,239377,-1,-1,231951,-1,-1,254522,244240,-1,212366,178287,240912,-1,-1,-1,4,244559,246002,238368,-1,212090,212090,-1,212366,219795,-1,233442,235027,-1,-1,-1,220039,-1,212366,-1,224447,225509,-1,-1
278290,228789,257534,-1,-1,257534,-1,229984,259307,-1,248695,254796,242578,-1,-1,-1,237386,247090,-1,-1,256079,-1,233049,263620,-1,257534,238616,229942,257534,238074,-1,222104,-1,-1,204246,273906,-1,247090,232411,239231,-1,-1,-1,5,273883,71998,242444,-1,262859,256079,-1,257534,71651,248158,278813,258485,261375,-1,278455,257534,278017,257534,277795,259356,259197,-1,71997
-1,204935,243282,-1,-1,243282,-1,-1,152908,-1,-1,245741,256268,-1,-1,-1,243657,193474,-1,-1,208135,-1,261188,266609,-1,243282,234078,202695,243282,-1,-1,207599,-1,-1,180216,253510,-1,245741,251892,244380,-1,-1,-1,7,74413,257896,232080,-1,247649,202695,-1,245741,270866,-1,74634,237704,-1,-1,-1,221479,-1,243282,-1,172723,221479,-1,-1
-1,242656,247361,-1,-1,213693,-1,-1,244591,-1,-1,232104,246053,-1,-1,-1,246791,213693,-1,-1,236764,-1,258906,243134,-1,213693,270206,229266,213693,-1,-1,231838,-1,-1,203215,208892,-1,213693,198118,241184,-1,-1,-1,8,248384,71814,206534,-1,239360,239360,-1,213693,73219,-1,256776,193331,74145,-1,-1,239360,-1,213693,-1,235735,247249,-1,-1
-1,212831,236772,-1,-1,231281,-1,70995,231281,-1,-1,209331,273651,-1,-1,-1,242434,239837,-1,-1,246104,-1,242516,225100,-1,231281,232487,237678,216267,-1,-1,232223,-1,-1,271977,264298,-1,231281,253072,216267,-1,-1,-1,9,265459,279128,235805,-1,203376,203376,-1,231281,253428,-1,224458,240913,252897,-1,-1,209331,-1,231281,-1,246174,241084,-1,-1
-1,200159,239085,-1,-1,237692,-1,-1,271574,-1,-1,237692,203574,-1,-1,-1,253124,218667,-1,-1,207410,-1,270409,208920,-1,237692,186942,239818,237692,-1,-1,188377,-1,-1,277427,75577,-1,237692,206517,251517,-1,-1,-1,10,70996,157804,192985,-1,229237,239818,-1,237692,277295,-1,264349,210257,231866,-1,-1,239085,-1,237692,-1,264681,246420,-1,-1
-1,226753,259399,-1,-1,212198,-1,233064,236401,-1,-1,190460,238041,-1,-1,-1,269136,200145,-1,-1,234574,-1,254088,255475,-1,212198,268438,235243,190460,-1,-1,269087,-1,-1,268439,169588,-1,212198,231677,239301,-1,-1,-1,11,71973,268443,253306,-1,203263,212198,-1,212198,273599,-1,250961,243647,163264,-1,-1,212198,-1,212198,205988,221660,212198,-1,-1
