overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,80,81,80,81,82,81,5,80,82
1,76,77,76,76,76,77,7,74,76
-1,86,83,84,84,83,84,9,84,82
1,79,82,81,81,80,82,13,82,81
1,81,82,81,81,79,82,22,83,81
-1,74,75,76,81,76,74,23,78,75
-1,77,75,76,74,76,76,25,73,75
2,76,78,76,79,76,77,36,81,77
1,74,76,75,77,75,76,38,77,76
1,76,78,77,78,78,78,66,78,78
-1,76,76,77,77,77,75,72,77,76
-1,74,75,76,73,74,73,74,72,73
-1,74,74,75,77,75,73,95,77,74
1,78,78,77,76,78,78,144,77,78
-1,76,76,77,77,77,75,175,76,75
1,76,77,76,75,77,77,189,75,78
1,78,80,79,79,79,79,234,82,80
-1,75,75,76,75,76,75,236,76,75
-1,78,78,79,81,77,77,237,82,77
-1,78,78,79,85,78,76,325,84,77
-1,76,77,78,77,77,76,449,76,77
-1,76,75,76,77,76,75,453,77,75
-1,74,74,75,75,75,73,472,75,74
-1,76,76,77,77,77,75,480,77,76
-1,76,76,77,82,78,75,605,81,78
-1,77,77,78,78,77,76,1808,78,77
-1,78,76,77,78,76,76,1824,75,74
1,75,76,75,72,74,76,1831,73,76
2,75,77,75,72,75,76,1860,73,77
-1,77,76,77,76,75,77,1876,76,74
2,72,75,73,74,72,72,101085,76,74
1,73,77,76,78,77,75,112139,79,78
-1,71,74,75,79,76,71,112387,78,75
-1,78,78,79,80,80,77,115845,78,78
-1,74,74,75,74,74,73,115996,73,73
1,78,80,79,79,81,79,115997,81,82
1,73,76,75,75,76,76,115999,77,77
1,76,76,75,73,74,76,116002,72,75
2,83,85,83,84,84,84,116009,85,86
1,79,80,79,78,79,80,116012,78,82
1,74,77,76,77,77,74,116014,79,78
1,85,86,85,85,84,85,116033,86,85
1,81,82,81,77,79,82,116034,77,81
-1,75,77,78,84,80,74,116035,83,79
-1,75,75,76,77,76,73,116036,76,75
1,76,76,75,73,74,77,116037,73,75
1,85,86,85,85,89,85,116325,86,90
1,81,82,81,81,81,81,116326,82,83
-1,73,75,76,76,76,72,116336,75,75
-1,83,83,84,86,84,84,131682,85,83
