overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-2,88,90,9,203376
-1,90,91,9,209331
-2,83,85,9,237678
-2,87,89,10,192985
-1,85,86,10,237692
2,89,87,10,239818
2,88,86,11,212198
3,88,85,13,241096
1,91,90,21,202126
1,89,88,21,212622
1,89,88,21,256790
-2,84,86,32,199503
-1,84,85,32,210035
-2,83,85,241,186153
-2,87,89,241,188545
-2,84,86,241,228702
-2,84,86,241,241486
-2,86,88,243,205452
-2,88,90,243,238794
1,89,88,243,239053
1,91,90,243,252371
-1,86,87,325,232293
3,88,85,461,262621
-1,84,85,607,215914
3,88,85,110374,193080
3,88,85,112139,20801
-1,83,84,112172,185122
3,88,85,112387,204485
-1,85,86,115998,226302
3,90,87,116009,245802
-1,84,85,116009,246426
3,88,85,116009,257001
3,88,85,116009,258980
-1,85,86,116010,227246
-2,84,86,116010,238257
3,88,85,116013,227255
3,88,85,116017,233746
2,90,88,116033,227316
3,91,88,116033,245956
-1,84,85,116033,265898
3,89,86,116034,237197
2,90,88,116034,246272
-1,84,85,116035,246641
2,92,90,116325,227203
1,89,88,116325,237289
1,89,88,116325,241846
3,90,87,131681,215698
-2,84,86,131681,232656
-1,83,84,131682,199845
-1,87,88,131682,231478
