overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-1,84,85,1,220901
-2,87,89,1,222665
1,90,89,9,203376
3,92,89,9,212831
-1,84,85,9,241084
2,91,89,10,192985
2,89,87,10,210257
3,90,87,10,237692
1,92,91,10,239085
-1,84,85,13,233731
-1,84,85,13,241096
-1,85,86,18,200104
-1,84,85,18,220697
3,90,87,21,212622
-2,83,85,22,212194
-1,83,84,22,215441
-1,86,87,22,235073
-2,83,85,22,247819
3,91,88,32,256630
3,90,87,52,211110
-1,84,85,73,255253
3,88,85,237,241651
-1,87,88,240,194765
-1,87,88,240,200389
-2,87,89,241,188545
-1,85,86,241,233419
-1,88,89,243,192119
-2,86,88,243,205452
2,92,90,243,231747
3,89,86,243,243812
1,91,90,243,252371
-2,84,86,448,230869
-1,83,84,457,227127
2,88,86,605,210514
2,88,86,607,165153
1,89,88,116009,245802
3,88,85,116009,265239
2,90,88,116033,227316
2,90,88,116033,227361
2,90,88,116033,245956
-1,85,86,116034,237197
-1,85,86,116034,247504
2,92,90,116325,227203
1,90,89,116325,236479
1,92,91,116325,241667
-2,85,87,131681,215698
-1,86,87,131681,232656
-1,85,86,131681,241721
2,89,87,131682,224232
2,91,89,131682,231478
