fl_lipUpper_NR_SCX_R_A,fl_eyelids_NR_ICX_R_A,fl_lipUpper_NL_SCX_D_U,fl_buccomandibularGroove_NR_XXX_L,mu_platysma_NR_ILX_N_W,fl_lipUpper_NL_SXX_B_F,mu_masseter_NR_XXX_L_M,fl_lipLower_NR_ICX_B_F,mu_platysma_NR_ILX_D,fl_lipLower_NL_IXX_R_A,fl_eyelids_NR_SLX_R_A,fl_lipUpper_NR_SLX_B_F,fl_lipLower_NL_IXX_B_F,fl_epicanthic_NL_XCX_D_U,fl_lipUpper_NL_SXX_R_A,fl_lipLower_NR_ILX_R_A,fl_lipUpper_NN_SMX_N_W,fl_lipLower_NR_ILX_D_U,fl_lipUpper_NL_SXX_D_U,mu_temporalis_NR_XXX_L_M,fl_lipLower_NR_ICX_D_U,fl_lip_NN_XMX_B_F,mu_trapezius_NN_SXX_L_M,fl_eyelids_NL_SLX_N_W,fl_eyelids_NR_ICX_D_U,fl_nasojugalGroove_NR_XXX_L_M,fl_lip_NR_XCX_D_U,mu_sternomastoid_NL_XXX_R_A,fl_eyelids_NL_XLX_D_U,fl_lipUpper_NR_SCX_D_U,mu_masseter_NL_XXX_L_M,fl_eyelids_NR_SMX_R_A,fl_lipLower_NR_SLX_B_F,fl_lip_NL_XLX_D_U,fl_lip_NN_XMX_R_A,fl_lipUpper_NR_ILX_R_A,fl_eyelids_NR_SCX_N_W,mu_platysma_NN_SMX_D_U,fl_lipUpper_NN_IMX_D_U,fl_eyelids_NR_ILX_D_U,fl_lipLower_NR_IXX_N_W,fl_nasojugalGroove_NL_XXX_L_M,fl_lipLower_NN_IMX_SL_SR,fl_lipLower_NL_SLX_R_A,fl_epicanthic_NR_XMX_D_U,fl_lipUpper_NL_ILX_B_F,mu_platysma_NL_SLX_D,fl_lipUpper_NR_SXX_N_W,mu_procerus_NN_XXX_D_U,fl_lipUpper_NL_ILX_R_A,fl_lipLower_NR_SLX_N_W,fl_lip_NR_XLX_D_U,fl_eyelids_NL_SLX_R_A,fl_lip_NL_XCX_N_W,fl_lipLower_NL_SLX_B_F,fl_eyelids_NL_SMX_R_A,fl_lipUpper_NR_ILX_N_W,fl_epicanthic_NR_XCX_B_F,fl_lipLower_NN_IMX_D_U,fl_eyelids_NL_SCX_D_U,fl_eyelids_NR_SLX_N_W,fl_lipLower_NL_IXX_N_W,fl_eyelids_NR_XLX_D_U,fl_eyelids_NR_SMX_N_W,fl_eyelids_NL_ILX_D_U,fl_oromentalGroove_NR_XXX_L,fl_epicanthic_NR_XLX_D_U,fl_nasolabialGroove_NL_SXX_L_M,fl_eyelids_NR_XMX_D_U,fl_lipUpper_NN_SMX_B_F,mu_platysma_NR_SLX_D,fl_buccalRecess_NL_XXX_D_U,fl_epicanthic_NL_XLX_D_U,fl_epicanthic_NR_XLX_R_A,fl_nasojugalGroove_NL_XXX_D_U,fl_lipLower_NR_IXX_R_A,fl_lipLower_NN_SMX_SL_SR,mu_procerus_NN_XXX_L_M,mu_platysma_NL_SLX_N_W,fl_lipLower_NN_IMX_R_A,fl_eyelids_NL_SCX_R_A,fl_lipUpper_NR_SXX_B_F,fl_lipLower_NN_IMX_B_F,fl_eyelids_NL_IMX_D_U,fl_epicanthic_NR_XCX_D_U,fl_lipLower_NL_SLX_N_W,fl_lipUpper_NL_SLX_D_U,fl_lipUpper_NN_SMX_R_A,fl_epicanthic_NL_XMX_N_W,fl_lip_NR_XLX_B_F,fl_lipLower_NL_ICX_D_U,fl_eyelids_NL_IMX_N_W,fl_buccalRecess_NR_XXX_L_M,fl_lipLower_NL_SLX_D_U,fl_lipUpper_NL_SLX_N_W,fl_epicanthic_NR_XMX_R_A,fl_lip_NN_XMX_N_W,fl_eyelids_NR_SCX_R_A,mu_platysma_NR_SLX_N_W,fl_epicanthic_NL_XLX_N_W,mu_trapezius_NN_SXX_D_U,fl_orbitalGroove_NL_IXX_L_M,fl_philtrum_NN_XXX_D_U,fl_eyelids_NR_ILX_R_A,fl_nasojugalGroove_NR_XXX_D_U,mu_corrugator_NR_XXX_D_U,fl_lipUpper_NR_ILX_D_U,mu_platysma_NN_IMX_D,fl_lip_NL_XLX_R_A,fl_eyelids_NL_SCX_N_W,fl_oromentalGroove_NL_XXX_L,fl_lip_NN_XMX_D_U,fl_lipLower_NN_IMX_N_W,fl_philtrum_NN_XXX_N_W,fl_eyelids_NR_SMX_D_U,fl_epicanthic_NL_XMX_B_F,fl_epicanthic_NR_XLX_N_W,fl_eyelids_NR_XMX_N_W,fl_eyelids_NL_SCX_F,fl_lipLower_NR_SLX_D_U,fl_lip_NL_XCX_D_U,fl_lipLower_NL_ICX_N_W,fl_mandibularGroove_NR_XXX_L,fl_lip_NR_XCX_R_A,fl_epicanthic_NL_XMX_R_A,fl_eyelids_NL_XLX_R_A,fl_lip_NL_XLX_B_F,fl_epicanthic_NR_XCX_N_W,fl_lipLower_NR_ICX_R_A,fl_chinCleft_NN_XXX_SL_SR,fl_lipUpper_NR_ILX_B_F,mu_sternomastoid_NL_XXX_L_M,fl_epicanthic_NL_XMX_D_U,fl_lipUpper_NR_SCX_B_F,fl_lip_NL_XCX_R_A,fl_nasolabialGroove_NL_IXX_L,fl_lipLower_NR_SLX_R_A,mu_corrugator_NL_XXX_L_M,fl_epicanthic_NL_XCX_R_A,fl_lip_NL_XCX_B_F,fl_lipUpper_NN_IMX_N_W,fl_chinCleft_NN_XXX_D_U,mu_corrugator_NL_XXX_D_U,fl_eyelids_NR_SLX_D_U,fl_nasolabialGroove_NR_SXX_L_M,fl_philtrum_NN_XXX_R_A,fl_epicanthic_NL_XLX_B_F,fl_eyelids_NR_XLX_N_W,fl_lipLower_NL_IXX_D_U,fl_lipLower_NL_ICX_B_F,fl_lipUpper_NL_SCX_R_A,fl_eyelids_NL_ILX_N_W,fl_eyelids_NR_SCX_D_U,fl_mandibularGroove_NL_XXX_L,fl_epicanthic_NL_XCX_B_F,fl_lipUpper_NN_IMX_SL_SR,fl_eyelids_NR_IMX_R_A,fl_lip_NR_XLX_N_W,fl_lipLower_NR_ILX_B_F,mu_corrugator_NR_XXX_L_M,fl_lipUpper_NL_SCX_B_F,fl_eyelids_NR_ICX_N_W,fl_lipLower_NL_ICX_R_A,fl_philtrum_NN_XXX_B_F,fl_eyelids_NL_XMX_R_A,fl_lipUpper_NR_SLX_R_A,fl_lip_NR_XCX_N_W,fl_lipUpper_NL_SLX_R_A,fl_epicanthic_NR_XMX_N_W,fl_lipUpper_NN_SMX_D_U,fl_lipLower_NR_ILX_N_W,fl_epicanthic_NR_XCX_R_A,fl_lipLower_NL_ILX_B_F,fl_eyelids_NL_IMX_R_A,fl_lipUpper_NR_SXX_D_U,fl_eyelids_NR_SCX_F,mu_platysma_NN_SMX_N_W,fl_lipLower_NL_ILX_R_A,fl_eyelids_NR_ILX_N_W,fl_buccalRecess_NR_XXX_D_U,fl_epicanthic_NL_XLX_R_A,fl_lipUpper_NL_SLX_B_F,fl_lipLower_NR_IXX_D_U,mu_sternomastoid_NR_XXX_L_M,mu_platysma_NL_ILX_D,fl_lipUpper_NN_IMX_B_F,fl_eyelids_NR_XMX_R_A,fl_eyelids_NL_ILX_R_A,fl_orbitalGroove_NR_IXX_L_M,fl_buccomandibularGroove_NL_XXX_L,mu_platysma_NL_ILX_N_W,fl_eyelids_NL_ICX_R_A,fl_eyelids_NR_XLX_R_A,fl_lip_NL_XLX_N_W,fl_lipLower_NN_SMX_R_A,mu_sternomastoid_NR_XXX_R_A,fl_eyelids_NL_SMX_D_U,fl_buccalRecess_NL_XXX_L_M,fl_eyelids_NL_ICX_D_U,fl_eyelids_NL_XMX_N_W,fl_lipLower_NN_SMX_D_U,fl_epicanthic_NR_XMX_B_F,fl_lipUpper_NR_SLX_N_W,fl_nasolabialGroove_NR_IXX_L,fl_lipUpper_NR_SCX_N_W,fl_lipUpper_NL_ILX_D_U,fl_epicanthic_NR_XLX_B_F,fl_eyelids_NL_XLX_N_W,fl_lip_NR_XLX_R_A,fl_eyelids_NL_SLX_D_U,fl_eyelids_NR_IMX_N_W,mu_temporalis_NL_XXX_L_M,fl_lipUpper_NL_SXX_N_W,fl_lipLower_NR_ICX_N_W,fl_lip_NR_XCX_B_F,fl_lipUpper_NN_SMX_SL_SR,fl_lipLower_NL_ILX_D_U,fl_lipLower_NN_SMX_B_F,fl_lipUpper_NR_SXX_R_A,fl_epicanthic_NL_XCX_N_W,fl_lipUpper_NN_IMX_R_A,fl_philtrum_NN_XXX_SL_SR,fl_lipLower_NL_ILX_N_W,fl_lipLower_NR_IXX_B_F,fl_eyelids_NL_ICX_N_W,fl_eyelids_NL_SMX_N_W,fl_eyelids_NL_XMX_D_U,fl_lipUpper_NL_SCX_N_W,fl_lipUpper_NR_SLX_D_U,fl_lipLower_NN_SMX_N_W,fl_lipUpper_NL_ILX_N_W,fl_eyelids_NR_IMX_D_U,assetid
-32,42,12,0,-5,-27,-22,12,0,31,-18,13,4,65,-5,-2,-43,42,-28,14,68,-31,-27,18,0,11,8,0,18,15,-16,-17,-58,2,0,-9,-5,-7,5,-1,-34,0,21,34,6,-28,0,1,-13,-8,-31,6,-16,-9,-60,-16,-36,-18,73,77,20,-28,11,28,3,0,-48,-50,32,-11,0,7,-60,29,18,32,10,-8,-36,-20,-58,-29,-17,76,81,-32,-7,-43,-12,0,68,-17,-14,0,-38,-8,18,-58,-35,-55,-1,-9,15,-13,19,-12,-3,0,54,0,0,50,21,66,-33,-48,-57,35,0,2,4,2,0,-4,-6,-6,-2,-29,-12,-8,-29,11,6,-28,-6,0,35,-19,12,-44,45,-10,-18,-9,-47,-8,36,-61,36,12,-31,4,82,0,-10,22,-29,20,40,-16,-29,-34,-11,7,35,-39,-15,-41,-15,-29,-43,23,40,-31,-27,0,65,-2,6,4,30,13,37,12,0,-23,36,-12,-6,0,-5,41,-5,21,20,-1,-29,-37,5,40,32,-46,-40,0,-14,-4,34,-57,56,-4,-18,-1,2,-4,-43,16,39,-8,-3,-22,-14,13,-39,3,-32,28,37,-6,-3,-4,-33,72,7053
-29,49,4,0,-12,-10,-21,31,0,15,-16,38,-17,27,0,-11,-49,68,-19,6,77,-54,40,10,8,0,0,25,18,7,-17,10,-91,36,1,-26,-11,-6,16,-12,-35,1,21,46,-27,-44,0,9,14,-27,-11,39,-14,26,-91,12,-30,14,93,81,9,-38,11,43,-6,0,-38,-17,13,-12,0,4,-33,25,35,15,4,-15,-16,-42,-33,-13,-2,88,17,-12,-10,-64,-44,-41,76,-13,61,9,-52,-33,27,-35,-23,-22,26,31,73,-19,34,-6,-1,0,92,-13,0,70,50,93,-3,-19,-27,46,0,9,0,8,0,-10,-30,-18,-39,-56,-7,-17,-45,30,-27,-21,-11,0,48,28,-11,-83,73,-1,-11,-15,-22,15,51,-61,20,30,-29,-10,81,0,6,19,-13,60,66,22,-22,-42,-6,52,70,-44,20,-47,-42,-16,-76,-20,70,-11,-17,0,71,-13,-7,4,14,39,19,30,0,-5,69,-20,26,0,-15,50,-17,61,14,20,-3,58,10,38,34,-14,-57,0,34,-1,55,-56,91,-1,-12,7,8,12,-82,11,68,-15,0,-57,-11,6,-73,-15,-43,43,6,34,-9,12,-27,89,50610
-18,32,10,0,-7,-4,-24,15,0,-8,-6,28,-2,25,-2,-18,-29,57,-27,8,4,-23,-13,17,-56,-45,3,13,26,11,-26,7,-35,-15,1,-17,-13,-22,8,-37,-32,-46,6,4,-19,-25,0,0,0,-15,0,-7,-9,0,-35,7,-20,-44,39,73,12,-40,39,-2,-41,0,-15,-34,-8,-12,0,4,-37,22,-32,-6,3,21,-14,-8,-12,-4,-7,23,32,-2,-1,-42,-33,-25,2,-20,39,16,-39,-17,13,-11,-15,-6,3,-2,22,-24,-30,-10,14,0,39,-12,0,29,12,46,-16,-67,-10,-42,0,17,1,-10,0,-6,-13,-31,-20,-56,0,-4,-23,-17,-11,-15,-5,0,3,4,19,-30,39,2,-22,58,-33,-6,26,-20,0,18,-25,-13,70,0,-41,9,-7,31,38,8,-13,-42,0,14,22,-27,8,-24,-37,-14,-42,17,37,-1,-23,0,54,-17,-11,4,20,29,0,-16,0,-8,23,-27,2,0,-7,34,-29,26,-6,12,-4,44,-51,-45,2,-65,-35,0,12,10,20,-17,38,58,-16,13,1,3,-30,6,55,-9,-2,-48,-13,3,-45,0,-51,-4,7,-1,4,2,-23,17,70131
-26,35,14,0,-3,-45,-17,5,0,-28,0,39,-17,42,2,-6,-10,25,-25,7,10,-56,-12,19,-28,-43,-15,0,55,14,-19,10,-52,-12,-2,9,-24,14,-14,2,-33,-46,21,11,-5,-30,0,10,14,5,-2,-12,-1,-26,-52,9,-18,-7,48,54,17,-43,61,7,0,0,-40,-24,-32,-35,0,-23,-40,5,-34,-28,9,-20,-3,-9,-23,-43,-11,5,40,-2,-30,-43,-43,-52,9,-15,22,-18,-35,-15,25,-24,-5,-12,-6,32,22,-7,-35,17,-19,0,30,-22,0,15,14,52,8,-43,-15,15,0,-19,-13,-6,0,-3,-12,-6,-51,-39,-4,-3,-28,18,1,-17,-3,0,12,15,19,-76,55,12,6,17,-30,-2,23,-22,-13,7,-28,8,50,0,-14,18,2,58,34,14,-16,-28,-4,-8,20,-30,-23,-32,-46,-10,-52,10,33,5,-26,0,20,-8,9,-24,0,38,-14,16,0,-40,20,-10,19,0,-5,37,-6,57,-11,0,11,34,-34,15,10,-35,-33,0,7,-18,21,-19,28,17,-15,8,10,3,-75,11,26,-10,3,-36,-34,9,-54,-14,-31,9,-31,4,-32,-3,-19,7,70260
-33,9,52,0,-12,-10,40,23,0,36,-36,45,-21,96,0,-7,-64,79,26,19,62,-41,10,3,-10,-23,2,25,43,51,28,-3,-72,-35,-5,-27,-19,-20,38,-7,-58,-28,9,32,-3,-41,0,10,16,-29,-4,-35,-36,-13,-74,0,-30,-49,89,78,-1,-61,47,23,-10,0,19,-27,-16,-13,0,7,1,26,-12,38,2,-69,-7,-20,-46,-7,-9,69,100,-2,24,-42,-25,-22,62,-9,-21,29,-70,8,-3,-47,-8,-49,16,15,67,-31,-14,56,24,0,86,-8,0,81,21,49,3,-49,-51,51,0,28,2,-32,0,0,12,-34,-15,-48,3,-14,-37,-38,1,-14,0,0,31,24,40,-48,45,-54,57,-8,-21,4,43,-24,25,26,-37,-38,75,0,-43,8,-41,21,43,22,-12,-40,4,34,35,-30,-4,-28,-31,-14,-36,47,39,-36,29,0,55,-4,-37,6,23,43,25,-38,0,-8,37,-30,11,0,-13,14,-34,17,27,29,13,-19,-11,50,30,-48,-60,0,-33,23,39,-21,81,-1,-8,25,11,-29,-46,3,79,-9,-1,-32,-22,4,-46,-15,-42,26,-4,-41,26,7,-34,65,70310
-32,20,11,0,-9,-44,-20,24,0,4,-17,28,-17,78,2,3,-7,57,-42,58,66,-62,0,32,-65,-51,9,15,26,10,-20,-3,-75,-21,-4,-3,-14,11,-8,-31,-54,-51,42,39,7,-21,0,-1,3,-4,-33,-22,-18,-24,-73,-3,-35,-22,82,51,32,-58,32,29,-27,0,-67,-79,13,-47,0,4,-66,-12,-22,3,16,-13,-6,-12,-34,-46,-23,67,73,-34,-16,-52,-51,-43,66,-9,29,-6,-54,-5,19,-31,-7,-22,2,22,3,-25,-28,43,1,0,60,-17,0,26,8,79,-31,-54,-24,34,0,-6,8,3,0,-14,-5,-11,-42,-23,7,-12,-23,-22,13,-45,-11,0,41,-69,13,-72,60,-3,33,36,-80,-2,34,-23,9,24,-33,-6,50,0,-19,39,-11,47,45,-70,-43,-38,7,-6,60,-45,-23,-45,-51,-50,-68,11,46,-7,-43,0,33,1,-6,5,-13,31,7,-22,0,-36,58,-28,1,0,-7,24,-12,47,-17,15,-26,33,-51,36,-2,-56,-52,0,17,1,32,-24,60,31,-7,58,-3,7,-73,32,58,-38,3,-23,-38,25,-67,-17,-39,24,17,12,-17,0,-35,63,70508
-14,23,31,0,-8,-33,0,0,0,-23,6,32,-51,36,15,8,-14,28,6,-81,1,-25,-36,24,42,19,28,0,7,30,2,17,-67,54,5,5,25,4,-9,30,-44,31,32,38,-51,-27,0,22,33,1,-21,54,6,-37,-69,18,-28,-1,55,58,22,-46,8,36,29,0,-26,-31,33,-2,0,43,-9,34,22,-22,19,-86,12,3,-22,-30,-44,92,20,-21,20,-19,-7,-13,0,10,28,-8,-32,-15,34,-24,5,-2,-5,4,37,-12,7,43,-1,0,24,27,0,39,23,46,-15,-36,2,1,0,-6,28,12,0,0,-9,14,-9,-27,-3,-8,-25,-4,-49,-23,2,0,36,26,40,-55,54,65,50,-31,-35,-1,25,-27,-35,0,-15,-5,50,0,-4,38,-7,31,31,40,-21,6,-3,44,67,-29,-32,-29,-12,14,-57,32,27,-10,7,0,28,8,-11,42,40,30,-34,-3,0,-45,65,-13,45,0,-10,23,10,31,-1,-3,-14,27,37,5,19,-39,-25,0,25,-4,28,-36,19,-39,5,-84,22,16,-54,33,30,3,13,-22,-11,19,-68,-46,16,40,25,17,18,5,-31,95,70786
-48,61,8,0,-7,-21,-60,40,0,-3,-18,49,-23,68,9,12,-51,38,-40,27,52,-54,-9,34,5,-51,0,18,44,7,-49,2,-68,28,2,-14,-23,-6,-9,1,-100,-51,52,36,-4,-23,0,7,0,-13,-50,36,-19,-55,-67,1,-63,-39,99,100,33,-100,54,7,5,0,16,0,-12,-17,0,41,4,11,28,-5,15,19,-18,-42,-59,-21,-5,79,75,-51,3,-76,-43,-31,52,-9,35,-18,-75,0,16,-58,-21,-46,-4,22,45,-11,32,42,-2,0,71,-31,0,12,27,75,-11,-27,-45,26,0,-17,-2,-17,0,-10,-1,6,-29,-48,5,-7,-22,10,-1,-17,-9,0,39,-16,38,-64,63,4,31,14,1,3,27,-54,-5,44,-54,5,100,0,-40,44,-22,58,45,3,-13,-27,6,22,28,-43,-47,-41,-38,-15,-94,34,48,-17,-37,0,70,8,6,42,12,52,-5,9,0,-13,29,-16,16,0,-9,65,5,59,-25,12,-10,41,17,18,-6,-24,-72,0,-14,-5,21,-59,73,20,-6,31,7,-3,-65,41,34,-25,6,-66,-38,30,-90,-23,-40,2,-8,-28,5,0,-65,74,70826
-26,38,72,0,-7,-50,79,-5,0,-26,-4,37,-9,-40,15,15,-26,-24,23,8,-5,-25,-3,45,9,26,-20,12,46,64,77,15,-49,31,27,-14,8,-6,-7,0,-45,10,35,19,-30,-4,0,24,38,-14,-49,32,0,-34,-45,18,-41,2,34,-10,42,-62,56,16,5,0,-5,7,10,-30,0,5,-19,32,52,-27,12,29,6,-40,-30,-49,-8,72,-41,-51,-3,23,-12,11,-7,-9,20,-66,-30,-36,8,-36,1,-36,6,12,55,-4,62,-42,-3,0,-43,10,0,41,52,46,2,-57,-40,-20,0,-67,-18,-31,0,44,-31,11,17,-51,-33,-15,-4,34,-29,-50,44,0,21,-31,2,-26,46,-7,-44,-46,6,5,41,9,-29,1,-32,13,-4,0,-13,37,-6,13,60,-33,-44,9,-31,7,33,-38,-17,-31,-14,49,-32,-13,61,0,25,0,40,12,15,0,19,42,-26,33,0,8,33,-8,31,0,-10,40,12,9,16,7,2,32,17,-23,36,-54,-23,0,-13,-2,47,10,-44,-52,-4,5,24,-8,-30,30,-24,7,9,-39,-1,24,-36,-6,4,17,10,-38,-6,-13,-45,70,71998
-22,45,13,0,-5,-10,-29,3,0,-19,-5,35,2,42,-1,-12,0,8,-21,4,28,-13,45,15,12,54,-2,7,19,11,-27,4,-38,-4,6,-11,-4,1,14,-3,-9,45,8,11,-3,-16,0,0,-2,-12,-8,-5,-3,-4,-36,1,-17,-13,43,52,12,-17,29,11,5,0,-37,13,5,-17,0,-2,-42,2,-12,-19,3,0,4,-5,-21,-6,-11,47,30,-8,-33,-41,-14,-8,26,0,19,-13,-41,-16,24,-19,-4,-11,27,7,22,-4,-7,-19,-11,0,23,1,0,34,22,57,19,-35,-15,27,0,-13,-1,-9,0,-3,-13,-7,-6,-36,-6,-4,-15,22,-1,-7,-3,0,15,-57,28,-40,40,43,-13,23,11,-12,22,-27,-1,6,-23,0,57,0,-22,11,-15,21,45,-57,-4,-20,-7,2,7,-34,3,-30,-15,-39,-47,17,47,-15,-20,0,32,-14,-3,-4,0,36,0,20,0,-3,8,-6,0,0,-10,44,-10,22,-4,4,11,33,25,26,14,-33,-35,0,25,-10,26,-32,21,16,-1,4,0,4,-42,5,7,-4,-1,-25,-34,1,-52,3,-13,13,-2,16,-35,-4,-20,46,72026
