overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,84,84,83,83,85,85,1,83,85
-1,74,73,74,72,74,73,8,72,74
-1,74,74,75,74,74,73,17,72,74
1,82,85,84,90,83,83,21,92,85
1,81,82,81,81,82,81,22,81,83
1,74,77,76,80,76,75,36,82,76
1,80,81,80,82,79,82,48,85,79
-1,72,72,73,73,73,70,50,75,72
-1,79,79,80,84,80,79,52,84,79
-1,74,75,76,78,76,74,54,76,75
-1,75,76,77,81,76,74,65,81,76
-1,72,73,74,73,75,72,70,72,75
-1,72,72,73,73,74,71,71,73,73
1,74,76,75,77,75,76,74,78,77
-1,76,75,76,76,75,74,95,78,76
1,77,77,76,75,76,78,144,75,76
-1,75,75,76,76,76,74,175,76,75
-2,75,75,77,76,77,74,189,76,75
-1,72,72,73,71,73,71,206,72,72
1,78,79,78,79,78,80,234,79,79
2,77,80,78,81,79,78,237,82,81
1,74,78,77,78,78,75,247,79,79
1,77,80,79,82,79,79,325,83,81
1,75,77,76,82,76,77,327,82,77
-1,76,75,76,76,76,75,453,76,76
-1,76,76,77,78,75,74,461,78,74
-1,74,74,75,74,75,73,472,74,74
-1,74,75,76,77,76,72,479,76,75
1,78,78,77,80,77,78,483,80,78
1,77,80,79,79,77,78,605,80,79
-1,75,74,75,76,74,73,1745,76,74
1,77,77,76,76,76,78,1824,78,77
-1,71,72,73,75,74,68,1861,75,73
1,78,77,76,76,73,78,1876,79,73
-1,73,74,75,71,76,72,1896,71,75
-1,73,75,76,76,77,71,10029,76,77
-1,72,73,74,74,73,71,100888,74,71
-1,79,77,78,76,79,77,110062,74,77
1,82,83,82,82,82,82,115995,83,83
1,80,82,81,83,81,81,115998,84,82
-2,70,74,76,77,78,68,115999,76,76
1,76,79,78,83,77,78,116304,83,78
1,76,78,77,79,74,79,116307,81,75
1,76,80,79,81,79,77,116309,81,80
1,77,80,79,80,79,78,116310,82,80
-1,74,76,77,78,72,73,116311,77,72
1,80,81,80,81,81,81,116326,81,82
1,76,77,76,77,76,78,116328,77,77
-1,73,73,74,73,74,72,116333,73,73
1,81,82,81,80,82,82,131681,80,83
