competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
39,1,21,112885,39,0,28,28,402,161412,161756,70200,112893,0,39
39,23,28,691,39,0,27,28,196,161412,161757,70200,111139,0,39
39,22,14,112828,39,0,28,28,147,161412,161758,70200,112134,0,39
39,4,17,111651,39,0,29,27,32,161412,161759,70200,687,0,39
39,16,13,112606,39,0,28,28,180,161412,161760,72000,114640,0,39
39,9,10,698,39,0,28,27,178,161412,161761,70200,101112,0,39
39,7,26,696,39,0,29,28,178,161412,161762,70200,694,0,39
39,3,15,111138,39,0,28,28,196,161412,161763,70200,113149,0,39
39,24,25,114162,39,0,28,29,193,161412,161764,70200,693,0,39
39,18,6,111065,39,0,28,28,32,161412,161765,70200,695,0,39
39,19,5,112996,39,0,27,28,458,161412,161766,70200,114161,0,39
39,2,12,111140,39,0,28,29,435,161412,161767,70200,697,0,39
39,29,8,111144,39,0,29,28,341,161412,161768,70200,111928,0,39
39,21,11,689,39,0,29,28,430,161415,161773,70200,112885,0,39
39,27,29,111928,39,0,28,29,32,161415,161781,70200,113018,0,39
39,20,22,112134,39,0,28,29,26,161416,161782,64800,688,0,39
41,3,9,113459,41,0,20,21,34,161412,161986,64800,417,0,41
41,7,4,919,41,0,21,21,249,161412,161991,68400,131491,0,41
41,15,10,1756,41,0,22,22,178,161415,162015,64800,299,0,41
41,1,4,919,41,0,21,22,249,161416,162016,52200,918,0,41
41,2,6,2041,41,0,22,22,178,161416,162017,69300,300,0,41
41,8,12,922,41,0,22,22,228,161415,162018,57600,112199,0,41
41,13,5,298,41,0,22,22,26,161416,162019,61200,1463,0,41
41,14,11,418,41,0,22,21,34,161416,162020,61200,1757,0,41
41,16,9,113459,41,0,20,22,34,161416,162022,61200,1456,0,41
56,3,9,711,56,0,21,21,249,161413,162220,68400,710,0,56
56,14,12,319,56,0,22,22,178,161417,162255,68400,321,0,56
56,2,5,700,56,0,22,22,179,161416,162258,50400,708,0,56
56,7,13,1439,56,0,22,22,249,161415,162260,54000,433,0,56
56,16,15,112126,56,0,22,22,35,161416,162261,50400,112180,0,56
56,4,10,111705,56,0,22,22,469,161415,162262,63000,112072,0,56
56,11,5,700,56,0,22,22,179,161413,162265,68400,702,0,56
56,1,6,111594,56,0,22,22,178,161412,162266,68400,320,0,56
56,7,8,113458,56,0,22,22,34,161419,162268,68400,433,0,56
65,9,8,305,65,0,28,29,34,161414,162469,71100,1572,0,65
65,3,2,445,65,0,29,29,34,161414,162470,71100,306,0,65
65,1,6,1571,65,0,29,29,34,161414,162471,71100,834,0,65
65,4,7,423,65,0,29,30,34,161414,162472,71100,753,0,65
65,10,5,563,65,0,30,30,34,161415,162473,71100,837,0,65
2012,4,15,114628,2012,0,25,25,195,161414,162895,74100,111768,0,2012
2012,1,9,111769,2012,0,25,25,33,161415,162896,68400,112540,0,2012
2012,3,8,111779,2012,0,25,25,195,161415,162897,74100,116360,0,2012
2012,10,5,111724,2012,0,25,25,196,161415,162898,74100,116361,0,2012
2012,6,2,110955,2012,0,25,25,195,161415,162899,75600,111774,0,2012
2012,12,16,112979,2012,0,25,25,182,161416,162900,72000,131173,0,2012
2012,14,13,131488,2012,0,25,25,193,161416,162901,72000,131487,0,2012
2012,11,7,112163,2012,0,25,25,195,161416,162902,75600,112985,0,2012
83,3,4,112558,83,0,30,30,182,161415,163115,59400,2055,0,83
83,5,11,2056,83,0,30,30,178,161415,163116,68400,982,0,83
83,2,6,1474,83,0,30,30,196,161416,163117,59400,112115,0,83
83,8,7,112258,83,0,30,30,34,161416,163118,59400,1478,0,83
83,1,12,110765,83,0,30,30,158,161416,163119,68400,1473,0,83
83,10,9,980,83,0,30,30,176,161416,163120,68400,1477,0,83
2221,2,4,116309,2221,0,20,20,178,161414,163613,68400,116304,0,2221
2221,1,8,131477,2221,0,20,20,32,161414,163614,70200,116307,0,2221
2221,5,9,116308,2221,0,20,20,158,161415,163615,70200,116303,0,2221
2221,11,14,116306,2221,0,20,20,178,161415,163616,70200,116300,0,2221
2221,12,7,116305,2221,0,20,20,181,161415,163617,73800,116312,0,2221
2221,13,3,116310,2221,0,20,20,430,161416,163618,46800,131478,0,2221
2221,6,10,116311,2221,0,20,20,458,161417,163619,68400,116302,0,2221
10,13,12,1908,10,0,4,4,176,161411,163680,72000,1913,0,10
10,7,15,245,10,0,2,4,15,161412,163681,72000,634,0,10
10,2,14,1914,10,0,5,5,249,161414,163700,72000,1906,0,10
10,5,3,1903,10,0,4,5,180,161415,163701,59400,1907,0,10
10,9,18,1905,10,0,5,5,249,161415,163702,67500,100646,0,10
10,15,10,100632,10,0,5,2,249,161415,163703,72000,245,0,10
10,16,8,1910,10,0,5,5,249,161415,163704,75600,100634,0,10
10,4,13,1913,10,0,4,5,176,161416,163705,44100,1915,0,10
10,12,17,111380,10,0,5,4,228,161416,163706,52200,1908,0,10
10,11,6,246,10,0,4,5,487,161416,163707,52200,1904,0,10
10,1,7,634,10,0,4,5,249,161416,163708,60300,247,0,10
13,8,14,19,13,0,4,4,355,161415,164001,45000,5,0,13
13,17,19,17,13,0,4,4,113,161415,164002,54000,94,0,13
13,9,13,18,13,0,4,4,409,161415,164003,54000,1925,0,13
13,3,12,144,13,0,4,4,328,161415,164004,54000,13,0,13
13,20,15,95,13,0,4,4,335,161415,164005,54000,7,0,13
13,11,4,9,13,0,4,4,13,161415,164006,54000,1943,0,13
13,18,5,2,13,0,4,4,115,161415,164007,54000,110,0,13
13,10,16,1799,13,0,4,4,330,161415,164008,63000,11,0,13
13,7,6,1808,13,0,4,4,340,161416,164009,50400,14,0,13
13,2,1,10,13,0,4,4,246,161416,164010,59400,1,0,13
14,22,13,1806,14,0,5,5,331,161414,164401,72000,1952,0,14
14,10,2,106,14,0,5,5,326,161415,164402,45000,12,0,14
14,5,15,1792,14,0,5,5,329,161415,164403,45000,1795,0,14
14,18,12,15,14,0,5,5,337,161415,164404,45000,97,0,14
14,8,6,1794,14,0,5,5,433,161415,164405,54000,91,0,14
14,16,1,109,14,0,5,5,327,161415,164406,54000,1929,0,14
14,7,17,1919,14,0,5,5,491,161415,164407,54000,1951,0,14
14,23,4,1796,14,0,5,5,336,161415,164408,54000,1790,0,14
14,9,24,1961,14,0,5,5,334,161415,164409,54000,8,0,14
