overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,81,84,83,82,86,82,1,83,87
-1,80,80,81,82,81,78,2,82,80
2,75,76,74,75,75,77,8,78,76
-1,80,79,80,77,78,80,11,75,78
-2,80,79,81,81,80,77,13,80,80
1,79,79,78,80,78,79,14,82,78
-1,81,80,81,81,82,80,18,80,80
1,82,85,84,90,84,83,21,91,85
-1,74,75,76,81,77,73,23,79,76
1,75,77,76,79,76,75,36,80,76
1,78,81,80,82,79,79,45,82,81
1,79,80,79,83,78,80,52,83,79
-1,76,76,77,78,78,76,66,76,77
-1,76,76,77,77,76,76,72,76,77
1,75,76,75,76,76,76,78,76,78
-1,73,73,74,73,74,72,86,72,75
-1,75,74,75,77,74,72,94,77,74
1,75,77,76,77,77,76,110,76,78
2,76,78,76,75,77,78,189,75,79
1,83,85,84,84,85,83,241,85,87
1,83,86,85,88,85,83,243,89,86
-2,74,74,76,76,77,73,245,75,75
1,75,79,78,78,79,77,247,80,80
2,77,81,79,85,78,79,325,85,81
-1,79,79,80,81,79,78,326,81,79
-1,75,75,76,82,76,73,327,82,76
-1,75,75,76,75,76,75,378,75,75
1,72,76,75,80,75,75,436,83,76
1,76,79,78,77,77,76,449,77,79
-1,76,76,77,75,76,76,461,75,75
1,75,77,76,78,76,76,479,79,76
-1,76,76,77,73,78,76,480,73,77
-1,77,77,78,78,77,76,1808,77,77
-1,75,74,75,72,74,75,1831,73,72
1,77,78,77,80,77,78,1943,80,77
-1,79,77,78,75,78,78,110062,75,77
1,78,80,79,80,80,79,115845,80,81
-1,74,74,75,74,74,73,115996,73,74
-1,78,78,79,79,81,76,115997,79,81
1,83,84,83,84,84,84,116009,85,86
-1,73,74,75,76,77,72,116013,76,75
1,77,78,77,80,75,76,116015,82,76
1,81,82,81,77,79,82,116034,78,80
1,75,77,76,77,76,76,116036,78,78
-2,76,73,75,73,74,74,116037,73,73
1,81,82,81,82,81,82,116326,83,83
1,78,79,78,77,79,80,116327,76,80
-1,78,75,76,74,75,77,116328,73,75
-1,79,80,81,81,79,79,131681,80,78
-1,83,83,84,86,84,83,131682,86,83
