leaguegoals,isamongtopscorers,yellows,isamongtopscorersinteam,jerseynumber,position,artificialkey,teamid,leaguegoalsprevmatch,injury,leagueappearances,istopscorer,leaguegoalsprevthreematches,playerid,form,reds
0,0,0,0,1,0,0,269,0,0,0,0,0,228505,3,0
0,0,0,0,31,3,1,269,0,0,0,0,0,219814,3,0
1,0,0,0,32,4,2,269,1,0,0,0,1,250851,3,0
0,0,0,0,4,6,3,269,0,0,0,0,0,234827,3,0
1,0,0,0,24,7,4,269,0,0,0,0,0,264515,3,0
0,0,0,0,6,10,5,269,0,0,0,0,0,227622,3,0
9,0,0,1,28,23,6,269,0,0,0,0,0,255185,3,0
1,0,0,0,35,13,7,269,0,0,0,0,0,71170,3,0
1,0,0,0,10,15,8,269,0,0,0,0,0,172522,3,0
11,1,0,1,36,27,9,269,0,0,0,0,0,257167,3,0
5,0,0,1,17,25,10,269,0,0,0,0,0,272853,3,0
2,0,0,1,37,28,11,269,0,0,0,0,0,278359,3,0
1,0,0,0,2,28,12,269,0,0,0,0,0,254638,3,0
2,0,0,1,30,28,13,269,0,0,0,0,2,212121,3,0
0,0,0,0,5,28,14,269,0,0,0,0,0,225948,3,0
0,0,0,0,16,28,15,269,0,0,0,0,0,215693,3,0
2,0,0,1,7,28,16,269,1,0,0,0,2,251356,3,0
0,0,0,0,8,28,17,269,0,0,0,0,0,272596,3,0
2,0,0,1,11,28,18,269,0,0,0,0,0,257157,3,0
0,0,0,0,13,28,19,269,0,0,0,0,0,271112,3,0
0,0,0,0,34,28,20,269,0,0,0,0,0,73292,3,0
0,0,0,0,38,28,21,269,0,0,0,0,0,77394,3,0
0,0,0,0,1,0,22,270,0,0,0,0,0,200209,3,0
0,0,0,0,3,3,23,270,0,0,0,0,0,257036,3,0
1,0,0,0,25,4,24,270,0,0,0,0,0,252737,3,0
0,0,0,0,40,6,25,270,0,0,0,0,0,262588,3,0
0,0,0,0,2,7,26,270,0,0,0,0,0,236875,3,0
0,0,0,0,21,23,27,270,0,0,0,0,0,257259,3,0
1,0,0,0,20,13,28,270,0,0,0,0,0,243891,3,0
1,0,0,0,6,14,29,270,0,0,0,0,0,250853,3,0
1,0,0,0,33,15,30,270,0,0,0,0,0,73644,3,0
7,0,0,1,10,27,31,270,0,0,0,0,1,262538,3,0
10,1,0,1,23,25,32,270,1,0,0,0,1,271320,3,0
3,0,0,1,8,28,33,270,0,0,0,0,0,216286,3,0
1,0,0,0,11,28,34,270,0,0,0,0,0,275742,3,0
2,0,0,1,7,28,35,270,0,0,0,0,1,71027,3,0
1,0,0,0,4,28,36,270,0,0,0,0,0,266890,3,0
0,0,0,0,30,28,37,270,0,0,0,0,0,265179,3,0
