competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
65,9,2,305,65,202,21,21,34,161694,173090,71100,563,2202,65
65,3,4,445,65,11021,21,23,34,161694,173092,71100,1572,122,65
65,5,7,1571,65,10201,21,23,34,161694,173093,71100,834,21120,65
65,8,1,306,65,11021,23,21,34,161694,173094,72000,753,12220,65
39,25,6,687,39,0,18,18,178,161692,174349,70200,112885,0,39
39,4,29,111139,39,0,18,18,249,161692,174350,70200,113149,0,39
39,5,19,691,39,0,16,18,196,161692,174351,70200,114162,0,39
39,1,16,693,39,0,17,18,181,161692,174352,70200,112134,0,39
39,18,21,695,39,0,17,18,32,161692,174353,70200,111928,0,39
39,17,26,696,39,0,18,18,178,161692,174354,70200,114640,0,39
39,22,8,111138,39,0,18,18,196,161692,174355,70200,698,0,39
39,7,27,113018,39,0,18,18,178,161692,174356,70200,112606,0,39
39,30,20,694,39,0,18,18,33,161692,174357,70200,697,0,39
39,13,23,111065,39,0,18,16,32,161692,174358,70200,112996,0,39
39,12,28,111651,39,0,17,18,32,161692,174360,70200,689,0,39
39,5,24,688,39,0,19,18,32,161696,174363,70200,114162,0,39
39,25,10,112893,39,0,16,18,32,161696,174364,70200,112885,0,39
39,11,29,111139,39,0,18,18,249,161696,174365,70200,112828,0,39
39,9,28,111651,39,0,17,18,32,161696,174369,70200,111140,0,39
39,15,14,111144,39,0,18,19,341,161696,174376,70200,114161,0,39
