bs_zygomaxilla_NL_XXX_D_U,bs_zygomaxilla_NR_XXX_R_A,bs_mandible_NR_IXA_B_F,bs_maxilla_NL_SXX_N_W,bs_chin_NN_SXX_SL_SR,bs_brow_NL_XLX_R_A,bs_canine_NL_XXX_N,bs_brow_NL_XLX_B_F,bs_brow_NR_SMX_B_F,bs_temple_NR_XXX_B_F,bs_orbits_NR_XXX_N_W,bs_orbits_NR_SXX_D_U,bs_teeth_NN_XXX_D_U,ca_ears_NR_XXX_N_W,bs_cuspid_NR_XXX_SL_SR,fl_eyes_NR_XXX_R_A,bs_skull_NN_SXX_N_W,bs_mandible_NR_XXP_B_F,ca_laryngeal_NN_XXX_N_W,bs_orbits_NL_XXX_R_A,bs_maxilla_NR_IXX_B_F,fl_eyes_NR_XXX_D_U,bs_incisorLower_NL_XLX_U,bs_mandible_NL_SXA_N_W,bs_cuspid_NL_XXX_N,bs_brow_NN_XMX_D_U,ca_ears_NL_XXX_B_F,bs_temple_NL_XXX_R_A,bs_zygomaxilla_NR_XXX_D_U,bs_coronal_NN_SXX_R,bs_incisor_NR_XLX_D_U,bs_incisor_NR_IMX_D_U,bs_brow_NN_XMX_SL_SR,bs_canine_NR_IXX_R,bs_maxilla_NR_SXX_D_U,bs_maxilla_NL_IXX_R_A,bs_incisorLower_NL_XLX_SL_SR,ca_ears_NL_XXX_SL_SR,bs_incisor_NL_IMX_R,bs_incisorLower_NL_XLX_N,bs_noseRoot_NN_XXX_D_U,bs_cuspid_NL_SXX_D_U,bs_incisor_NR_ILX_D_U,ca_ears_NL_XXX_R_A,bs_cuspid_NL_XXX_U,bs_cuspid_NR_SXX_D_U,bs_cuspid_NR_XXX_N,bs_mandible_NR_IXA_N_W,ca_ears_NR_XXX_R_A,bs_skull_NN_SXX_R_A,bs_noseBridge_NN_XXX_N_W,bs_incisorLower_NR_SMX_D_U,bs_chin_NN_XXX_B_F,bs_canine_NL_XXX_SL_SR,bs_incisor_NR_XLX_SL_SR,bs_brow_NR_XLX_N_W,bs_maxilla_NL_IXX_B_F,bs_incisorLower_NR_XLX_U,bs_mandible_NR_SXA_D_U,bs_skull_NN_XXP_N_W,bs_chin_NN_XXX_R_A,bs_orbits_NL_SXX_D_U,bs_temple_NL_XXX_B_F,ca_adamsapple_NN_XXX_D_U,bs_orbits_NL_XXX_N_W,bs_mandible_NL_XXP_N_W,bs_canine_NR_XXX_N,bs_nose_NN_XXX_N_W,bs_incisor_NL_XLX_N_W,bs_mandible_NR_XXP_N_W,ca_laryngeal_NN_XXX_B_F,bs_mandible_NL_IXA_B_F,bs_chin_NN_XXX_SL_SR,bs_molarsLower_NR_XXX_U,bs_brow_NL_XLX_N_W,bs_mandible_NL_IXA_R_A,bs_incisorLower_NL_SMX_D_U,bs_brow_NR_XLX_R_A,bs_incisor_NR_XMX_D_U,bs_cuspid_NR_XXX_U,bs_maxilla_NR_IXX_N_W,bs_mandible_NR_IXA_R_A,bs_incisorLower_NR_XLX_N,bs_noseBridge_NN_XXX_R_A,bs_incisor_NR_IMX_R,bs_canine_NL_IXX_R,bs_mandible_NL_IXA_D_U,bs_orbits_NR_XXX_R_A,bs_incisorLower_NL_SLX_D_U,bs_nose_NN_XXX_B_F,bs_mandible_NL_XXP_R_A,bs_temple_NR_XXX_N_W,bs_chin_NN_XXX_N_W,bs_chin_NN_SXX_D_U,bs_orbits_NR_XXX_B_F,bs_teethLower_NN_XXA_N_W,bs_brow_NL_SMX_D_U,bs_incisorLower_NL_XMX_N,bs_skull_NN_XXP_R_A,bs_chin_NN_SXX_N_W,bs_chin_NN_XXX_D_U,bs_canine_NL_XXX_D_U,bs_brow_NL_SMX_N_W,bs_temple_NL_XXX_N_W,bs_orbits_NL_XXX_B_F,bs_mandible_NR_SXA_B_F,bs_noseRoot_NN_XXX_SL_SR,ca_ears_NL_XXX_N_W,bs_coronal_NN_SXX_D_U,bs_maxilla_NL_IXX_N_W,bs_incisor_NL_XMX_D_U,bs_teeth_NN_XXX_SL_SR,bs_cuspid_NL_XXX_SL_SR,ca_ears_NL_XXX_D_U,bs_forehead_NN_XXX_U,bs_incisor_NL_XMX_N_W,bs_maxilla_NL_IXX_D_U,bs_maxilla_NR_IXX_R_A,bs_molarsLower_NL_XXX_U,bs_coronal_NN_SXX_N_W,bs_canine_NR_IXX_D_U,bs_incisor_NL_XLX_D_U,ca_adamsapple_NN_XXX_B_F,bs_incisor_NR_XMX_SL_SR,bs_temple_NR_XXX_R_A,bs_temple_NL_XXX_D_U,bs_noseRoot_NN_XXX_B_F,bs_orbits_NL_SXX_B_F,bs_forehead_NN_XXX_R_A,bs_orbits_NR_SXX_B_F,bs_incisorLower_NR_XMX_N,bs_temple_NR_XXX_D_U,bs_incisor_NL_XLX_SL_SR,bs_brow_NN_XMX_R_A,bs_zygomaxilla_NR_XXX_B_F,bs_teethLower_NN_XXA_D_U,bs_teeth_NN_XXX_B_F,bs_orbits_NL_SXX_N_W,bs_orbits_NL_XXX_D_U,bs_noseBridge_NN_XXX_SL_SR,bs_maxilla_NR_SXX_B_F,bs_teeth_NN_XXX_R_A,bs_incisor_NR_XMX_N_W,bs_maxilla_NR_IXX_D_U,bs_orbits_NR_SXX_R_A,bs_forehead_NN_XXX_B_F,bs_mandible_NL_IXA_N_W,bs_coronal_NN_SXX_B_F,bs_skull_NN_XXP_SL_SR,bs_coronal_NN_SXX_SL_SR,bs_brow_NL_XLX_D_U,bs_forehead_NN_XXX_SL_SR,bs_maxilla_NL_SXX_B_F,bs_noseRoot_NN_XXX_N_W,bs_incisorLower_NR_XMX_SL_SR,bs_zygomaxilla_NL_XXX_R_A,bs_zygomaxilla_NL_XXX_B_F,bs_maxilla_NL_SXX_R_A,bs_nose_NN_XXX_D_U,bs_mandible_NR_XXP_D_U,bs_incisor_NL_XMX_SL_SR,fl_eyes_NR_XXX_B_F,bs_incisor_NL_ILX_R,bs_molars_NL_XXX_D_U,bs_incisor_NR_XLX_N_W,ca_ears_NR_XXX_SL_SR,bs_brow_NR_SMX_R_A,bs_brow_NN_XMX_B_F,bs_canine_NR_XXX_SL_SR,bs_skull_NN_SXX_F,bs_mandible_NR_SXA_N_W,bs_brow_NL_SMX_R_A,fl_eyes_NR_XXX_N_W,ca_laryngeal_NN_XXX_D_U,bs_molars_NR_XXX_D_U,bs_skull_NN_XXP_D_U,bs_chin_NN_SXX_R_A,bs_mandible_NL_XXP_D_U,bs_forehead_NN_XXX_N_W,bs_nose_NN_XXX_SL_SR,fl_eyes_NL_XXX_B_F,bs_orbits_NR_SXX_N_W,bs_chin_NN_SXX_B_F,bs_noseBridge_NN_XXX_D_U,bs_orbits_NR_XXX_D_U,fl_eyes_NL_XXX_R_A,bs_mandible_NR_IXA_D_U,bs_mandible_NL_SXA_R_A,bs_teeth_NN_XXX_N_W,bs_brow_NL_SMX_B_F,bs_brow_NR_XLX_D_U,bs_maxilla_NR_SXX_N_W,bs_incisor_NL_ILX_D_U,bs_mandible_NL_SXA_B_F,bs_canine_NL_IXX_D_U,ca_laryngeal_NN_XXX_SL_SR,bs_brow_NR_SMX_N_W,bs_incisorLower_NL_XMX_U,bs_zygomaxilla_NR_XXX_N_W,ca_ears_NR_XXX_B_F,bs_incisorLower_NR_XLX_SL_SR,bs_canine_NR_XXX_D_U,bs_orbits_NL_SXX_R_A,bs_skull_NN_XXP_B_F,bs_incisor_NR_ILX_R,bs_incisorLower_NL_XMX_SL_SR,bs_teeth_NN_XXA_N_W,bs_mandible_NL_SXA_D_U,bs_mandible_NR_SXA_R_A,bs_mandible_NL_XXP_B_F,bs_brow_NN_XMX_N_W,fl_eyes_NL_XXX_D_U,bs_skull_NN_SXX_SL_SR,bs_teeth_NN_XXA_D_U,bs_noseBridge_NN_XXX_B_F,bs_brow_NR_XLX_B_F,ca_ears_NR_XXX_D_U,bs_skull_NN_SXX_D_U,fl_eyes_NL_XXX_N_W,bs_noseRoot_NN_XXX_R_A,bs_incisorLower_NR_XMX_U,bs_zygomaxilla_NL_XXX_N_W,bs_brow_NR_SMX_D_U,bs_incisor_NL_IMX_D_U,ca_adamsapple_NN_XXX_SL_SR,bs_nose_NN_XXX_R_A,bs_incisorLower_NR_SLX_D_U,bs_maxilla_NL_SXX_D_U,bs_mandible_NR_XXP_R_A,bs_maxilla_NR_SXX_R_A,assetid,fc_neck_restore,fc_mouthbag_restore
-30,21,-1,-66,2,-39,0,16,36,40,-80,-37,49,-36,-1,29,-31,51,46,27,10,54,0,-91,0,-41,-12,32,-25,0,1,0,-1,0,51,2,0,15,0,0,7,3,1,-47,0,2,0,-7,-47,-41,26,2,6,-2,3,-56,11,0,-8,49,46,-26,31,4,-84,-41,0,-61,1,-34,38,6,-10,0,-39,15,0,-44,-2,0,-67,21,0,35,0,0,-31,45,-1,-51,-51,-42,46,-9,-39,0,-68,0,2,-65,70,2,-5,-61,-37,19,1,-54,22,-60,-1,5,0,58,0,6,9,-1,0,40,1,-1,-68,3,35,-25,21,-17,13,-14,0,-27,2,7,-40,1,-67,32,-10,-14,3,-7,2,12,-48,11,5,2,11,3,6,-4,0,-7,-3,15,-51,27,54,-25,5,-35,0,-1,0,-51,15,0,-1,0,-100,13,-61,-3,0,-15,-38,-28,77,-11,-28,21,-64,-4,-11,16,-22,-52,-72,23,6,-85,1,24,2,-2,-33,0,-50,-7,0,5,-46,8,0,-1,5,-10,-54,46,42,51,16,-1,-19,19,58,-17,-62,32,0,-71,-79,1,2,31,0,52,-48,24,530,0,100
-52,-25,-11,-81,20,0,0,46,-8,40,-56,71,44,-42,2,19,40,5,22,44,58,-11,0,-76,0,-10,-23,-25,-56,0,2,0,11,0,60,31,3,-82,0,0,-13,1,0,-13,0,1,0,-26,-13,12,-8,1,-11,0,0,-91,45,0,-96,47,29,79,47,-9,-50,20,0,-16,2,15,1,-19,3,0,-56,43,1,-7,0,0,-21,37,0,10,0,0,21,54,2,-56,-19,6,49,-76,-15,0,-85,0,-38,-33,58,0,-16,-1,-16,36,16,-36,2,6,0,-22,0,-63,0,5,-70,37,0,9,1,0,-66,2,-30,31,18,86,20,78,0,28,-4,87,-42,3,-64,-20,-9,16,6,23,2,-70,-46,-80,-22,-27,1,-5,-86,-5,10,-10,-1,-19,-52,30,19,-68,2,-11,0,2,3,-58,-10,-30,1,0,-100,-18,-28,-7,1,-2,82,-60,-63,24,-18,-19,-79,40,-19,-4,12,-88,18,1,-100,-100,0,38,0,-5,-22,0,49,-21,2,0,-50,-3,0,0,5,-91,-97,4,9,-5,3,4,-5,42,-81,6,-30,-1,0,48,-89,3,4,-6,0,60,-17,27,3800,0,100
-1,29,-21,-45,6,-28,0,4,8,16,-48,-20,29,-46,-1,-17,3,28,52,-17,16,-49,0,-49,0,13,-18,38,1,0,0,-2,2,0,92,-22,0,-13,0,0,12,0,2,-5,0,1,0,-16,-4,-16,42,0,5,0,2,-49,17,0,-7,40,7,-21,13,7,-50,-19,0,-52,1,-15,31,-20,-8,0,-45,50,2,-28,0,0,0,49,0,24,0,0,11,-18,0,-13,-27,-64,-36,-8,-60,1,-48,0,-12,-38,20,3,-22,-70,-56,5,2,-50,-49,-12,0,-16,0,32,0,9,-20,-25,0,20,0,1,-84,3,38,11,-14,-8,-7,-6,0,11,0,40,-79,-2,-4,1,12,-7,26,-9,6,-14,-26,-18,-21,-19,2,0,-100,-8,25,14,0,27,-76,28,0,-3,0,-58,0,0,1,-28,10,-35,0,0,-39,9,-4,-6,2,-11,37,-5,-25,-4,-52,0,-55,49,8,-22,14,-13,-46,9,-100,-40,1,9,1,-3,-22,0,-63,-17,1,4,-24,0,0,0,4,-6,-13,27,-24,-47,5,-2,-10,0,34,-24,-5,20,0,-65,-52,-1,5,25,0,91,-28,31,4083,0,100
-52,17,-2,-56,5,-27,0,16,9,58,-48,-24,-17,-73,-2,24,42,27,52,2,-7,52,0,-20,0,-40,-23,42,-47,0,0,-2,0,0,92,-1,0,-56,0,0,-16,0,-2,-76,0,-2,0,7,-76,29,0,0,26,0,2,-73,-1,0,-32,71,21,-16,54,-36,-47,-5,0,-16,0,-8,45,-1,-14,0,-75,22,2,-24,-4,0,-5,20,0,69,0,0,-100,2,0,-48,-49,-75,-24,-43,-48,0,-91,0,-10,-100,16,-2,15,-68,-50,-8,0,-70,-51,-19,-4,-41,-3,-14,0,5,-28,-4,0,-14,0,0,-90,1,46,-14,32,22,33,23,0,-17,1,48,7,0,-45,43,-43,6,0,-6,3,-27,-11,44,10,5,0,0,15,-4,3,-13,0,14,-3,-13,-34,-10,3,-67,0,-1,1,-61,41,23,-1,0,-7,42,-47,-14,0,-46,72,-8,-74,19,-65,52,-76,-67,-37,20,-100,-7,9,2,-4,-64,-3,-8,0,-3,-2,0,-39,-22,0,2,-11,11,0,0,4,-33,-6,24,0,45,0,-3,-28,13,-20,-27,-37,56,0,-44,-93,0,2,19,0,94,-47,-11,5658,0,100
-39,8,-10,-83,9,-27,0,31,48,10,-62,-28,57,-34,-2,37,5,0,62,54,7,36,0,-82,0,40,-42,-5,-43,0,1,-1,-9,0,62,-3,1,-70,0,0,47,1,0,-21,0,0,0,-21,-21,-4,12,1,-11,0,3,27,10,0,-9,67,22,-34,12,-6,-76,17,0,-63,2,12,34,-4,-10,0,21,29,0,-17,-1,0,-40,35,0,16,0,0,-9,47,0,-61,-5,-47,-1,-18,-37,0,-16,0,-19,-69,51,0,-73,-52,-27,2,-6,-28,-31,-37,0,-25,-1,4,0,6,-12,-3,0,-11,2,-1,-86,2,-7,-11,-21,18,8,20,0,-6,2,84,-29,0,-56,42,-26,-29,-12,9,2,-12,-14,-17,-8,3,4,8,-94,-8,-10,-29,-1,12,-25,25,41,-25,2,-28,0,0,3,-49,15,-52,0,0,-85,19,-52,-9,0,-34,42,-23,-20,-27,-12,52,-48,-11,-20,28,-3,-20,-70,55,-80,-78,0,1,2,-6,-71,0,-2,-46,0,3,-19,-11,0,-1,5,-8,-19,1,-1,38,8,-2,14,23,5,-39,-58,24,0,-5,-11,1,2,27,-1,64,-4,26,16947,0,100
-19,-2,15,-18,4,10,0,2,19,25,-44,-16,60,-56,0,-18,-10,-4,52,-20,56,-34,0,-66,0,-8,-28,-20,-15,0,4,1,0,0,35,-2,0,-29,0,0,-2,4,2,-18,0,2,0,-30,-21,2,-11,2,25,1,1,33,56,0,-7,19,18,-13,24,-4,-34,-41,0,-47,3,-40,58,15,0,0,51,27,1,3,1,0,-54,24,0,52,0,0,9,-17,1,-17,-29,-47,14,1,-35,1,-1,0,-15,-32,35,3,-16,-43,-27,58,1,-60,-24,-52,1,0,-1,-45,0,5,-9,0,0,45,5,0,-63,1,-15,36,23,1,8,8,0,38,0,2,-50,1,-14,54,27,-2,56,-7,0,-13,-42,-5,-27,1,2,0,-19,-4,57,-39,0,-4,-58,0,54,-25,1,-4,0,1,1,-32,23,-34,0,0,-60,25,-27,-7,2,-6,46,-23,25,7,9,51,-47,-9,23,-26,9,-41,-38,13,-24,-27,0,58,1,-1,-23,0,-1,-25,-1,4,-38,1,0,0,1,-7,-42,-5,25,-32,-8,3,-31,9,-44,-10,-23,32,0,0,-1,3,1,7,2,37,-29,-2,69992,0,100
15,6,9,-91,9,-25,0,9,63,36,-76,17,60,-4,0,-68,-35,30,22,-3,2,44,0,-16,0,-24,-5,1,18,0,0,-1,-4,0,45,-4,-1,32,0,0,-25,2,0,32,0,1,0,6,28,23,-43,0,-20,-1,0,-26,2,0,-18,15,-4,8,37,-11,-78,-69,0,-44,0,-58,30,7,7,0,-25,20,1,-26,0,0,-43,26,0,39,0,0,17,-9,-2,-25,-47,-60,9,32,-39,-1,-28,0,8,-48,78,1,-26,-76,-43,21,-5,-2,-16,-47,1,-5,0,25,0,3,19,-1,0,30,2,-1,-71,1,-4,30,3,49,6,45,0,34,0,25,-47,1,-63,57,-13,-10,-46,1,1,21,-3,22,8,9,3,4,-15,-5,-37,-28,-3,1,-46,19,29,-25,0,11,0,1,-2,19,12,-26,1,0,-21,16,-27,-11,0,0,30,-26,6,-10,-5,58,-21,-5,-7,-63,22,2,-71,58,-8,-82,1,16,1,0,-14,0,-21,-8,-1,0,-3,25,0,-2,5,-17,1,30,4,44,0,4,-39,11,30,-17,-26,10,0,-32,-23,0,1,29,-2,46,-49,17,70021,0,100
-15,-4,29,-56,10,23,0,-23,20,31,-40,-11,63,23,-1,-37,-23,32,9,-2,46,-20,0,-58,0,27,0,-27,-22,0,-1,-1,-4,0,66,0,1,5,0,0,-30,1,0,2,0,0,0,-11,0,14,2,0,-8,-3,-1,-51,46,0,-23,19,18,-2,28,-12,-47,-58,0,-5,2,-67,48,30,6,0,-40,27,0,18,0,0,-14,25,0,29,0,0,4,6,1,-12,-55,-27,-35,-32,1,0,-2,0,-1,-35,50,3,2,-24,19,32,0,36,-35,-12,0,-19,-1,-99,0,6,13,0,0,22,0,0,-52,1,-32,-11,19,11,-4,20,0,-5,-2,45,-37,0,2,7,-16,-12,30,5,2,12,-36,-1,-14,8,-1,2,22,-8,23,-2,1,-5,-39,-21,48,-44,1,27,0,2,0,16,-19,21,-5,0,-56,-13,15,-5,0,-7,45,-44,28,-14,48,28,-47,-12,-20,-31,3,-62,-28,17,15,-51,0,28,-1,-2,23,0,-62,-6,0,2,-34,5,0,0,6,-24,-66,33,77,-20,-10,4,-11,-13,-100,-13,13,30,0,-52,0,0,3,3,1,65,-55,-29,70037,0,100
-37,-10,10,-56,-6,-26,0,41,37,35,-50,-23,50,-29,0,29,-12,6,15,34,19,16,0,-49,0,14,-47,49,-26,0,2,3,-2,0,68,0,1,-4,0,0,13,2,0,-18,0,3,0,-31,-20,-7,-11,4,24,0,2,-21,18,0,-33,39,19,-18,36,6,-47,-52,0,-63,2,-37,12,10,12,0,11,17,2,-35,1,0,-14,17,0,49,0,0,0,40,2,-38,-42,20,-23,-11,-15,0,-12,0,-27,-58,41,3,-23,13,-4,14,-4,-44,-13,-12,2,2,0,-60,0,5,-17,-8,0,97,3,0,-60,3,52,1,-9,30,6,52,0,15,0,26,-49,0,0,39,-34,-5,-3,-13,2,-22,-38,-36,-38,-7,8,-1,-91,-9,2,-34,-3,-13,-61,9,50,-43,5,7,0,2,1,-47,35,-18,0,0,-61,46,-49,1,2,-23,38,-44,2,1,33,22,-35,20,-35,20,1,0,-49,40,-91,-61,0,16,1,-1,-34,0,10,-45,0,3,-28,-3,0,0,3,-31,0,5,-100,4,5,6,-26,55,-47,-15,-48,48,0,14,-9,5,2,17,1,70,-41,11,70163,0,100
-16,6,34,-79,7,-8,0,16,23,8,-100,-2,61,-31,0,23,-16,22,17,-8,31,18,0,-40,0,-12,33,1,-24,0,1,-1,2,0,38,54,1,10,0,0,-36,3,1,22,0,1,0,-14,22,-7,8,0,-14,-3,1,28,33,0,33,20,2,-2,8,21,-97,-56,0,-68,1,-58,57,21,9,0,23,47,3,-13,0,0,-93,42,0,16,0,0,32,-1,1,-31,-63,-33,-28,0,-43,0,-21,0,6,-52,67,1,-61,-24,-28,62,1,-31,-24,-86,-1,-13,-1,52,0,3,27,60,0,-19,1,2,-66,-1,0,7,-8,13,9,8,0,2,0,11,-30,1,-64,4,-13,-2,-18,2,0,26,-6,8,-5,-10,0,3,-19,0,-22,14,0,3,-39,2,33,9,0,-25,0,1,-2,8,-8,-55,-3,0,-56,-6,-51,9,2,-8,36,15,-26,-4,-19,-1,-43,2,-13,24,22,-66,-47,17,-19,-81,0,47,0,-1,-48,0,-89,33,1,-1,-10,8,0,0,3,33,-63,20,46,17,-1,1,-40,18,54,-17,-51,-4,0,-92,-20,-1,2,12,1,37,-65,-1,70183,0,100
