overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,80,84,83,80,85,81,1,80,86
-1,80,80,81,81,80,80,2,81,79
-1,80,80,81,82,82,78,5,81,81
-2,80,79,81,81,82,78,13,80,81
1,78,82,81,80,80,79,18,80,80
1,84,84,83,82,83,86,32,82,84
-2,74,73,75,76,75,73,38,74,75
1,78,81,80,81,80,78,45,81,81
1,79,80,79,84,79,79,52,84,80
-1,76,74,75,75,75,74,64,74,74
1,76,78,77,79,76,77,65,80,77
-1,73,75,76,76,74,72,74,74,72
-1,74,74,75,76,74,74,94,78,75
1,78,78,77,76,77,78,144,76,78
1,76,77,76,75,77,76,189,76,78
1,76,79,78,76,79,77,219,78,80
1,75,77,76,75,76,75,236,74,77
1,82,85,84,89,83,83,241,90,83
2,74,77,75,76,77,75,245,77,77
1,77,80,79,85,78,78,325,86,79
-1,75,75,76,75,76,74,378,75,75
-1,72,74,75,80,75,71,436,82,75
-1,78,79,80,79,81,78,448,79,80
1,76,78,77,76,77,77,449,76,79
-1,76,77,78,79,79,75,457,76,78
-1,75,76,77,75,76,74,461,75,74
-1,73,73,74,74,74,72,463,74,74
-1,74,74,75,75,76,72,472,75,76
1,77,77,76,73,75,77,481,75,75
1,76,78,77,82,78,76,605,82,79
-1,78,77,78,78,77,76,1799,78,76
1,79,78,77,77,76,80,1824,77,77
1,76,77,76,78,77,77,1925,78,77
-1,73,73,74,73,74,73,100888,73,73
-1,79,78,79,76,79,78,110062,75,79
-1,75,76,77,80,76,73,110374,79,75
-1,74,74,75,73,74,74,115996,72,74
-1,78,78,79,79,81,77,115997,79,79
1,82,82,81,81,81,83,115998,82,81
2,83,85,83,83,83,85,116009,85,84
-1,78,76,77,78,77,76,116011,78,76
-1,73,74,75,76,74,72,116013,75,73
1,74,77,76,77,77,74,116014,78,78
-1,77,76,77,81,78,76,116015,80,77
1,78,82,81,82,81,80,116017,84,82
1,85,86,85,85,84,86,116033,87,85
1,81,82,81,77,79,81,116034,77,80
1,75,79,78,84,80,76,116035,85,81
-2,76,73,75,73,74,74,116037,73,73
-1,83,83,84,86,83,83,131682,85,83
