homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
6,5,14,4,21,17,0,0,0,0,0,0,1,1,0,0,0,5,0,18,269,10,3,0,30,0,1,0,0,0,3,3,3,0
14,9,17,6,12,10,0,0,0,0,0,0,1,1,0,0,0,4,1,18,270,8,2,0,26,0,2,0,2,0,2,4,4,0
9,3,21,3,13,9,0,0,0,0,0,0,1,1,0,0,0,5,2,18,271,10,3,0,31,0,0,1,0,0,3,3,4,0
10,1,20,1,14,10,0,0,0,0,0,0,1,1,0,0,0,6,3,18,819,10,4,0,36,0,0,1,0,0,2,3,3,0
15,12,10,9,8,16,0,0,0,0,0,0,1,1,0,0,0,3,4,17,820,5,1,0,17,0,3,0,2,0,5,3,2,0
20,11,9,12,8,20,0,0,0,0,0,0,1,1,0,0,0,1,5,18,822,4,1,0,9,0,6,0,0,0,7,1,2,0
13,4,16,8,14,18,0,0,0,0,0,0,1,1,0,0,0,4,6,18,1443,3,1,0,21,0,2,0,2,0,5,4,2,0
22,13,13,10,9,19,0,0,0,0,0,0,1,1,0,0,0,2,7,18,1447,5,2,0,16,0,4,0,2,0,6,1,3,0
9,7,17,2,15,13,0,0,0,0,0,1,1,1,0,0,0,8,8,18,1516,0,3,0,36,0,1,0,0,0,3,3,0,0
10,6,15,5,17,11,0,0,0,0,0,0,1,1,0,0,0,4,9,18,1786,8,4,0,30,0,3,0,2,0,1,4,2,0
9,2,18,7,12,20,0,0,0,0,0,0,1,1,0,0,0,5,10,17,1788,3,2,0,26,0,0,1,2,0,5,1,4,0
12,10,6,11,6,13,0,0,0,0,0,0,1,1,0,0,0,1,11,18,15001,4,0,0,10,0,4,0,2,0,6,3,4,0
13,11,27,4,18,10,0,0,0,0,0,0,4,4,0,0,0,7,12,26,229,10,6,0,45,0,3,0,0,0,4,3,3,0
14,3,31,5,14,15,0,0,0,0,0,0,4,4,0,0,0,8,13,26,230,10,4,0,43,0,3,0,0,0,4,5,2,0
14,4,33,2,23,16,0,0,0,0,0,1,4,4,0,0,0,9,14,26,231,10,6,0,52,0,1,0,1,0,3,4,3,0
8,6,12,7,8,21,0,0,0,0,0,0,4,4,0,0,0,7,15,26,232,8,2,0,35,0,3,0,2,0,6,5,3,0
17,15,14,11,17,27,0,0,0,0,0,0,4,4,0,0,0,4,16,26,537,3,4,0,31,0,5,0,2,0,6,3,4,0
10,9,17,8,13,19,0,0,0,0,0,0,4,4,0,0,0,6,17,26,670,8,3,0,33,0,4,0,2,0,7,3,3,0
8,1,28,1,23,23,0,0,0,0,0,0,4,4,0,0,0,12,18,26,673,0,7,0,60,0,0,1,0,0,4,2,1,0
13,5,25,6,13,17,0,0,0,0,0,0,4,4,0,0,0,7,19,26,674,10,3,0,40,0,3,0,0,0,3,7,3,0
22,16,15,16,9,34,0,0,0,0,0,0,4,4,0,0,0,2,20,26,675,4,0,0,14,0,4,0,2,0,12,1,7,0
20,12,18,14,14,30,0,0,0,0,0,0,4,4,0,0,0,3,21,26,680,5,2,0,24,0,3,0,1,0,9,2,7,0
19,7,27,12,18,26,0,0,0,0,0,0,4,4,0,0,0,5,22,26,681,3,3,0,30,0,4,0,1,0,8,2,4,0
15,8,16,13,11,22,0,0,0,0,0,0,4,4,0,0,0,5,23,26,1750,3,2,0,30,0,3,0,1,0,7,4,5,0
10,2,22,3,17,12,0,0,0,0,0,0,4,4,0,0,0,8,24,26,2014,10,4,0,46,0,2,0,2,0,2,7,3,0
19,14,11,15,10,30,0,0,0,0,0,0,4,4,0,0,0,4,25,26,100081,4,1,0,19,0,8,0,2,0,9,3,1,0
8,10,16,9,7,19,0,0,0,0,0,0,4,4,0,0,0,6,26,26,100087,3,1,0,32,0,1,0,0,0,7,5,6,0
18,13,28,10,13,19,0,0,0,0,0,0,4,4,0,0,0,5,27,26,110724,5,3,0,31,0,4,0,0,0,7,3,4,0
7,3,28,1,21,11,0,0,0,0,0,0,10,10,0,0,0,10,28,22,245,0,7,0,54,0,0,1,0,0,2,2,1,0
11,1,21,4,25,15,0,0,0,0,0,0,10,10,0,0,0,6,29,22,246,10,5,0,40,0,2,0,1,0,2,5,2,0
10,2,40,2,31,16,0,0,0,0,0,1,10,10,0,0,0,9,30,23,247,10,7,0,52,0,0,1,1,0,3,1,3,0
19,13,14,11,15,21,0,0,0,0,0,0,10,10,0,0,0,5,31,22,634,3,2,0,26,0,6,0,2,0,4,5,0,0
21,7,17,3,25,15,0,0,0,0,0,0,10,10,0,0,0,5,32,23,1903,10,7,0,43,0,4,0,1,1,0,5,2,0
15,19,16,10,10,26,0,0,0,0,0,0,10,10,0,0,0,6,33,23,1904,3,2,0,27,0,4,0,1,0,8,1,2,0
18,9,16,17,15,29,0,0,0,0,0,0,10,10,0,0,0,3,34,23,1905,4,1,0,17,0,6,0,2,0,8,3,2,0
12,4,22,5,16,9,0,0,0,0,0,0,10,10,0,0,0,6,35,22,1906,8,6,0,40,0,4,0,0,0,2,3,1,0
16,20,15,14,11,18,0,0,0,0,0,0,10,10,0,0,0,3,36,23,1907,3,3,0,24,0,6,0,2,0,5,3,3,0
8,5,25,6,21,22,0,0,0,0,0,0,10,10,0,0,0,7,37,22,1908,8,4,0,39,0,0,1,0,0,5,3,3,0
16,12,25,12,9,16,0,0,0,0,0,0,10,10,0,0,0,4,38,22,1910,3,3,0,25,0,4,0,1,0,7,0,4,0
11,8,18,9,9,31,0,0,0,0,0,0,10,10,0,0,0,5,39,23,1913,3,2,0,27,0,1,0,1,0,9,1,5,0
17,17,18,13,9,18,0,0,0,0,0,0,10,10,0,0,0,5,40,23,1914,3,1,0,25,0,5,0,1,0,5,5,2,0
6,12,12,8,10,26,0,0,0,0,0,0,10,10,0,0,0,5,41,23,1915,8,2,0,27,0,2,0,0,0,8,2,4,0
15,11,25,7,15,19,0,0,0,0,0,0,10,10,0,0,0,7,42,22,100632,8,3,0,35,0,2,0,0,0,5,2,3,0
18,16,20,15,8,25,0,0,0,0,0,0,10,10,0,0,0,3,43,23,100634,3,2,0,24,0,2,0,2,0,7,2,7,0
17,6,9,16,10,16,0,0,0,0,0,0,10,10,0,0,0,1,44,23,100646,5,3,0,20,0,5,0,2,0,6,3,5,0
28,18,9,18,5,17,0,0,0,0,0,0,10,10,0,0,0,2,45,22,111380,4,1,0,14,0,8,0,1,0,6,4,1,0
10,2,27,2,24,12,0,0,0,0,0,0,13,13,0,0,0,8,46,25,1,1,7,0,53,0,0,1,0,0,2,4,4,0
