homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
4,5,8,6,14,13,0,0,0,0,0,0,1,1,0,0,0,3,0,11,269,8,2,0,18,0,1,0,0,0,2,2,1,0
11,9,14,4,9,6,0,0,0,0,0,0,1,1,0,0,0,3,1,11,270,10,2,0,19,0,1,0,1,0,1,2,2,0
7,3,17,3,8,4,0,0,0,0,0,0,1,1,0,0,0,3,2,11,271,10,2,0,20,0,0,1,1,0,1,2,3,0
5,1,10,2,11,8,0,0,0,0,0,0,1,1,0,0,0,3,3,11,819,10,3,0,21,0,0,1,1,0,2,1,2,0
10,12,7,9,5,12,0,0,0,0,0,0,1,1,0,0,0,3,4,11,820,5,1,0,13,0,2,0,1,0,4,1,0,0
16,11,6,12,3,12,0,0,1,0,0,0,1,1,0,0,0,0,5,11,822,4,0,0,1,0,5,0,1,0,5,0,1,0
9,4,10,8,12,12,0,0,0,0,0,0,1,1,0,0,0,2,6,11,1443,3,1,0,13,0,1,0,1,0,3,2,2,0
10,13,6,11,4,14,0,0,0,0,0,0,1,1,0,0,0,1,7,11,1447,4,1,0,8,0,2,0,2,0,5,0,2,0
4,7,12,1,10,9,0,0,0,0,0,1,1,1,0,0,0,5,8,11,1516,0,2,0,24,0,0,1,2,0,1,3,0,0
8,6,8,7,9,8,0,0,0,0,0,0,1,1,0,0,0,2,9,11,1786,3,1,0,15,0,2,0,1,1,0,4,2,0
7,2,14,5,10,12,0,0,0,0,0,0,1,1,0,0,0,3,10,11,1788,8,2,0,18,0,0,1,0,0,3,0,3,0
8,10,4,10,4,6,0,0,0,0,0,0,1,1,0,0,0,1,11,11,15001,5,0,0,8,0,3,0,1,0,2,3,2,0
5,11,7,4,6,3,0,0,0,0,0,0,4,4,0,0,0,2,12,10,229,10,2,0,17,0,1,0,0,1,0,2,3,0
4,3,17,2,4,3,0,0,0,0,0,0,4,4,0,0,0,4,13,10,230,10,2,0,19,0,2,0,0,0,1,1,0,0
6,4,8,5,8,6,0,0,0,0,0,1,4,4,0,0,0,2,14,10,231,10,2,0,15,0,1,0,1,0,2,1,2,0
2,6,3,11,2,6,0,0,0,0,0,0,4,4,0,0,0,2,15,10,232,8,1,0,12,0,1,0,2,0,3,1,2,0
6,15,7,7,7,9,0,0,0,0,0,0,4,4,0,0,0,2,16,10,537,3,2,0,15,0,2,0,0,0,1,1,2,0
2,9,6,9,6,8,0,0,0,0,0,0,4,4,0,0,0,3,17,10,670,10,1,0,14,0,1,0,2,0,3,1,1,0
3,1,10,1,11,10,0,0,0,0,0,0,4,4,0,0,0,4,18,10,673,0,3,0,22,0,0,1,2,0,2,0,1,0
4,5,11,3,7,6,0,0,0,0,0,0,4,4,0,0,0,3,19,10,674,10,2,0,17,0,1,0,1,0,2,1,1,0
9,16,4,16,4,18,0,0,1,0,0,0,4,4,0,0,0,0,20,10,675,4,0,0,2,0,3,0,1,0,5,1,1,0
9,12,7,13,6,9,0,0,0,0,0,0,4,4,0,0,0,1,21,10,680,5,1,0,11,0,1,0,1,0,2,2,3,0
8,7,11,6,9,10,0,0,0,0,0,0,4,4,0,0,0,2,22,10,681,8,2,0,15,0,1,0,1,0,2,1,2,0
8,8,10,15,1,12,0,0,0,0,0,0,4,4,0,0,0,2,23,10,1750,4,0,0,8,0,2,0,2,0,4,1,1,0
1,2,7,10,4,7,0,0,0,0,0,0,4,4,0,0,0,3,24,10,2014,3,0,0,14,0,0,1,1,0,2,4,1,0
6,14,4,12,4,10,0,0,0,0,0,0,4,4,0,0,0,2,25,10,100081,5,1,0,11,0,2,0,0,0,3,1,1,0
3,10,7,14,3,12,0,0,0,0,0,0,4,4,0,0,0,2,26,10,100087,3,0,0,11,0,0,1,2,0,3,3,2,0
9,13,15,8,3,5,0,0,0,0,0,0,4,4,0,0,0,3,27,10,110724,3,1,0,14,0,2,0,0,0,2,2,0,0
1,3,9,5,4,3,0,0,0,0,0,0,10,10,0,0,0,3,28,6,245,8,1,0,13,0,0,1,0,0,1,1,0,0
2,1,5,6,9,5,0,0,0,0,1,0,10,10,0,0,0,2,29,7,246,8,1,0,13,0,0,1,0,1,0,3,1,0
2,2,12,1,15,3,0,0,0,0,1,1,10,10,0,0,0,4,30,8,247,0,4,0,24,0,0,1,0,1,0,0,0,0
6,13,5,10,3,7,0,0,0,0,0,0,10,10,0,0,0,2,31,8,634,3,1,0,10,0,2,0,0,0,2,1,0,0
5,7,9,2,5,3,0,0,0,0,1,0,10,10,0,0,0,4,32,7,1903,10,2,0,19,0,0,1,0,1,0,1,0,0
3,19,5,13,1,11,0,0,0,0,0,0,10,10,0,0,0,3,33,8,1904,3,0,0,9,0,1,0,0,0,4,0,0,0
9,9,2,18,3,13,0,0,1,0,0,0,10,10,0,0,0,0,34,8,1905,4,0,0,0,0,4,0,2,0,4,0,0,0
3,4,11,3,6,2,0,0,0,0,0,0,10,10,0,0,0,2,35,8,1906,10,3,0,16,0,1,0,2,0,1,1,0,0
4,20,6,8,5,5,0,0,0,0,0,0,10,10,0,0,0,2,36,8,1907,8,1,0,11,0,2,0,0,0,1,2,0,0
2,5,5,4,9,5,0,0,0,0,0,0,10,10,0,0,0,2,37,8,1908,10,2,0,14,0,0,1,2,0,2,0,2,0
5,12,4,16,3,4,0,0,0,0,0,0,10,10,0,0,0,1,38,8,1910,5,1,0,7,0,2,0,2,0,3,0,1,0
3,8,8,15,2,14,0,0,0,0,0,0,10,10,0,0,0,2,39,8,1913,3,0,0,8,0,0,1,1,0,4,0,2,0
7,17,6,14,2,4,0,0,0,0,0,0,10,10,0,0,0,2,40,8,1914,3,0,0,8,0,2,0,1,0,2,2,0,0
4,12,6,11,5,7,0,0,0,0,0,0,10,10,0,0,0,1,41,8,1915,3,1,0,9,0,1,0,2,0,2,1,2,0
4,11,7,7,3,6,0,0,0,0,0,0,10,10,0,0,0,2,42,8,100632,8,2,0,13,0,1,0,0,0,2,0,1,0
5,16,4,12,3,8,0,0,0,0,0,0,10,10,0,0,0,1,43,8,100634,3,1,0,9,0,1,0,2,0,2,1,2,0
4,6,3,9,6,5,0,0,0,0,0,0,10,10,0,0,0,0,44,8,100646,3,2,0,10,0,1,0,2,0,1,1,3,0
15,18,2,17,0,4,0,0,1,0,0,0,10,10,0,0,0,0,45,8,111380,4,0,0,2,0,4,0,2,0,2,1,1,0
