ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
-2,0,-11,-22,9,-25,-28,-13,4,-5,58,19,-22,-35,48,0,13,-77,20,-18,24,31,-21,25,3,18,17,-28,15,-1,-15,18,14,10,-60,-4,0,39,21,21,-86,-45,17,49,21,72,5,26,58,0,-20,70,19,-87,-17,23,31,-25,24,-6,-19,-37,25,86,-22,28,-30,23,75,29,-22,33,-41,-8,-26,-11,-78,-25,11,10,-7,15,3,48,23,-4,5,31,24,-7,30,24,-100,31,38,22,-31,67,-24,-4,-58,-14,34,-52,-9,-7,-12,-24,76,34,49,17,-3,12,17,-100,7,2,-28,20,-80,75,5,40,-45,-27,22,-25,87,-20,-45,13,25,49,-6,-16,17,8,8,49,31,39,0,-8,89,-29,18,-6,-49,32,-33,21,40,39,-25,-7,68,8,2,19,-6,30,29,2,-17,12,24,58,18,13,-58,76,12,22,50,2,-17,-23,10,6,33,-6,91,-58,70004
11,0,89,-15,7,16,64,-20,-12,5,21,33,98,-23,-27,9,-6,-2,22,2,4,48,52,13,0,-22,31,-22,30,21,51,22,22,-26,-17,21,9,32,44,30,-7,99,40,65,30,46,30,2,20,18,-9,39,26,-83,-39,25,-19,15,44,-8,-10,-32,57,86,9,41,-21,3,54,15,51,18,96,-17,37,50,5,8,2,5,-1,49,-4,-28,-32,1,10,-22,43,-21,62,6,-33,45,34,-28,-19,43,31,55,20,42,41,20,-16,54,54,-13,52,33,2,62,4,30,31,-34,-19,11,-34,23,-87,39,62,28,-49,-52,11,-17,49,-26,-32,33,55,71,-49,-6,42,63,26,74,65,30,16,-24,49,-19,17,3,-48,39,-42,50,44,29,62,18,45,52,8,14,-46,42,8,-1,-5,52,3,17,25,30,-25,58,24,41,63,10,51,100,20,9,17,-44,94,-22,70020
-4,32,-15,-2,0,16,52,-23,34,65,-14,75,46,-5,84,10,0,7,45,19,7,20,50,19,-32,29,16,-7,-25,-77,-46,33,-18,-5,-27,7,-12,49,-15,1,26,-7,-16,-50,0,33,48,-1,0,-81,4,56,35,-57,-11,0,86,16,29,-1,7,-63,27,49,-10,2,-9,0,48,17,48,14,-6,-19,-28,76,7,-7,39,0,4,-8,9,91,64,6,0,86,29,32,-5,13,4,23,2,52,5,19,-31,-2,-86,56,55,-91,6,0,27,11,86,1,-47,52,-15,-23,15,1,33,0,-5,6,-60,58,-52,27,-46,71,20,-3,37,-6,-57,26,28,-5,-41,10,35,-52,13,-5,-6,25,7,-7,36,7,-27,64,-43,75,58,58,62,61,52,5,20,55,-11,24,-9,58,14,-31,15,63,6,2,-39,-24,50,94,12,48,-51,1,29,49,-14,0,11,-7,41,-24,70508
-13,100,66,11,-10,36,61,22,-13,35,-12,34,63,10,70,1,15,11,14,-25,1,-24,70,54,-27,58,18,20,0,35,32,38,39,-26,-52,-15,42,26,0,9,-32,-44,0,55,9,18,-4,15,54,29,-40,85,37,-35,13,37,61,37,19,-2,-42,-78,23,17,1,-5,23,15,19,56,66,-17,-45,20,-31,-22,5,-5,96,-9,0,-25,4,75,27,1,-6,66,18,-7,4,-37,64,-23,12,19,23,-2,-34,-16,-57,-9,52,-58,-18,-15,10,-17,36,13,-26,27,-3,4,20,64,49,-26,1,37,-34,86,-12,3,42,16,4,11,28,100,-74,22,24,31,-33,8,15,-8,13,32,7,3,3,100,27,-10,-18,36,42,25,0,80,73,24,62,-14,0,24,44,5,14,51,-38,-26,-25,81,0,56,-25,4,-66,31,13,12,56,-26,12,65,7,-4,-15,9,14,-52,70540
7,87,41,-18,34,17,-10,-25,12,-4,-21,17,-23,-66,69,7,-5,24,84,-34,8,21,9,0,-18,81,42,-4,21,-42,4,18,33,9,-58,-7,-9,46,-23,-2,29,-55,-27,30,5,35,55,7,30,-35,-30,5,21,-83,20,-47,-37,19,24,-3,-26,-32,50,14,-25,62,-4,8,41,10,-3,26,-52,-21,-19,0,8,-24,94,33,0,30,1,71,-8,1,-14,-13,23,12,27,0,-2,22,14,1,-72,45,-26,-29,-89,-35,26,-91,-22,-31,20,7,23,17,-85,14,31,16,42,4,73,-4,35,-50,-73,10,-17,46,-22,-7,1,-18,44,-30,-37,36,46,31,-2,-27,75,-16,14,36,27,46,7,-31,44,-20,-49,-4,-33,26,-30,-11,61,45,-11,-11,47,8,-7,3,-33,17,4,-19,-39,-18,9,29,-77,12,-9,2,14,85,28,-4,16,-36,11,-14,23,-34,-1,-58,70772
14,-23,18,-9,-39,13,-7,-25,-28,-14,-30,34,46,-58,-6,19,-18,27,63,1,3,58,27,60,-16,58,15,3,-7,43,-6,14,29,37,-68,9,-25,27,3,-3,-78,23,0,77,0,50,57,20,49,46,7,7,17,-50,-32,-41,-20,14,15,-3,9,2,6,1,-56,79,4,21,51,61,25,33,32,-23,4,40,25,-50,-13,-36,-3,67,-22,-11,-7,1,4,-23,13,-28,11,22,-8,56,15,-6,-60,49,0,16,-34,-11,29,-37,-65,12,5,8,-23,12,-11,43,28,18,12,-11,52,-8,-25,-45,-52,12,-19,2,31,-32,35,-8,9,-31,0,55,5,69,-17,5,-28,-22,14,71,7,1,19,-24,10,3,-19,-14,30,36,-27,33,45,22,-9,4,49,44,-25,46,-34,29,26,-14,0,33,3,50,-22,16,2,-30,13,-26,76,-8,6,46,35,1,30,-39,-9,-68,70773
9,41,33,-16,-10,12,-43,-18,-3,-11,10,-7,38,-24,-1,2,-8,6,17,-8,26,19,8,24,2,7,-33,-14,-43,7,38,12,-43,-9,-43,13,-9,62,-21,-36,7,-16,-23,6,-36,14,16,17,24,11,-23,5,15,-32,4,-49,0,13,0,-9,-25,-26,40,-3,-16,20,-15,13,20,24,9,54,-16,-17,-10,15,6,-14,34,-12,-5,24,-13,-2,73,-4,-4,-11,0,3,28,-11,-11,16,4,76,-12,37,-10,-3,-33,7,23,-35,-22,-4,-8,8,-6,1,30,-10,37,-22,-32,-14,8,-4,-4,-44,-34,6,-21,19,10,38,45,-17,18,-16,-26,-3,40,-5,-15,3,-9,-20,14,-7,26,21,3,-14,18,-14,2,-9,11,-10,39,23,60,61,-48,11,34,-10,-10,41,-17,25,-11,0,-10,25,26,23,6,-19,-28,-3,11,-27,8,-2,-8,36,20,-3,50,-16,1,-42,71527
11,60,52,-10,-37,20,20,-23,-17,-10,-9,-14,52,5,-16,7,-20,20,12,-29,14,11,23,41,-22,13,4,-28,-3,-9,28,32,61,11,-79,0,-4,29,-27,-39,-9,-17,-27,26,-42,38,14,24,52,-14,-42,45,35,-35,-13,-54,28,21,9,-7,-42,-35,36,-20,-19,39,-33,23,40,43,24,58,-16,-22,-10,-5,20,-18,44,-38,-3,40,-21,-18,29,-3,-21,10,8,-23,11,20,-22,12,4,14,-2,56,-9,-8,-51,-14,32,-52,-11,-10,-36,-4,-27,3,-9,50,18,-5,2,-26,13,15,-26,-49,-38,44,-29,28,29,28,39,-11,43,-33,-35,4,38,23,-45,-20,-15,-30,14,22,9,28,6,-35,43,-2,11,-8,29,-16,24,42,68,29,17,0,52,57,-8,42,-20,33,19,-21,-29,42,14,52,10,-3,-49,-26,12,-9,27,18,-34,54,28,-21,58,-20,-20,-77,71584
-14,75,-1,-8,-3,15,-42,39,16,18,28,39,42,-4,52,-5,-4,27,-18,-1,-2,5,41,23,0,-29,18,10,9,14,-7,4,-45,-74,-3,11,-14,32,36,46,69,-36,35,-30,44,57,-18,10,38,9,-30,54,6,-36,36,17,100,14,8,-6,-30,-5,-6,30,12,9,9,11,66,22,44,-10,-42,39,6,21,29,2,81,-2,-4,18,0,49,-26,-4,-10,100,6,17,25,-65,68,3,34,-31,-4,-80,8,9,-26,19,38,-18,6,7,38,-3,13,34,-21,-7,-15,-1,17,70,-22,-30,20,30,-37,50,5,1,12,9,24,-8,31,47,-6,14,-3,-16,6,14,69,2,9,-17,23,0,-6,58,31,19,24,18,13,42,16,29,55,29,-46,11,-84,-1,-19,23,-5,44,-64,0,-3,29,-1,39,36,-3,-44,16,8,71,-28,-29,36,47,18,-13,-10,-4,38,-3,72068
11,62,26,-14,-6,24,-38,2,18,-2,65,3,33,15,9,2,-26,4,24,-11,27,24,7,23,-5,5,20,-17,8,14,-17,3,13,-13,-8,4,12,14,-16,-25,40,-21,-17,3,-29,10,20,7,39,31,-11,9,5,-21,6,-38,13,25,-2,-6,-11,-22,8,2,-17,13,-20,8,10,24,7,22,-20,7,-10,60,1,-16,51,-3,-5,12,-13,7,-40,-2,-6,0,-2,14,22,-10,-13,23,9,-63,12,5,-11,-6,-35,20,24,-36,-25,-10,8,-4,0,7,4,35,-11,19,19,-17,4,3,-3,-40,-20,11,-16,0,10,25,45,-15,27,-6,-25,-2,7,11,18,0,22,-17,7,10,21,-1,0,3,27,-2,19,-1,10,9,19,31,56,16,-40,4,4,37,10,47,-17,23,-10,-7,-12,32,27,40,20,18,-17,0,5,29,4,4,7,32,6,-6,21,-20,8,-3,72221
