bs_zygomaxilla_NL_XXX_D_U,bs_zygomaxilla_NR_XXX_R_A,bs_mandible_NR_IXA_B_F,bs_maxilla_NL_SXX_N_W,bs_chin_NN_SXX_SL_SR,bs_brow_NL_XLX_R_A,bs_canine_NL_XXX_N,bs_brow_NL_XLX_B_F,bs_brow_NR_SMX_B_F,bs_temple_NR_XXX_B_F,bs_orbits_NR_XXX_N_W,bs_orbits_NR_SXX_D_U,bs_teeth_NN_XXX_D_U,ca_ears_NR_XXX_N_W,bs_cuspid_NR_XXX_SL_SR,fl_eyes_NR_XXX_R_A,bs_skull_NN_SXX_N_W,bs_mandible_NR_XXP_B_F,ca_laryngeal_NN_XXX_N_W,bs_orbits_NL_XXX_R_A,bs_maxilla_NR_IXX_B_F,fl_eyes_NR_XXX_D_U,bs_incisorLower_NL_XLX_U,bs_mandible_NL_SXA_N_W,bs_cuspid_NL_XXX_N,bs_brow_NN_XMX_D_U,ca_ears_NL_XXX_B_F,bs_temple_NL_XXX_R_A,bs_zygomaxilla_NR_XXX_D_U,bs_coronal_NN_SXX_R,bs_incisor_NR_XLX_D_U,bs_incisor_NR_IMX_D_U,bs_brow_NN_XMX_SL_SR,bs_canine_NR_IXX_R,bs_maxilla_NR_SXX_D_U,bs_maxilla_NL_IXX_R_A,bs_incisorLower_NL_XLX_SL_SR,ca_ears_NL_XXX_SL_SR,bs_incisor_NL_IMX_R,bs_incisorLower_NL_XLX_N,bs_noseRoot_NN_XXX_D_U,bs_cuspid_NL_SXX_D_U,bs_incisor_NR_ILX_D_U,ca_ears_NL_XXX_R_A,bs_cuspid_NL_XXX_U,bs_cuspid_NR_SXX_D_U,bs_cuspid_NR_XXX_N,bs_mandible_NR_IXA_N_W,ca_ears_NR_XXX_R_A,bs_skull_NN_SXX_R_A,bs_noseBridge_NN_XXX_N_W,bs_incisorLower_NR_SMX_D_U,bs_chin_NN_XXX_B_F,bs_canine_NL_XXX_SL_SR,bs_incisor_NR_XLX_SL_SR,bs_brow_NR_XLX_N_W,bs_maxilla_NL_IXX_B_F,bs_incisorLower_NR_XLX_U,bs_mandible_NR_SXA_D_U,bs_skull_NN_XXP_N_W,bs_chin_NN_XXX_R_A,bs_orbits_NL_SXX_D_U,bs_temple_NL_XXX_B_F,ca_adamsapple_NN_XXX_D_U,bs_orbits_NL_XXX_N_W,bs_mandible_NL_XXP_N_W,bs_canine_NR_XXX_N,bs_nose_NN_XXX_N_W,bs_incisor_NL_XLX_N_W,bs_mandible_NR_XXP_N_W,ca_laryngeal_NN_XXX_B_F,bs_mandible_NL_IXA_B_F,bs_chin_NN_XXX_SL_SR,bs_molarsLower_NR_XXX_U,bs_brow_NL_XLX_N_W,bs_mandible_NL_IXA_R_A,bs_incisorLower_NL_SMX_D_U,bs_brow_NR_XLX_R_A,bs_incisor_NR_XMX_D_U,bs_cuspid_NR_XXX_U,bs_maxilla_NR_IXX_N_W,bs_mandible_NR_IXA_R_A,bs_incisorLower_NR_XLX_N,bs_noseBridge_NN_XXX_R_A,bs_incisor_NR_IMX_R,bs_canine_NL_IXX_R,bs_mandible_NL_IXA_D_U,bs_orbits_NR_XXX_R_A,bs_incisorLower_NL_SLX_D_U,bs_nose_NN_XXX_B_F,bs_mandible_NL_XXP_R_A,bs_temple_NR_XXX_N_W,bs_chin_NN_XXX_N_W,bs_chin_NN_SXX_D_U,bs_orbits_NR_XXX_B_F,bs_teethLower_NN_XXA_N_W,bs_brow_NL_SMX_D_U,bs_incisorLower_NL_XMX_N,bs_skull_NN_XXP_R_A,bs_chin_NN_SXX_N_W,bs_chin_NN_XXX_D_U,bs_canine_NL_XXX_D_U,bs_brow_NL_SMX_N_W,bs_temple_NL_XXX_N_W,bs_orbits_NL_XXX_B_F,bs_mandible_NR_SXA_B_F,bs_noseRoot_NN_XXX_SL_SR,ca_ears_NL_XXX_N_W,bs_coronal_NN_SXX_D_U,bs_maxilla_NL_IXX_N_W,bs_incisor_NL_XMX_D_U,bs_teeth_NN_XXX_SL_SR,bs_cuspid_NL_XXX_SL_SR,ca_ears_NL_XXX_D_U,bs_forehead_NN_XXX_U,bs_incisor_NL_XMX_N_W,bs_maxilla_NL_IXX_D_U,bs_maxilla_NR_IXX_R_A,bs_molarsLower_NL_XXX_U,bs_coronal_NN_SXX_N_W,bs_canine_NR_IXX_D_U,bs_incisor_NL_XLX_D_U,ca_adamsapple_NN_XXX_B_F,bs_incisor_NR_XMX_SL_SR,bs_temple_NR_XXX_R_A,bs_temple_NL_XXX_D_U,bs_noseRoot_NN_XXX_B_F,bs_orbits_NL_SXX_B_F,bs_forehead_NN_XXX_R_A,bs_orbits_NR_SXX_B_F,bs_incisorLower_NR_XMX_N,bs_temple_NR_XXX_D_U,bs_incisor_NL_XLX_SL_SR,bs_brow_NN_XMX_R_A,bs_zygomaxilla_NR_XXX_B_F,bs_teethLower_NN_XXA_D_U,bs_teeth_NN_XXX_B_F,bs_orbits_NL_SXX_N_W,bs_orbits_NL_XXX_D_U,bs_noseBridge_NN_XXX_SL_SR,bs_maxilla_NR_SXX_B_F,bs_teeth_NN_XXX_R_A,bs_incisor_NR_XMX_N_W,bs_maxilla_NR_IXX_D_U,bs_orbits_NR_SXX_R_A,bs_forehead_NN_XXX_B_F,bs_mandible_NL_IXA_N_W,bs_coronal_NN_SXX_B_F,bs_skull_NN_XXP_SL_SR,bs_coronal_NN_SXX_SL_SR,bs_brow_NL_XLX_D_U,bs_forehead_NN_XXX_SL_SR,bs_maxilla_NL_SXX_B_F,bs_noseRoot_NN_XXX_N_W,bs_incisorLower_NR_XMX_SL_SR,bs_zygomaxilla_NL_XXX_R_A,bs_zygomaxilla_NL_XXX_B_F,bs_maxilla_NL_SXX_R_A,bs_nose_NN_XXX_D_U,bs_mandible_NR_XXP_D_U,bs_incisor_NL_XMX_SL_SR,fl_eyes_NR_XXX_B_F,bs_incisor_NL_ILX_R,bs_molars_NL_XXX_D_U,bs_incisor_NR_XLX_N_W,ca_ears_NR_XXX_SL_SR,bs_brow_NR_SMX_R_A,bs_brow_NN_XMX_B_F,bs_canine_NR_XXX_SL_SR,bs_skull_NN_SXX_F,bs_mandible_NR_SXA_N_W,bs_brow_NL_SMX_R_A,fl_eyes_NR_XXX_N_W,ca_laryngeal_NN_XXX_D_U,bs_molars_NR_XXX_D_U,bs_skull_NN_XXP_D_U,bs_chin_NN_SXX_R_A,bs_mandible_NL_XXP_D_U,bs_forehead_NN_XXX_N_W,bs_nose_NN_XXX_SL_SR,fl_eyes_NL_XXX_B_F,bs_orbits_NR_SXX_N_W,bs_chin_NN_SXX_B_F,bs_noseBridge_NN_XXX_D_U,bs_orbits_NR_XXX_D_U,fl_eyes_NL_XXX_R_A,bs_mandible_NR_IXA_D_U,bs_mandible_NL_SXA_R_A,bs_teeth_NN_XXX_N_W,bs_brow_NL_SMX_B_F,bs_brow_NR_XLX_D_U,bs_maxilla_NR_SXX_N_W,bs_incisor_NL_ILX_D_U,bs_mandible_NL_SXA_B_F,bs_canine_NL_IXX_D_U,ca_laryngeal_NN_XXX_SL_SR,bs_brow_NR_SMX_N_W,bs_incisorLower_NL_XMX_U,bs_zygomaxilla_NR_XXX_N_W,ca_ears_NR_XXX_B_F,bs_incisorLower_NR_XLX_SL_SR,bs_canine_NR_XXX_D_U,bs_orbits_NL_SXX_R_A,bs_skull_NN_XXP_B_F,bs_incisor_NR_ILX_R,bs_incisorLower_NL_XMX_SL_SR,bs_teeth_NN_XXA_N_W,bs_mandible_NL_SXA_D_U,bs_mandible_NR_SXA_R_A,bs_mandible_NL_XXP_B_F,bs_brow_NN_XMX_N_W,fl_eyes_NL_XXX_D_U,bs_skull_NN_SXX_SL_SR,bs_teeth_NN_XXA_D_U,bs_noseBridge_NN_XXX_B_F,bs_brow_NR_XLX_B_F,ca_ears_NR_XXX_D_U,bs_skull_NN_SXX_D_U,fl_eyes_NL_XXX_N_W,bs_noseRoot_NN_XXX_R_A,bs_incisorLower_NR_XMX_U,bs_zygomaxilla_NL_XXX_N_W,bs_brow_NR_SMX_D_U,bs_incisor_NL_IMX_D_U,ca_adamsapple_NN_XXX_SL_SR,bs_nose_NN_XXX_R_A,bs_incisorLower_NR_SLX_D_U,bs_maxilla_NL_SXX_D_U,bs_mandible_NR_XXP_R_A,bs_maxilla_NR_SXX_R_A,assetid,fc_neck_restore,fc_mouthbag_restore
-18,17,10,3,-7,-17,0,40,-2,51,-13,69,-38,-34,0,-85,26,46,29,-43,67,-52,0,-5,0,50,-27,0,-16,0,0,-2,6,0,36,-29,0,-38,0,0,-90,0,0,-17,0,0,0,-61,-8,6,-50,0,-8,-1,2,-38,58,0,-49,40,30,81,55,-3,-8,10,0,39,1,8,7,16,-26,0,-57,41,0,-15,0,0,100,42,0,31,0,0,-12,-24,0,-30,-9,7,-35,-84,-35,2,4,0,-23,-2,-75,1,-10,18,-43,70,-5,-51,10,100,1,-23,0,-65,0,10,-78,-31,0,12,1,-1,-48,1,22,-39,-24,-2,-22,-8,0,-32,0,33,-44,-2,75,47,-28,-5,-45,-8,4,-82,-3,-22,-49,-8,2,8,-33,-12,-45,44,0,21,-48,-19,-4,-48,0,-48,0,-2,0,-63,-8,-50,0,0,-37,-4,-8,4,-1,-5,63,-48,-45,-9,-54,18,-67,21,-27,-91,-13,9,-56,13,-38,10,-2,62,2,-6,-2,0,23,-21,0,2,-11,-8,0,2,7,-48,4,46,-39,-62,24,-7,28,18,-54,-4,-6,-12,0,25,8,-2,4,1,1,35,-6,-17,70106,0,100
19,-1,20,16,2,29,0,-19,35,6,-31,56,3,2,3,-84,18,24,-19,5,57,-43,0,-52,0,26,-16,-20,12,0,1,-2,-1,0,8,-31,0,-32,0,0,-61,0,0,9,0,-1,0,-13,7,15,-26,-2,4,0,-1,12,58,0,0,6,1,58,8,1,-23,11,0,-41,-1,6,-11,30,-5,0,2,-13,-1,34,0,0,-33,-10,0,2,0,0,-5,9,0,-49,-3,6,-24,-15,5,-1,33,0,-2,-24,26,3,-29,0,7,45,1,6,0,-29,4,-4,0,10,0,4,-36,-28,0,0,0,1,-34,3,-23,0,-50,-17,-23,-18,0,2,-1,35,20,-1,-27,-20,-13,0,-3,11,3,-38,22,-1,-1,-21,0,1,41,-4,-7,39,0,0,25,19,-1,-34,2,14,0,2,-1,-19,-26,-30,1,0,-56,-25,-47,5,3,6,5,-34,21,0,13,-15,-24,-2,-11,-87,-4,-41,-20,35,39,15,0,44,2,0,-33,0,68,-18,0,0,22,3,0,3,0,1,-39,24,-51,-44,2,-2,-87,-28,11,19,-44,-37,0,76,31,0,0,1,3,7,-2,19,70145,100,100
-9,47,91,-58,2,-12,0,3,5,68,-50,6,52,-52,0,-25,-4,76,15,-8,6,29,0,-47,0,32,-43,-11,13,0,3,2,-9,0,43,-6,0,-6,0,0,69,3,2,-23,0,2,0,-12,-22,17,-27,2,1,0,0,1,-11,0,8,15,41,7,60,-13,-64,-66,0,-14,-1,-49,29,60,-8,0,-11,68,3,-12,3,0,7,52,0,47,0,0,10,-4,2,-37,-79,-18,24,16,-57,-2,3,0,-12,-62,63,4,11,-26,-50,22,-4,-46,-47,-13,4,-17,0,12,0,-1,1,-16,0,37,4,2,-68,0,-14,-14,32,-18,-15,-25,0,-5,0,18,13,3,-30,12,-32,-1,-38,5,0,2,0,-13,-25,0,2,0,-6,-14,-40,-70,1,39,-9,29,61,-43,0,-48,0,1,-2,-10,9,-25,1,0,-14,10,-25,2,1,-5,64,-39,-3,11,-39,22,-72,29,-20,-10,-3,-8,-41,2,-5,-67,1,21,3,-4,28,0,-52,-40,2,5,-9,9,0,1,-1,7,-11,72,-100,26,7,7,-52,8,13,14,-28,55,0,-38,2,3,4,20,1,46,-78,33,70650,0,100
0,25,12,-37,19,-5,0,-6,-3,40,-62,33,48,-32,0,4,28,35,11,-13,0,17,0,-68,0,-47,-20,12,22,0,0,-5,-11,0,47,-11,-3,-1,0,0,-38,1,0,42,0,1,0,-17,42,19,6,0,-3,-1,1,-13,13,0,24,42,12,40,34,27,-65,-5,0,-19,0,-5,57,23,32,0,44,12,0,-9,0,0,-52,5,0,36,0,0,36,-15,-1,-38,-35,-19,-28,-20,-2,-2,-54,0,-7,-39,56,1,-73,-22,15,37,-19,-37,-30,-76,-3,-1,-3,-68,0,8,-56,-18,0,-3,1,-4,-19,2,9,-20,16,-6,-6,18,0,-12,1,18,-47,-2,-25,-5,-26,-7,-18,-58,2,-58,-39,-6,-33,2,9,-3,-67,-12,-20,-13,-3,31,-45,55,82,-21,2,-43,0,-2,0,0,-3,-4,0,0,-31,14,-19,7,0,-24,45,-23,-47,9,-25,1,-55,-20,-33,22,31,-12,-72,-9,-71,-43,-2,45,0,2,-80,0,-52,-20,0,1,-28,30,0,-4,6,23,-15,36,72,19,-14,-11,-32,0,-66,-37,-19,23,0,-47,-52,-4,-1,18,-2,52,-35,50,71259,0,100
5,-5,32,-38,4,19,0,-20,15,-26,-17,13,22,-18,2,-4,19,31,2,-2,34,-31,0,-1,0,0,6,-14,10,0,0,-6,2,0,3,-12,3,-37,0,0,-43,0,-4,28,0,0,0,-26,29,5,-21,-1,2,0,0,-18,37,0,-1,27,7,10,-26,0,-12,-5,0,-37,0,-7,-21,30,0,0,-9,0,-1,13,-1,0,-48,0,0,5,0,0,-6,-2,-1,-43,-23,18,-33,-39,-3,0,10,0,-4,-35,37,0,3,8,-4,39,2,-18,-10,-47,2,-4,0,-58,0,9,-38,-12,0,10,0,-1,-64,2,-17,-18,-16,-4,-16,5,0,-16,2,23,32,-2,-27,36,-25,-5,-36,-38,5,-36,3,-52,-22,82,1,0,-85,-1,-34,28,-1,-8,24,38,51,-55,2,0,0,2,0,-27,-48,-44,0,0,-2,-50,-14,-2,2,-15,11,-57,1,0,3,34,-28,6,-27,-12,-6,41,-86,20,-89,-36,-1,43,2,1,15,0,16,9,2,0,6,15,0,1,8,-4,42,30,64,-30,-4,-5,-78,-19,-55,-18,-15,-7,0,24,10,-4,2,15,1,7,-23,37,71494,100,100
-37,14,-48,-46,21,-46,0,32,4,58,-54,-40,13,-51,1,-46,9,7,31,50,-11,4,0,-93,0,-5,-37,5,-35,0,1,1,2,0,71,28,-1,-12,0,0,-13,1,2,5,0,1,0,-36,10,64,16,2,-6,-1,1,-41,-7,0,-8,45,15,-32,56,23,-60,0,0,-32,1,12,56,-68,-3,0,-4,23,1,-57,-1,0,-48,20,0,19,0,0,18,46,0,-56,-4,-7,-22,-34,-35,0,-52,0,-30,-64,27,2,-85,-19,-36,-17,-4,-40,-14,-47,0,-21,-1,48,0,6,-40,26,0,37,1,1,-78,1,9,-36,-23,10,1,18,0,-36,0,12,-5,2,-67,12,-37,-8,0,1,2,-40,-15,-2,-29,29,9,4,-86,-14,-8,14,-1,17,-10,10,-3,-7,2,-41,0,1,1,-8,9,-6,-1,0,-88,13,-19,8,1,-4,-55,0,0,-4,-37,-5,-47,6,-31,-63,12,-32,-56,25,-91,-37,0,-20,1,-8,-73,0,-49,-43,0,2,-12,11,0,-1,1,-14,-35,4,8,5,8,4,-7,45,47,-8,-21,24,0,-26,-51,1,5,25,-1,69,-10,12,71565,0,100
-6,-1,27,-34,-6,14,0,-3,75,0,-8,-16,50,-9,1,-32,-20,16,-10,-19,45,7,0,-90,0,-5,-51,8,-11,0,3,0,0,0,50,-29,0,-58,0,0,-22,1,0,39,0,0,0,-6,39,15,-33,-1,-24,-1,3,36,50,0,10,2,17,-12,5,12,-19,-1,0,-42,1,-6,-17,25,-12,0,45,19,0,11,-1,0,-45,10,0,37,0,0,6,-21,0,-41,-22,-20,36,-36,-57,1,-6,0,-21,-35,58,1,-10,-29,-60,18,-3,-7,-1,-44,0,-14,-1,-70,0,6,-37,-29,0,-49,1,0,-70,2,4,23,4,-34,-20,-42,0,16,1,16,-31,1,-67,42,-1,-10,3,-14,2,-34,7,5,-4,-11,3,3,-34,0,-15,30,0,-1,-29,8,61,-13,2,-34,0,0,2,-48,-41,-35,0,0,-81,-33,-62,12,0,14,31,-11,28,-15,-30,40,-43,-3,-1,-37,-2,-30,-38,75,-43,-39,-1,15,0,-2,-10,0,34,-55,0,0,5,-13,0,0,6,8,-35,15,56,8,8,1,-31,-5,-69,34,-74,24,0,42,-8,1,1,9,0,47,-21,1,72788,100,100
-29,14,35,-52,4,7,0,-9,-22,36,-43,-9,58,-62,1,-28,33,-4,45,-11,7,-3,0,-46,0,69,-16,13,-28,0,2,0,1,0,29,-12,-1,-78,0,0,-26,2,0,-31,0,1,0,-11,-35,19,45,1,-14,-1,4,-19,-5,0,-15,42,13,4,36,20,-49,-11,0,-48,1,-5,49,30,2,0,10,-18,1,2,0,0,-20,-23,0,19,0,0,12,7,0,-48,-3,-35,-14,-3,-63,0,-23,0,-31,-55,63,2,3,-41,-57,14,0,-54,-22,-18,1,-16,0,-12,0,7,-29,-16,0,78,1,0,-51,1,11,-11,4,43,13,52,0,-13,1,-19,-62,2,-60,31,-8,-13,-15,-31,3,-39,-60,-4,-11,20,6,-2,-14,-5,-20,-12,-3,11,-68,19,18,-31,1,-42,0,0,1,-71,12,-26,0,0,-40,19,-23,7,1,-14,72,-29,17,-4,-29,33,-77,20,-16,-46,3,-21,-41,-14,-31,-52,-1,8,0,-3,12,0,-57,-17,1,2,-58,1,0,-2,6,-14,-28,-4,-100,0,2,0,-48,-2,-5,-12,-29,27,0,-45,-25,2,2,-1,-1,25,-1,15,72852,0,100
31,8,2,-21,1,10,0,18,25,35,-26,33,45,15,4,-8,16,-6,32,12,43,-50,0,-65,0,-16,6,-5,32,0,-1,-2,2,0,21,-20,0,-11,0,0,-34,1,0,13,0,0,0,3,7,22,-6,-1,-25,1,-2,1,47,0,-28,19,-14,33,37,3,-6,19,0,2,1,18,29,4,10,0,9,-24,-3,9,1,0,-29,-31,0,20,0,0,-8,8,0,-13,7,-22,-38,-52,-32,0,-6,0,-14,-36,42,1,-69,-28,-33,41,2,23,-10,-39,6,-3,0,0,0,12,-15,-24,0,51,0,1,-37,4,-4,-9,-12,19,-11,28,0,-3,2,-12,18,-2,13,-3,1,-5,-15,-18,6,-13,-14,-1,-4,12,3,6,23,0,-34,39,1,6,8,45,72,10,1,30,0,2,0,-3,10,-27,1,0,-51,16,-18,0,4,8,13,9,0,3,35,8,-20,4,4,-3,-13,4,-10,2,26,-20,-1,41,2,0,-65,0,14,4,0,1,-10,7,0,2,7,-28,8,-5,38,-47,-2,-1,-88,19,6,-7,-7,-31,0,17,-8,-2,3,-2,2,21,11,45,73316,0,100
16,9,-21,-46,-6,0,0,-7,21,47,-39,-2,42,-57,0,-16,24,-4,6,-18,15,-23,0,-51,0,-24,-61,28,-1,0,1,0,9,0,37,-15,0,-50,0,0,-5,4,2,-10,0,4,0,-26,-10,52,19,3,4,0,1,-56,18,0,-10,25,41,8,57,7,-51,0,0,-9,1,-9,-1,-28,-22,0,-66,0,1,7,2,0,7,-13,0,-4,0,0,7,-20,1,-32,11,-35,-6,-39,-23,-1,-41,0,-52,-34,30,3,-92,-31,-16,45,10,-65,-43,-4,3,2,0,-3,0,6,-43,-18,0,-16,2,0,-41,1,18,41,-33,-17,18,-29,0,29,0,24,-41,3,-35,50,4,9,-16,-47,1,-41,-52,-24,-16,-69,4,0,-54,-14,-29,-42,0,17,-61,24,47,11,1,-46,0,2,0,-27,16,-27,0,0,-60,23,-37,6,1,-4,38,19,26,0,-29,51,-20,41,-9,-4,-9,-43,-70,5,-49,-36,0,42,1,-4,-63,0,-55,-62,1,3,-61,-9,0,0,1,-4,-41,-3,-100,-13,7,1,-35,-16,-8,13,-34,9,0,-61,-31,1,2,-15,0,38,10,16,73398,0,100
