competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
10,11,4,1903,10,0,28,28,180,161617,163907,46800,1915,0,10
10,3,9,634,10,0,28,28,249,161618,163908,46800,246,0,10
10,6,10,100634,10,0,28,28,178,161618,163909,46800,1906,0,10
10,17,13,1910,10,0,28,28,249,161618,163910,46800,1905,0,10
10,7,15,1904,10,0,28,28,178,161618,163911,46800,100632,0,10
10,5,14,1914,10,0,28,28,249,161619,163912,46800,1908,0,10
10,18,2,247,10,0,28,28,463,161619,163913,46800,111380,0,10
10,8,12,100646,10,0,28,28,178,161619,163914,46800,1913,0,10
10,1,16,1907,10,0,28,28,178,161619,163915,46800,245,0,10
13,8,10,1943,13,20202,31,31,348,161620,164271,72000,144,1001,13
13,12,2,1,13,10201,31,31,156,161618,164272,63000,1925,11221,13
13,19,9,1808,13,0,31,31,340,161618,164273,54000,95,22100,13
13,18,4,5,13,20,31,31,28,161619,164274,50400,94,22021,13
13,16,1,9,13,20101,31,31,13,161619,164275,50400,19,22220,13
13,11,6,10,13,22212,31,30,246,161618,164276,45000,1799,20121,13
13,13,5,13,13,21201,30,31,100,161619,164277,59400,11,20222,13
13,15,3,14,13,11101,31,31,449,161618,164278,54000,7,12220,13
13,7,20,17,13,20222,31,31,113,161618,164279,54000,2,10,13
13,14,17,110,13,1002,31,31,415,161619,164280,50400,18,1222,13
14,11,2,1796,14,201,41,41,336,161617,164833,72000,1792,12221,14
14,20,22,1961,14,20211,41,41,334,161618,164834,54000,1806,2111,14
14,6,19,1952,14,2002,41,41,332,161620,164835,72000,1800,21020,14
14,16,1,8,14,12011,41,41,432,161618,164836,45000,1801,21112,14
14,12,23,1923,14,1,41,41,460,161618,164837,54000,3,21211,14
14,7,9,97,14,21220,41,41,180,161618,164838,54000,12,2022,14
14,3,24,1929,14,12200,41,41,249,161618,164839,45000,1794,20120,14
14,21,17,1790,14,22201,41,41,112,161618,164840,54000,91,200,14
14,5,15,15,14,12022,41,41,337,161618,164841,54000,1919,1012,14
14,18,13,1807,14,2020,41,41,180,161618,164842,54000,1951,20101,14
14,14,4,106,14,122,41,41,326,161618,164843,54000,1960,10221,14
14,10,8,109,14,20102,41,41,327,161618,164844,54000,1795,11000,14
31,4,3,115845,31,22221,31,31,193,161619,165203,45000,189,12000,31
31,10,13,1745,31,21211,31,31,34,161619,165204,64800,54,1012,31
31,16,8,110374,31,1111,31,31,193,161619,165205,54000,50,20221,31
31,12,14,206,31,11202,31,31,261,161619,165206,54000,110556,211,31
31,15,1,131682,31,1021,31,31,176,161618,165207,64800,1842,12221,31
31,17,5,45,31,1,31,31,247,161618,165208,74700,347,20021,31
31,7,6,115841,31,22221,31,31,195,161619,165209,74700,52,21012,31
31,18,2,48,31,10011,31,31,195,161620,165210,74700,1746,12121,31
31,9,11,55,31,2201,31,31,482,161617,165211,74700,131681,21000,31
31,20,19,205,31,100,31,31,34,161618,165212,54000,111811,11101,31
53,9,4,448,53,10120,30,30,388,161619,165705,75600,480,1211,53
