fl_lipUpper_NR_SCX_R_A,fl_eyelids_NR_ICX_R_A,fl_lipUpper_NL_SCX_D_U,fl_buccomandibularGroove_NR_XXX_L,mu_platysma_NR_ILX_N_W,fl_lipUpper_NL_SXX_B_F,mu_masseter_NR_XXX_L_M,fl_lipLower_NR_ICX_B_F,mu_platysma_NR_ILX_D,fl_lipLower_NL_IXX_R_A,fl_eyelids_NR_SLX_R_A,fl_lipUpper_NR_SLX_B_F,fl_lipLower_NL_IXX_B_F,fl_epicanthic_NL_XCX_D_U,fl_lipUpper_NL_SXX_R_A,fl_lipLower_NR_ILX_R_A,fl_lipUpper_NN_SMX_N_W,fl_lipLower_NR_ILX_D_U,fl_lipUpper_NL_SXX_D_U,mu_temporalis_NR_XXX_L_M,fl_lipLower_NR_ICX_D_U,fl_lip_NN_XMX_B_F,mu_trapezius_NN_SXX_L_M,fl_eyelids_NL_SLX_N_W,fl_eyelids_NR_ICX_D_U,fl_nasojugalGroove_NR_XXX_L_M,fl_lip_NR_XCX_D_U,mu_sternomastoid_NL_XXX_R_A,fl_eyelids_NL_XLX_D_U,fl_lipUpper_NR_SCX_D_U,mu_masseter_NL_XXX_L_M,fl_eyelids_NR_SMX_R_A,fl_lipLower_NR_SLX_B_F,fl_lip_NL_XLX_D_U,fl_lip_NN_XMX_R_A,fl_lipUpper_NR_ILX_R_A,fl_eyelids_NR_SCX_N_W,mu_platysma_NN_SMX_D_U,fl_lipUpper_NN_IMX_D_U,fl_eyelids_NR_ILX_D_U,fl_lipLower_NR_IXX_N_W,fl_nasojugalGroove_NL_XXX_L_M,fl_lipLower_NN_IMX_SL_SR,fl_lipLower_NL_SLX_R_A,fl_epicanthic_NR_XMX_D_U,fl_lipUpper_NL_ILX_B_F,mu_platysma_NL_SLX_D,fl_lipUpper_NR_SXX_N_W,mu_procerus_NN_XXX_D_U,fl_lipUpper_NL_ILX_R_A,fl_lipLower_NR_SLX_N_W,fl_lip_NR_XLX_D_U,fl_eyelids_NL_SLX_R_A,fl_lip_NL_XCX_N_W,fl_lipLower_NL_SLX_B_F,fl_eyelids_NL_SMX_R_A,fl_lipUpper_NR_ILX_N_W,fl_epicanthic_NR_XCX_B_F,fl_lipLower_NN_IMX_D_U,fl_eyelids_NL_SCX_D_U,fl_eyelids_NR_SLX_N_W,fl_lipLower_NL_IXX_N_W,fl_eyelids_NR_XLX_D_U,fl_eyelids_NR_SMX_N_W,fl_eyelids_NL_ILX_D_U,fl_oromentalGroove_NR_XXX_L,fl_epicanthic_NR_XLX_D_U,fl_nasolabialGroove_NL_SXX_L_M,fl_eyelids_NR_XMX_D_U,fl_lipUpper_NN_SMX_B_F,mu_platysma_NR_SLX_D,fl_buccalRecess_NL_XXX_D_U,fl_epicanthic_NL_XLX_D_U,fl_epicanthic_NR_XLX_R_A,fl_nasojugalGroove_NL_XXX_D_U,fl_lipLower_NR_IXX_R_A,fl_lipLower_NN_SMX_SL_SR,mu_procerus_NN_XXX_L_M,mu_platysma_NL_SLX_N_W,fl_lipLower_NN_IMX_R_A,fl_eyelids_NL_SCX_R_A,fl_lipUpper_NR_SXX_B_F,fl_lipLower_NN_IMX_B_F,fl_eyelids_NL_IMX_D_U,fl_epicanthic_NR_XCX_D_U,fl_lipLower_NL_SLX_N_W,fl_lipUpper_NL_SLX_D_U,fl_lipUpper_NN_SMX_R_A,fl_epicanthic_NL_XMX_N_W,fl_lip_NR_XLX_B_F,fl_lipLower_NL_ICX_D_U,fl_eyelids_NL_IMX_N_W,fl_buccalRecess_NR_XXX_L_M,fl_lipLower_NL_SLX_D_U,fl_lipUpper_NL_SLX_N_W,fl_epicanthic_NR_XMX_R_A,fl_lip_NN_XMX_N_W,fl_eyelids_NR_SCX_R_A,mu_platysma_NR_SLX_N_W,fl_epicanthic_NL_XLX_N_W,mu_trapezius_NN_SXX_D_U,fl_orbitalGroove_NL_IXX_L_M,fl_philtrum_NN_XXX_D_U,fl_eyelids_NR_ILX_R_A,fl_nasojugalGroove_NR_XXX_D_U,mu_corrugator_NR_XXX_D_U,fl_lipUpper_NR_ILX_D_U,mu_platysma_NN_IMX_D,fl_lip_NL_XLX_R_A,fl_eyelids_NL_SCX_N_W,fl_oromentalGroove_NL_XXX_L,fl_lip_NN_XMX_D_U,fl_lipLower_NN_IMX_N_W,fl_philtrum_NN_XXX_N_W,fl_eyelids_NR_SMX_D_U,fl_epicanthic_NL_XMX_B_F,fl_epicanthic_NR_XLX_N_W,fl_eyelids_NR_XMX_N_W,fl_eyelids_NL_SCX_F,fl_lipLower_NR_SLX_D_U,fl_lip_NL_XCX_D_U,fl_lipLower_NL_ICX_N_W,fl_mandibularGroove_NR_XXX_L,fl_lip_NR_XCX_R_A,fl_epicanthic_NL_XMX_R_A,fl_eyelids_NL_XLX_R_A,fl_lip_NL_XLX_B_F,fl_epicanthic_NR_XCX_N_W,fl_lipLower_NR_ICX_R_A,fl_chinCleft_NN_XXX_SL_SR,fl_lipUpper_NR_ILX_B_F,mu_sternomastoid_NL_XXX_L_M,fl_epicanthic_NL_XMX_D_U,fl_lipUpper_NR_SCX_B_F,fl_lip_NL_XCX_R_A,fl_nasolabialGroove_NL_IXX_L,fl_lipLower_NR_SLX_R_A,mu_corrugator_NL_XXX_L_M,fl_epicanthic_NL_XCX_R_A,fl_lip_NL_XCX_B_F,fl_lipUpper_NN_IMX_N_W,fl_chinCleft_NN_XXX_D_U,mu_corrugator_NL_XXX_D_U,fl_eyelids_NR_SLX_D_U,fl_nasolabialGroove_NR_SXX_L_M,fl_philtrum_NN_XXX_R_A,fl_epicanthic_NL_XLX_B_F,fl_eyelids_NR_XLX_N_W,fl_lipLower_NL_IXX_D_U,fl_lipLower_NL_ICX_B_F,fl_lipUpper_NL_SCX_R_A,fl_eyelids_NL_ILX_N_W,fl_eyelids_NR_SCX_D_U,fl_mandibularGroove_NL_XXX_L,fl_epicanthic_NL_XCX_B_F,fl_lipUpper_NN_IMX_SL_SR,fl_eyelids_NR_IMX_R_A,fl_lip_NR_XLX_N_W,fl_lipLower_NR_ILX_B_F,mu_corrugator_NR_XXX_L_M,fl_lipUpper_NL_SCX_B_F,fl_eyelids_NR_ICX_N_W,fl_lipLower_NL_ICX_R_A,fl_philtrum_NN_XXX_B_F,fl_eyelids_NL_XMX_R_A,fl_lipUpper_NR_SLX_R_A,fl_lip_NR_XCX_N_W,fl_lipUpper_NL_SLX_R_A,fl_epicanthic_NR_XMX_N_W,fl_lipUpper_NN_SMX_D_U,fl_lipLower_NR_ILX_N_W,fl_epicanthic_NR_XCX_R_A,fl_lipLower_NL_ILX_B_F,fl_eyelids_NL_IMX_R_A,fl_lipUpper_NR_SXX_D_U,fl_eyelids_NR_SCX_F,mu_platysma_NN_SMX_N_W,fl_lipLower_NL_ILX_R_A,fl_eyelids_NR_ILX_N_W,fl_buccalRecess_NR_XXX_D_U,fl_epicanthic_NL_XLX_R_A,fl_lipUpper_NL_SLX_B_F,fl_lipLower_NR_IXX_D_U,mu_sternomastoid_NR_XXX_L_M,mu_platysma_NL_ILX_D,fl_lipUpper_NN_IMX_B_F,fl_eyelids_NR_XMX_R_A,fl_eyelids_NL_ILX_R_A,fl_orbitalGroove_NR_IXX_L_M,fl_buccomandibularGroove_NL_XXX_L,mu_platysma_NL_ILX_N_W,fl_eyelids_NL_ICX_R_A,fl_eyelids_NR_XLX_R_A,fl_lip_NL_XLX_N_W,fl_lipLower_NN_SMX_R_A,mu_sternomastoid_NR_XXX_R_A,fl_eyelids_NL_SMX_D_U,fl_buccalRecess_NL_XXX_L_M,fl_eyelids_NL_ICX_D_U,fl_eyelids_NL_XMX_N_W,fl_lipLower_NN_SMX_D_U,fl_epicanthic_NR_XMX_B_F,fl_lipUpper_NR_SLX_N_W,fl_nasolabialGroove_NR_IXX_L,fl_lipUpper_NR_SCX_N_W,fl_lipUpper_NL_ILX_D_U,fl_epicanthic_NR_XLX_B_F,fl_eyelids_NL_XLX_N_W,fl_lip_NR_XLX_R_A,fl_eyelids_NL_SLX_D_U,fl_eyelids_NR_IMX_N_W,mu_temporalis_NL_XXX_L_M,fl_lipUpper_NL_SXX_N_W,fl_lipLower_NR_ICX_N_W,fl_lip_NR_XCX_B_F,fl_lipUpper_NN_SMX_SL_SR,fl_lipLower_NL_ILX_D_U,fl_lipLower_NN_SMX_B_F,fl_lipUpper_NR_SXX_R_A,fl_epicanthic_NL_XCX_N_W,fl_lipUpper_NN_IMX_R_A,fl_philtrum_NN_XXX_SL_SR,fl_lipLower_NL_ILX_N_W,fl_lipLower_NR_IXX_B_F,fl_eyelids_NL_ICX_N_W,fl_eyelids_NL_SMX_N_W,fl_eyelids_NL_XMX_D_U,fl_lipUpper_NL_SCX_N_W,fl_lipUpper_NR_SLX_D_U,fl_lipLower_NN_SMX_N_W,fl_lipUpper_NL_ILX_N_W,fl_eyelids_NR_IMX_D_U,assetid
-22,13,14,0,-8,-8,-18,25,0,15,-3,32,8,35,4,4,-31,43,-16,-63,34,-14,-23,21,18,4,25,-2,30,14,-17,11,-45,18,5,-21,35,9,8,1,-31,3,7,23,-47,-19,0,20,27,-19,-13,24,-2,-10,-42,14,-16,-47,43,61,21,-32,27,40,0,0,-39,1,7,0,0,0,-34,40,-2,14,4,-86,-2,-24,-11,-11,13,62,35,-13,-5,-36,-14,-9,34,10,50,4,-38,-12,26,-12,-3,-48,3,37,46,-11,-1,-4,7,0,25,37,0,30,28,34,-31,-25,-47,52,0,6,21,-4,0,7,-8,-23,-6,-27,-3,-3,-20,-18,-43,-7,9,0,23,34,47,-31,46,26,0,66,2,-10,26,-43,13,24,-26,-16,61,0,-47,13,-16,23,25,34,-10,-1,-4,32,39,-23,-9,-23,-17,-20,-55,46,29,-15,-14,0,20,5,-14,3,39,32,13,-17,0,-7,40,-12,28,0,-9,11,-24,20,23,-3,-26,47,14,57,34,-24,-39,0,10,5,29,-42,30,67,10,-68,19,-1,-31,6,40,14,6,-25,-9,-1,-49,6,-1,41,6,7,-2,5,-16,65,4373
-40,0,9,0,-17,11,-48,51,0,9,-15,57,-7,84,2,7,-30,64,-31,-26,57,-47,-22,10,-31,28,-10,26,6,6,-45,14,-74,-16,11,11,-12,6,-38,-20,-64,23,29,46,11,-30,0,-1,5,8,-32,-28,-15,-18,-77,15,-41,-10,77,82,8,-56,11,27,-25,0,-42,-16,57,-11,0,9,-51,2,61,8,6,-23,-3,-45,-36,17,24,74,84,-31,-23,-83,-45,-10,55,-2,5,-12,-43,10,16,-34,-3,-3,2,9,47,-10,63,19,-17,0,62,-10,0,15,24,81,15,-44,-6,31,0,-16,-8,20,0,6,13,1,-14,-32,13,-11,-27,-44,28,-4,3,0,44,46,22,-72,52,-18,16,-15,-13,15,24,-32,8,51,-36,-3,86,0,-7,27,-5,24,55,48,-3,-21,14,49,45,-33,-21,-35,-49,-44,-69,15,48,-4,-36,0,50,10,-5,13,5,52,9,-41,0,1,46,-10,12,0,-17,-2,3,28,-18,26,25,-4,-34,34,-11,-45,-41,0,22,-13,24,-29,64,-22,-2,-18,-3,6,-70,26,68,-22,3,-27,-48,16,-71,-3,-23,28,64,32,-29,4,-42,73,5244
-48,37,3,0,-12,-63,-12,44,0,-4,-17,45,-6,99,1,-3,-43,52,-39,36,88,-68,6,38,-32,-26,-2,21,13,-1,-10,7,-89,6,-1,-4,-9,-2,-9,-37,-56,-29,38,47,23,-38,0,1,11,-7,-39,9,-19,-56,-89,6,-54,0,100,48,34,-64,16,36,-42,0,-82,-48,43,-37,0,-5,-77,4,-19,-4,10,-27,-17,-51,-45,-58,-4,83,89,-38,1,-70,-23,-45,85,-7,50,-11,-69,-1,26,-45,-19,-33,1,-3,52,-12,-14,-6,-11,0,65,-7,0,43,38,83,11,-31,-26,62,0,-11,-3,1,0,-18,-3,-7,-39,-41,-10,-16,-34,0,29,-52,-15,0,46,17,50,-95,75,-2,2,11,-50,-6,41,-41,5,48,-57,11,44,0,-8,33,-14,66,62,22,-50,-32,-8,19,41,-65,-41,-56,-26,-10,-83,36,60,-14,-36,0,66,-3,7,-7,14,44,6,0,0,-44,39,-16,-10,0,-13,39,-7,63,-6,19,12,49,-35,72,15,-33,-58,0,1,-13,40,-43,63,8,-9,34,2,15,-95,23,49,-32,2,-47,-44,16,-90,0,-31,38,42,-20,1,0,-62,83,9797
-15,15,48,0,-3,-34,20,-17,0,-28,-11,32,-19,-34,7,-2,-6,-8,9,-14,-29,6,-21,17,-15,17,0,5,54,48,17,-7,-23,42,31,-10,38,13,-14,8,-11,8,14,16,-5,-9,0,16,17,-10,-7,38,-12,3,-27,-2,0,-9,4,69,20,-5,57,18,11,0,-18,31,-17,3,0,18,-15,-6,-3,-26,6,-56,8,12,-31,-27,-16,48,-40,-3,-35,-12,-4,-34,-28,10,24,-40,-19,-14,29,-34,12,-28,-3,46,34,-26,2,65,-20,0,-10,25,0,25,21,33,-3,-25,-28,17,0,-44,0,16,0,24,-15,-9,-33,-20,3,-10,-5,-13,-11,-9,22,0,14,-19,28,-14,36,5,68,23,36,-4,30,-35,-42,-17,-12,-23,72,0,-16,16,-18,41,41,-19,-10,14,2,28,24,-28,3,-28,2,-5,-21,25,36,-17,8,0,12,0,-19,19,-10,26,-44,-12,0,-12,20,-27,40,0,-1,18,-11,41,8,5,-3,19,-8,10,24,-21,-15,0,1,-20,28,-33,-19,23,16,-8,16,4,-11,12,-6,13,4,-30,-13,8,-30,-10,5,15,-22,7,-37,-3,0,47,70004
-23,24,36,0,-2,-31,-1,8,0,-41,8,27,-20,13,18,16,-8,5,10,-39,-9,5,0,33,-5,6,-3,4,37,32,-6,28,-33,50,30,0,18,14,-33,4,-34,6,30,30,-11,-8,0,30,38,-3,-24,49,9,-27,-31,24,-14,-1,0,10,32,-40,40,27,8,0,12,-1,-11,-12,0,15,15,9,21,-43,15,-45,1,-26,-15,-26,5,39,9,-20,-1,-8,15,-30,-15,-1,26,-37,-10,-8,23,-19,4,-47,1,40,61,12,15,0,-17,0,-2,23,0,11,29,50,8,-21,-47,37,0,-38,0,-7,0,20,-3,17,-26,-18,-10,-5,-10,43,-11,-37,25,0,28,-12,5,-20,39,0,0,-16,0,12,24,-12,-47,11,-25,27,14,0,0,28,-5,44,36,-10,-34,14,-11,14,18,-31,-21,-28,12,26,-18,4,38,-2,9,0,30,15,25,15,4,29,-48,43,0,6,16,15,39,0,-2,28,15,41,1,8,7,27,-5,40,18,-13,1,0,0,-17,27,-11,-8,-18,2,-44,35,-2,-20,17,7,15,17,-16,-9,16,-28,-16,15,29,-13,-8,-1,-3,-20,40,70020
-19,16,7,0,0,0,-20,11,0,-3,-17,31,28,27,0,1,-2,35,-35,-1,57,-13,-18,29,-34,48,31,11,37,5,-18,6,-28,-14,18,5,2,4,-34,-9,-15,30,16,20,-43,-8,0,5,15,7,-18,-13,-18,-9,-30,8,-7,-20,-18,36,33,-18,34,18,-6,0,-54,25,-9,3,0,12,-36,12,6,-1,11,-8,-1,-32,-39,-2,34,41,30,-20,-21,-52,-11,24,58,6,39,-23,-9,-41,9,-35,-6,-40,-1,26,21,-2,12,30,-18,0,36,-4,0,2,10,28,13,-14,-40,35,0,-22,33,-20,0,4,-41,-5,25,-43,-8,-10,-10,17,-42,8,3,0,21,46,19,-32,23,5,25,16,23,2,43,-21,11,10,-24,0,30,0,-21,16,-8,1,40,48,7,-10,-14,31,27,-24,-11,-28,-8,-75,-15,21,40,-7,-39,0,34,3,4,7,2,31,8,18,0,-5,26,-2,45,0,-1,18,-5,0,7,5,10,33,-34,40,16,-10,-9,0,7,-20,45,-25,33,17,10,0,6,-23,-30,14,37,3,2,-41,-31,11,-17,28,-16,17,-11,9,-21,0,-5,43,70297
-10,52,63,0,-1,-45,-21,-6,0,-43,7,39,-52,29,22,22,14,-27,29,-29,-12,-36,-5,37,32,55,-17,0,21,58,-22,13,-51,46,6,-4,33,11,-6,95,-25,52,26,31,-38,-16,0,40,39,-4,-19,49,8,-25,-54,9,-24,-28,40,48,39,-34,13,42,98,0,-28,-8,0,-32,0,20,-29,25,-1,-40,9,-74,1,-1,-16,-40,-36,58,28,-18,6,-1,0,-74,-13,8,-2,-36,-11,-18,52,-14,0,-13,9,67,78,2,0,79,-13,0,-46,31,0,33,34,72,-6,-16,-13,50,0,-37,-16,34,0,29,-19,14,-68,-12,-15,-5,-16,-3,-39,-25,33,0,27,19,14,-36,67,55,70,-8,-13,6,33,-19,-37,-4,-12,3,52,0,-27,24,-1,84,16,18,-21,21,-15,11,49,-29,-15,-24,1,37,-52,9,12,0,33,0,17,25,2,21,26,38,-35,-1,0,0,48,1,77,0,-2,52,15,83,14,2,-18,-5,39,49,27,-18,-3,0,70,-16,29,-23,-52,-3,11,-31,39,39,-34,20,-27,15,22,-14,-4,11,-63,-44,17,42,-7,56,8,3,-28,58,70305
-32,20,11,0,-9,-44,-20,24,0,4,-17,28,-17,78,2,3,-7,57,-42,58,66,-62,0,32,-65,-51,9,15,26,10,-20,-3,-75,-21,-4,-3,-14,11,-8,-31,-54,-51,42,39,7,-21,0,-1,3,-4,-33,-22,-18,-24,-73,-3,-35,-22,82,51,32,-58,32,29,-27,0,-67,-79,13,-47,0,4,-66,-12,-22,3,16,-13,-6,-12,-34,-46,-23,67,73,-34,-16,-52,-51,-43,66,-9,29,-6,-54,-5,19,-31,-7,-22,2,22,3,-25,-28,43,1,0,60,-17,0,26,8,79,-31,-54,-24,34,0,-6,8,3,0,-14,-5,-11,-42,-23,7,-12,-23,-22,13,-45,-11,0,41,-69,13,-72,60,-3,33,36,-80,-2,34,-23,9,24,-33,-6,50,0,-19,39,-11,47,45,-70,-43,-38,7,-6,60,-45,-23,-45,-51,-50,-68,11,46,-7,-43,0,33,1,-6,5,-13,31,7,-22,0,-36,58,-28,1,0,-7,24,-12,47,-17,15,-26,33,-51,36,-2,-56,-52,0,17,1,32,-24,60,31,-7,58,-3,7,-73,32,58,-38,3,-23,-38,25,-67,-17,-39,24,17,12,-17,0,-35,63,70508
-49,18,10,0,-7,10,-1,18,0,-28,-8,79,10,-15,2,-19,-41,28,-4,10,47,-26,54,12,14,13,0,17,-6,8,4,0,-27,-35,-2,-25,18,-7,40,8,-65,7,23,-1,-50,-10,0,3,21,-26,-24,-40,-11,-14,-24,0,-50,0,68,5,11,-72,-9,30,9,0,-69,36,-17,-1,0,21,-76,13,-28,-31,8,2,0,-33,-21,7,-7,70,-7,-24,-44,-30,-2,-5,47,2,22,5,-51,-27,-14,-19,-2,8,31,-1,52,-15,-19,-4,-15,0,71,16,0,72,52,40,-24,-12,9,-8,0,4,1,-55,0,-15,-31,-20,-6,-22,-18,-15,-13,-8,-54,6,-15,0,2,8,-13,-32,34,16,1,21,36,-23,38,-4,13,19,-52,-23,6,0,5,26,-18,18,76,7,4,-23,-19,0,52,-30,-13,-34,-3,54,-54,-8,78,-20,-6,0,52,-22,-22,19,14,81,13,-7,0,-1,52,-16,-4,0,-9,19,-21,18,5,13,-25,15,16,-2,20,-13,-52,0,-42,-11,35,-3,74,21,1,2,4,-45,-36,15,29,-5,3,-27,-23,14,-47,8,-21,30,-18,-46,-47,4,-49,69,70540
-21,40,11,0,-6,-12,19,7,0,-8,-4,27,8,-6,5,1,-8,11,-1,8,25,-23,-9,23,35,34,0,9,-2,8,20,11,-24,-13,13,-9,0,5,-3,21,-22,14,18,3,-2,0,0,8,22,-10,-12,-16,-6,-17,-21,4,-18,4,15,19,16,-23,4,19,26,0,-39,-13,14,-21,0,-1,-38,18,-37,-11,8,-60,-5,-15,-19,-17,7,61,-4,-11,5,-11,-16,5,23,-10,-21,-14,-6,-7,6,-14,-6,-12,-1,56,19,-4,-25,-60,-9,0,0,8,0,26,11,26,-7,-29,-16,-6,0,-15,1,-20,0,9,-9,4,3,-36,-5,-6,0,19,1,-32,6,0,7,54,-4,-12,21,3,-55,-23,-7,-2,27,-42,-10,8,-23,4,16,0,3,20,11,0,19,52,-30,-7,-6,10,23,-34,-17,-33,-21,13,-31,-9,21,10,-3,0,28,-4,2,1,10,28,-8,19,0,-18,24,-7,51,0,-6,40,5,3,8,9,-10,-16,35,0,22,-39,-8,0,1,-5,33,-40,4,-28,-12,14,7,-11,-16,21,12,-5,3,-22,-9,13,-25,4,1,21,13,-2,0,-7,-19,63,70679
