overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-1,81,80,81,78,80,82,11,78,80
1,77,78,77,76,77,79,14,77,78
1,83,82,81,81,81,83,18,82,82
-1,78,78,79,78,80,77,19,78,79
1,82,84,83,90,84,83,21,92,84
1,80,82,81,84,81,80,22,86,81
2,74,77,75,76,76,74,23,78,78
-2,79,78,80,82,79,77,48,80,78
-1,80,79,80,84,80,79,52,84,79
-1,74,75,76,76,76,74,54,75,76
-1,77,76,77,77,77,76,69,76,75
-1,72,73,74,73,74,71,70,71,74
1,75,77,76,76,77,76,72,76,77
1,82,83,82,82,81,84,73,82,81
-2,74,73,75,76,76,72,74,74,74
-1,74,73,74,74,73,74,86,72,73
1,77,79,78,79,79,79,234,81,80
1,75,78,77,75,78,77,236,75,79
1,78,79,78,81,78,78,237,82,79
-2,84,84,86,89,85,82,243,87,84
-1,77,77,78,78,78,76,247,78,77
-1,75,74,75,78,75,71,436,78,73
-1,73,73,74,74,73,71,452,74,72
-1,76,75,76,77,76,75,453,75,74
-1,74,74,75,74,75,73,472,73,74
-1,78,76,77,73,74,77,481,71,73
1,75,79,78,82,79,76,605,82,80
1,78,78,77,77,76,78,1808,77,75
1,76,78,77,79,77,76,1824,81,78
-1,76,74,75,74,74,75,1831,73,73
-1,73,75,76,76,74,72,10029,75,73
-1,73,73,74,76,73,71,100888,75,74
1,78,79,78,80,79,78,115841,81,81
1,78,80,79,79,78,79,115845,81,80
2,83,85,83,84,83,84,116010,84,84
-1,78,76,77,79,75,78,116011,80,75
-1,77,77,78,79,79,76,116015,78,77
2,80,83,81,84,81,82,116017,84,84
2,85,86,84,85,83,86,116033,86,85
1,75,79,78,78,81,77,116035,78,81
1,76,80,79,82,78,77,116302,82,79
1,76,79,78,81,76,78,116304,84,76
-1,75,75,76,68,74,73,116305,66,73
-1,73,75,76,77,77,71,116306,77,76
-1,77,75,76,76,75,76,116308,76,74
-2,74,75,77,81,74,72,116311,79,74
1,78,78,77,73,78,79,116312,73,79
1,85,86,85,85,88,86,116325,86,90
1,80,82,81,80,82,80,131681,80,83
1,83,84,83,86,83,84,131682,86,82
