overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
3,59,63,60,61,61,62,305,61,64
-2,61,60,62,63,62,58,306,61,61
-2,61,61,63,63,63,59,423,62,62
2,60,63,61,63,62,61,445,63,64
1,57,59,58,57,60,57,563,59,62
-1,65,68,69,74,68,64,689,74,67
-1,66,67,68,71,66,64,696,72,66
-2,61,58,60,56,59,58,1571,53,58
1,67,69,68,64,69,68,111065,66,70
1,64,67,66,67,65,64,111139,69,66
1,66,68,67,66,68,66,112828,67,71
1,69,71,70,71,71,69,113149,73,72
-1,66,68,69,72,67,66,114161,72,68
