competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
10,18,5,1908,10,0,24,24,176,161583,163872,46800,111380,0,10
10,11,9,634,10,0,24,24,249,161583,163874,46800,100634,0,10
10,7,13,1910,10,0,24,24,249,161583,163875,46800,100632,0,10
10,16,12,1904,10,0,24,24,178,161584,163876,46800,100646,0,10
10,1,14,1914,10,0,24,24,249,161584,163877,46800,245,0,10
10,8,2,247,10,0,24,24,463,161584,163878,46800,1913,0,10
10,3,15,1907,10,0,24,24,178,161584,163879,46800,1903,0,10
10,6,1,245,10,0,24,24,15,161589,163880,46800,1906,0,10
10,9,10,1915,10,0,24,24,176,161590,163882,46800,634,0,10
10,4,5,1908,10,0,24,24,176,161590,163883,46800,246,0,10
10,2,17,1905,10,0,24,24,249,161591,163886,46800,247,0,10
13,10,11,1925,13,1120,27,28,450,161583,164231,63000,2,20221,13
13,9,8,1808,13,2202,27,27,340,161583,164232,54000,144,222,13
13,19,5,5,13,20000,27,27,28,161584,164233,50400,95,2002,13
13,18,12,1799,13,100,27,27,330,161583,164234,54000,94,2022,13
13,20,1,9,13,2000,28,27,13,161583,164235,54000,17,12122,13
13,2,14,11,13,22201,27,27,1,161584,164236,59400,1,20012,13
13,4,3,14,13,20202,27,27,449,161583,164237,45000,10,2001,13
13,7,13,18,13,20200,27,27,409,161584,164238,50400,1943,2220,13
13,6,15,19,13,20020,27,27,355,161585,164239,72000,13,10022,13
13,16,17,110,13,21211,27,27,415,161583,164240,72000,7,2020,13
14,21,9,1919,14,120,34,34,491,161583,164761,54000,1952,10212,14
14,22,3,1796,14,102,34,35,336,161583,164762,54000,1923,12212,14
14,19,5,1800,14,2001,35,35,497,161583,164763,45000,1806,2222,14
14,7,24,91,14,2201,35,35,249,161583,164764,54000,3,11000,14
14,18,11,1792,14,1000,35,35,329,161582,164765,72000,1951,10121,14
14,13,23,1929,14,2000,34,35,249,161583,164766,54000,1807,22011,14
14,1,17,1790,14,22221,35,35,112,161584,164767,43200,8,2220,14
14,15,2,1794,14,2110,35,34,433,161583,164768,54000,1801,22202,14
14,20,4,106,14,112,35,34,326,161583,164769,54000,1961,12002,14
14,8,16,1960,14,22,34,35,333,161583,164770,54000,12,2002,14
14,12,10,1795,14,20112,35,34,347,161583,164771,45000,97,10221,14
14,14,6,109,14,20200,35,35,327,161583,164772,54000,15,20121,14
31,12,15,1842,31,1201,27,27,193,161582,165163,74700,110556,2100,31
31,19,13,1745,31,11,27,27,34,161583,165164,54000,205,220,31
31,8,18,1746,31,12222,27,27,33,161584,165165,64800,52,1,31
31,6,14,206,31,12022,27,27,261,161584,165166,45000,189,20020,31
31,20,1,131682,31,100,27,27,176,161583,165167,74700,111811,2021,31
31,3,4,45,31,12121,27,27,247,161584,165168,74700,115845,22222,31
31,10,5,115841,31,21222,27,27,195,161585,165169,74700,55,22112,31
31,9,16,347,31,22000,27,27,193,161583,165170,64800,131681,21100,31
31,7,2,48,31,20002,27,27,195,161584,165171,54000,110374,11101,31
31,11,17,50,31,11022,27,27,229,161583,165172,54000,54,20,31
53,8,4,448,53,1211,26,26,388,161584,165665,66600,453,12120,53
53,11,1,241,53,21101,26,26,192,161583,165666,75600,479,22222,53
53,17,6,449,53,1,26,26,392,161584,165667,66600,472,10222,53
53,16,10,450,53,102,26,26,394,161583,165668,50400,100888,2121,53
53,12,9,457,53,10211,26,26,397,161584,165669,75600,481,2020,53
53,20,18,461,53,1,26,26,10,161583,165670,66600,462,22101,53
53,5,19,463,53,12212,26,25,399,161583,165671,58500,483,101,53
53,13,15,452,53,20001,25,26,393,161585,165672,75600,110062,12012,53
53,2,14,1860,53,21122,26,26,390,161584,165673,50400,240,12200,53
53,7,3,243,53,22001,26,26,2,161584,165674,58500,480,1120,53
19,12,2,32,19,20000,24,24,12,161583,166001,55800,38,21122,19
19,16,1,21,19,1210,24,24,261,161583,166002,55800,160,22122,19
19,11,10,22,19,11121,24,24,9,161583,166003,55800,100409,20022,19
19,14,3,1824,19,12000,24,24,416,161584,166004,55800,1831,11200,19
19,18,13,10029,19,10,24,24,407,161584,166005,63000,111235,212,19
19,6,5,25,19,12110,24,24,447,161583,166006,66600,112172,22221,19
19,15,7,175,19,10000,24,24,406,161583,166007,55800,110329,11212,19
19,4,8,23,19,1222,24,24,343,161582,166008,73800,169,21202,19
19,9,17,576,19,2010,24,24,32,161583,166009,55800,36,1002,19
16,17,16,1738,16,10,24,24,176,161584,166307,62100,1819,12002,16
16,12,15,379,16,1120,24,24,179,161584,166308,62100,57,0,16
16,7,14,71,16,2212,24,24,158,161584,166309,62100,76,20020,16
16,4,8,1809,16,20202,24,24,147,161582,166310,74700,69,11022,16
16,6,3,72,16,2202,24,24,176,161584,166311,74700,66,12222,16
16,13,10,378,16,10210,24,24,32,161584,166312,54000,1530,2110,16
16,18,5,65,16,0,24,24,477,161583,166313,68400,70,20220,16
16,1,11,74,16,22222,24,24,179,161583,166314,61200,73,22022,16
16,9,2,219,16,20000,24,24,29,161583,166315,75900,64,22202,16
66,8,17,111091,66,10200,23,23,261,161584,166604,53100,420,12200,66
66,3,12,301,66,20212,23,23,178,161584,166605,63000,110745,1001,66
66,15,10,110206,66,2000,23,23,468,161584,166606,44100,110749,22100,66
66,16,11,111083,66,10020,23,23,178,161582,166607,64800,114393,12122,66
66,5,18,111092,66,22220,23,23,176,161582,166608,73800,110746,1200,66
66,4,7,111097,66,10202,23,23,178,161585,166609,68400,1871,10022,66
66,14,1,873,66,2010,23,23,261,161583,166610,72900,114004,20022,66
66,2,9,111086,66,10222,23,23,249,161583,166611,63000,114326,22112,66
66,13,6,110747,66,1021,23,23,179,161583,166612,53100,111088,11112,66
20,5,17,110176,20,22010,24,24,182,161583,166919,46800,31,11,20
20,9,13,110502,20,10022,24,24,26,161582,166920,66600,1832,20,20
