homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
7,5,15,4,23,19,60,0,0,0,0,0,1,1,0,12211,10,5,0,20,269,3,3,0,32,0,1,0,1,0,3,4,4,56
14,9,17,6,19,12,46,0,0,0,0,0,1,1,10,1022,8,4,1,20,270,8,4,0,32,0,2,0,0,0,2,4,4,46
9,3,25,3,14,10,53,0,0,0,0,0,1,1,0,1221,10,6,2,20,271,10,3,0,35,0,0,1,1,0,3,4,4,53
10,1,21,1,14,10,86,0,0,0,0,0,1,1,0,22221,0,7,3,20,819,0,4,0,40,0,0,1,1,0,2,4,3,66
17,12,11,9,8,20,13,0,0,0,0,0,1,1,3,10001,5,3,4,20,820,5,1,0,18,0,4,0,1,0,6,3,3,20
22,11,11,12,9,23,26,0,0,0,0,0,1,1,5,210,4,1,5,20,822,4,1,0,10,0,6,0,2,0,8,1,3,33
18,4,20,8,14,18,26,0,0,0,0,0,1,1,3,10002,3,5,6,20,1443,3,1,0,24,0,3,0,0,0,5,4,2,40
25,13,14,10,11,22,26,0,0,0,0,0,1,1,5,12000,5,2,7,20,1447,5,2,0,16,0,5,0,2,0,7,1,3,26
10,7,19,2,15,14,80,0,0,0,0,1,1,1,0,22202,10,9,8,20,1516,10,3,0,39,0,1,0,0,0,4,3,0,50
11,6,16,5,17,11,53,0,0,0,0,0,1,1,10,22011,8,4,9,20,1786,10,4,0,32,0,3,0,1,0,1,5,3,60
11,2,21,7,15,23,60,0,0,0,0,0,1,1,10,20220,3,6,10,20,1788,8,3,0,32,0,0,1,2,0,6,1,4,56
12,10,6,11,7,14,13,0,0,0,0,0,1,1,5,11,4,1,11,20,15001,4,0,0,12,0,4,0,1,0,6,4,5,16
15,11,27,4,20,10,60,0,0,0,0,0,4,4,10,2202,10,7,12,28,229,10,7,0,48,0,4,0,0,0,4,3,3,50
16,3,33,5,14,15,53,0,0,0,0,0,4,4,10,20211,10,8,13,28,230,10,4,0,45,0,3,0,1,0,4,6,3,56
16,4,34,2,24,17,33,0,0,0,0,1,4,4,10,2101,10,9,14,28,231,10,6,0,53,0,2,0,1,0,3,5,3,53
10,6,12,7,10,22,26,0,0,0,0,0,4,4,10,10020,8,7,15,28,232,8,3,0,38,0,4,0,2,0,6,5,3,46
17,15,14,11,18,31,26,0,0,0,0,0,4,4,8,2010,3,4,16,28,537,3,4,0,32,0,5,0,2,0,7,3,5,26
11,9,18,8,16,20,53,0,0,0,0,0,4,4,10,21021,8,6,17,28,670,8,4,0,37,0,4,0,1,0,7,3,4,53
8,1,28,1,24,24,73,0,0,0,0,0,4,4,0,22211,0,12,18,28,673,0,7,0,62,0,0,1,1,0,4,3,2,80
14,5,26,6,13,17,60,0,0,0,0,0,4,4,10,21211,10,7,19,28,674,10,3,0,42,0,3,0,1,0,3,8,4,50
22,16,16,16,9,34,33,0,0,0,0,0,4,4,4,1012,4,3,20,28,675,4,0,0,18,0,4,0,0,0,12,2,7,23
22,12,22,14,15,31,33,0,0,0,0,0,4,4,3,112,5,4,21,28,680,5,2,0,28,0,3,0,0,0,9,3,7,33
22,7,28,13,18,26,53,0,0,0,0,0,4,4,8,22101,5,5,22,28,681,5,3,0,31,0,5,0,1,0,8,3,4,30
15,8,16,12,12,23,26,0,0,0,0,0,4,4,8,10111,3,5,23,28,1750,3,2,0,32,0,3,0,1,0,7,5,6,50
11,2,26,3,19,12,80,0,0,0,0,0,4,4,10,22022,10,9,24,28,2014,10,5,0,52,0,2,0,0,0,2,7,3,83
20,14,12,15,12,34,6,0,0,0,0,0,4,4,4,10,4,4,25,28,100081,4,1,0,20,0,8,0,2,0,10,3,2,10
8,10,16,9,9,21,53,0,0,0,0,0,4,4,8,20211,3,6,26,28,100087,3,1,0,34,0,1,0,1,0,7,6,7,40
19,13,29,10,13,20,33,0,0,0,0,0,4,4,8,1210,3,5,27,28,110724,3,3,0,32,0,4,0,2,0,8,3,5,23
7,3,30,1,22,11,0,0,0,0,0,0,10,10,0,0,0,11,28,24,245,0,8,0,60,0,0,1,0,0,2,2,1,0
12,1,23,4,25,15,0,0,0,0,0,0,10,10,0,0,0,7,29,24,246,10,5,0,44,0,2,0,1,0,2,5,3,0
10,2,40,2,33,19,0,0,0,0,0,1,10,10,0,0,0,9,30,24,247,10,7,0,52,0,0,1,2,0,4,1,3,0
19,13,14,9,17,23,0,0,0,0,0,0,10,10,0,0,0,5,31,24,634,3,3,0,29,0,6,0,0,0,5,5,0,0
21,7,18,3,25,15,0,0,0,0,0,0,10,10,0,0,0,6,32,24,1903,10,7,0,46,0,4,0,0,1,0,5,2,0
