competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
10,7,2,245,10,0,19,19,15,161542,163826,46800,100632,0,10
10,16,6,1906,10,0,19,19,178,161542,163827,46800,100646,0,10
10,10,15,1915,10,0,18,19,176,161541,163828,46800,1913,0,10
10,11,5,1908,10,0,19,19,176,161542,163829,46800,1910,0,10
10,17,4,246,10,0,19,19,487,161541,163830,46800,111380,0,10
10,13,8,634,10,0,19,19,249,161542,163831,46800,1914,0,10
10,3,14,100634,10,0,18,19,178,161540,163832,46800,1903,0,10
10,9,1,247,10,0,19,19,463,161541,163833,46800,1904,0,10
10,12,18,1905,10,0,19,19,249,161542,163834,46800,1907,0,10
13,3,7,1943,13,0,22,22,348,161541,164181,54000,14,0,13
13,14,8,2,13,0,22,22,115,161542,164182,59400,19,0,13
13,16,9,1808,13,0,22,21,340,161541,164183,54000,7,0,13
13,11,12,1799,13,0,22,22,330,161542,164184,50400,1925,0,13
13,13,10,144,13,0,22,22,328,161542,164185,68400,11,0,13
13,18,1,9,13,0,21,22,13,161541,164186,54000,94,0,13
13,4,5,10,13,0,22,22,246,161541,164187,63000,5,0,13
13,6,20,17,13,0,22,22,113,161541,164188,54000,13,0,13
13,19,15,18,13,0,22,22,409,161542,164189,50400,95,0,13
13,2,17,110,13,0,22,22,415,161541,164190,54000,1,0,13
14,14,5,3,14,0,27,27,496,161537,164665,71100,1800,0,14
14,4,19,91,14,0,27,27,249,161537,164666,71100,106,0,14
14,12,21,1952,14,0,27,27,332,161537,164667,71100,15,0,14
14,6,7,12,14,0,27,27,349,161537,164668,71100,109,0,14
14,20,17,97,14,0,26,27,180,161537,164669,72000,1961,0,14
14,23,15,1951,14,0,27,27,228,161537,164670,71100,1923,0,14
14,2,13,1960,14,0,27,27,333,161537,164671,71100,1794,0,14
14,16,8,1795,14,0,27,27,347,161537,164672,71100,1801,0,14
14,11,1,8,14,0,27,27,432,161538,164673,71100,1792,0,14
14,3,24,1929,14,0,27,27,249,161538,164674,72000,1796,0,14
14,18,22,1790,14,0,26,27,112,161538,164675,71100,1806,0,14
14,9,10,1807,14,0,27,27,180,161538,164676,71100,1919,0,14
31,3,13,1745,31,0,21,21,34,161541,165103,54000,115845,0,31
31,7,15,1746,31,0,21,20,33,161541,165104,74700,189,0,31
31,20,12,110556,31,0,21,21,147,161543,165105,74700,111811,0,31
31,6,4,115841,31,0,21,20,195,161542,165106,74700,110374,0,31
31,2,17,347,31,0,21,20,193,161542,165107,64800,131682,0,31
31,16,8,131681,31,0,20,21,176,161542,165108,45000,50,0,31
31,5,1,48,31,0,21,21,195,161541,165109,64800,45,0,31
31,14,11,54,31,0,21,21,261,161540,165110,74700,1842,0,31
31,9,10,55,31,0,21,21,482,161542,165111,54000,52,0,31
31,18,19,205,31,0,21,21,34,161543,165112,66600,206,0,31
189,6,4,897,189,0,19,19,249,161542,165387,59400,894,0,189
189,9,10,322,189,0,19,19,33,161541,165388,64800,900,0,189
189,8,2,896,189,0,19,19,176,161542,165389,59400,110770,0,189
189,5,11,1704,189,0,19,19,34,161541,165390,64800,324,0,189
