overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-1,83,83,84,80,85,82,1,81,84
1,76,77,76,75,75,77,7,76,77
1,83,86,85,84,85,83,10,86,87
-1,79,79,80,80,84,78,13,79,83
1,79,79,78,80,77,80,14,82,78
-1,77,78,79,74,79,76,19,74,78
1,83,85,84,90,83,83,21,90,84
-1,81,80,81,81,80,80,22,80,79
-1,73,75,76,77,76,72,23,76,75
-2,77,74,76,77,75,76,25,77,73
1,76,78,77,80,76,76,36,82,77
1,78,81,80,82,80,79,45,82,80
1,80,80,79,79,79,79,48,81,80
1,79,81,80,85,79,80,52,87,81
-1,74,75,76,77,75,72,74,75,75
-1,75,74,75,75,75,74,78,75,74
-1,76,75,76,77,76,75,110,77,76
-1,74,74,75,79,75,72,169,79,74
-1,75,76,77,77,75,73,175,77,74
1,78,79,78,79,79,78,234,80,80
-1,75,76,77,76,78,74,236,76,78
1,77,80,79,82,78,78,237,83,80
-1,81,81,82,84,81,80,240,83,81
-1,77,77,78,77,78,75,247,78,77
1,78,80,79,81,79,79,326,82,80
-1,76,76,77,77,77,74,449,77,76
-2,76,74,76,77,76,74,453,76,75
-1,77,77,78,79,78,76,457,78,77
-1,74,74,75,74,75,72,472,74,73
1,76,79,78,79,79,78,483,79,81
1,76,79,78,82,78,77,605,82,79
1,78,78,77,77,77,79,1799,78,78
1,78,78,77,77,75,78,1808,77,76
1,79,78,77,83,76,79,1824,83,77
1,75,78,77,76,76,76,1943,76,78
-1,75,77,78,79,77,74,110374,79,75
1,78,80,79,80,79,78,115841,80,81
1,83,84,83,82,83,84,116009,83,84
1,83,84,83,85,82,84,116010,85,83
1,78,78,77,78,76,80,116011,78,77
1,79,80,79,80,78,80,116012,81,80
-1,73,74,75,76,74,73,116013,75,72
-2,72,74,76,78,75,70,116014,77,74
-1,79,81,82,82,81,77,116017,82,80
1,75,79,78,84,79,76,116035,85,81
-2,76,73,75,75,72,74,116037,73,71
1,85,86,85,85,88,85,116325,86,89
-1,78,78,79,80,79,77,116327,80,78
-1,76,75,76,77,75,75,116328,77,74
1,83,84,83,86,83,83,131682,88,84
