playerid35,playerid0,playerid9,customsub0in,playerid36,rightfreekicktakerid,playerid44,playerid27,playerid1,playerid38,playerid31,playerid7,playerid20,playerid39,playerid42,playerid48,playerid13,playerid6,customsub0out,playerid37,playerid5,playerid45,playerid8,playerid14,playerid46,longkicktakerid,playerid12,playerid2,rightcornerkicktakerid,playerid30,customsub1in,playerid15,playerid41,playerid47,playerid23,playerid16,customsub1out,leftcornerkicktakerid,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,playerid22,playerid24,playerid11,customsub2in,playerid3,captainid,playerid51,leftfreekicktakerid,playerid25,playerid33,playerid19,playerid17,playerid26,playerid50,playerid34,penaltytakerid,playerid32,freekicktakerid,playerid28,playerid21,playerid10,playerid43,playerid29
-1,220901,235790,-1,-1,222665,-1,-1,231936,-1,-1,234378,232938,-1,-1,-1,271807,222665,-1,-1,209989,-1,246669,278773,-1,222665,202652,243715,246669,-1,-1,227813,-1,-1,265693,257711,-1,234378,207421,251805,-1,-1,-1,1,226491,-1,205498,-1,232580,222665,-1,234378,-1,-1,230666,194404,-1,-1,-1,246669,-1,222665,-1,225193,251566,-1,-1
-1,202811,260247,-1,-1,200458,-1,-1,227174,-1,-1,229906,264209,-1,-1,-1,261336,216393,-1,-1,257057,-1,210881,219693,-1,200458,246923,227678,210881,-1,-1,248465,-1,-1,236987,74207,-1,210881,226162,200458,-1,-1,-1,2,210635,212419,199189,-1,241464,210881,-1,200458,-1,-1,247172,243917,-1,-1,-1,200458,-1,200458,-1,207557,221697,-1,-1
-1,240595,257063,-1,-1,235770,-1,256965,232185,-1,-1,238336,242749,-1,-1,-1,194017,234319,-1,-1,212099,-1,218343,211504,-1,212099,225748,242751,218343,-1,-1,195037,-1,-1,264746,264299,-1,235770,238196,235770,-1,-1,-1,3,271743,256366,245766,-1,221281,234319,-1,235770,251522,-1,231540,74726,278314,-1,-1,245652,-1,235770,279225,173671,245652,-1,-1
-1,234803,220039,-1,-1,212366,-1,-1,229073,-1,-1,178287,254522,-1,-1,-1,221705,212366,-1,-1,239377,-1,255913,231951,-1,212366,233442,239540,212366,-1,-1,244240,-1,-1,246002,224447,-1,212366,244559,240912,-1,-1,-1,4,251311,219795,238368,-1,212090,212090,-1,212366,258532,-1,225867,235027,-1,-1,-1,220039,-1,212366,-1,256442,225509,-1,-1
238074,228789,247090,-1,-1,257534,-1,71651,259307,-1,265412,257534,246340,-1,-1,-1,254796,263620,-1,-1,256079,-1,238616,229942,-1,247090,237386,248695,257534,277795,-1,222104,-1,-1,242578,273906,-1,247090,232411,239231,-1,-1,-1,5,273883,278813,233049,-1,262859,247090,-1,257534,204246,71997,242444,258485,71998,-1,278017,257534,278288,257534,261375,259356,259197,-1,229984
-1,204935,208135,-1,-1,243282,-1,-1,152908,-1,-1,232080,234078,-1,-1,-1,245741,193474,-1,-1,266609,-1,243282,247649,-1,243282,243657,202695,243282,-1,-1,253510,-1,-1,74634,180216,-1,243282,261188,244380,-1,-1,-1,7,257896,74413,251892,-1,207599,202695,-1,243282,270676,-1,270866,237704,256268,-1,-1,221479,-1,243282,-1,172723,221479,-1,-1
-1,242656,247361,-1,-1,232104,-1,-1,244591,-1,-1,232104,256776,-1,-1,-1,236764,235735,-1,-1,248384,-1,258906,213693,-1,248384,246791,229266,241184,-1,-1,231838,-1,-1,71814,208892,-1,232104,243134,241184,-1,-1,-1,8,203215,263734,206534,-1,239360,235735,-1,232104,261382,-1,247249,193331,-1,-1,-1,270206,-1,232104,-1,246053,270206,-1,-1
-1,212831,224458,-1,-1,231281,-1,246174,231281,-1,-1,236772,235805,-1,-1,-1,225100,246104,-1,-1,239837,-1,209331,232223,-1,231281,242434,237678,231281,-1,-1,264298,-1,-1,253428,273651,-1,216267,242516,216267,-1,-1,-1,9,265459,278292,232487,-1,203376,203376,-1,231281,71227,-1,253072,240913,279128,-1,-1,209331,-1,231281,-1,271977,241084,-1,-1
-1,210257,239085,-1,-1,192985,-1,-1,271574,-1,-1,192985,264681,-1,-1,-1,186942,207410,-1,-1,218667,-1,270409,253124,-1,192985,231866,239818,192985,-1,-1,203574,-1,-1,157804,188377,-1,192985,264349,251517,-1,-1,-1,10,277427,208920,206517,-1,229237,192985,-1,192985,277295,-1,237692,200159,279624,-1,-1,239085,-1,192985,-1,70996,246420,-1,-1
-1,226753,212198,-1,-1,212198,-1,269087,236401,-1,-1,254088,71973,-1,-1,-1,268439,269136,-1,-1,200145,-1,231677,203263,-1,212198,190460,235243,212198,-1,-1,221660,-1,-1,273599,169588,-1,212198,268438,234574,-1,-1,-1,11,268443,205988,253306,-1,239301,212198,-1,212198,259399,-1,255475,243647,233064,-1,-1,212198,-1,212198,238041,163264,250961,-1,-1
