playerid35,playerid0,playerid9,customsub0in,playerid36,rightfreekicktakerid,playerid44,playerid27,playerid1,playerid38,playerid31,playerid7,playerid20,playerid39,playerid42,playerid48,playerid13,playerid6,customsub0out,playerid37,playerid5,playerid45,playerid8,playerid14,playerid46,longkicktakerid,playerid12,playerid2,rightcornerkicktakerid,playerid30,customsub1in,playerid15,playerid41,playerid47,playerid23,playerid16,customsub1out,leftcornerkicktakerid,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,playerid22,playerid24,playerid11,customsub2in,playerid3,captainid,playerid51,leftfreekicktakerid,playerid25,playerid33,playerid19,playerid17,playerid26,playerid50,playerid34,penaltytakerid,playerid32,freekicktakerid,playerid28,playerid21,playerid10,playerid43,playerid29
-1,220901,207421,-1,-1,234378,-1,-1,251805,-1,-1,234378,273926,-1,-1,-1,231936,222665,-1,-1,209989,-1,246669,226491,-1,234378,205498,243715,246669,-1,-1,227813,-1,-1,230666,257711,-1,234378,271807,278773,-1,-1,-1,1,235790,232938,225193,-1,265693,222665,-1,234378,-1,-1,202652,194404,-1,-1,-1,222665,-1,234378,-1,232580,251566,-1,-1
-1,202811,220834,-1,-1,200458,-1,-1,227174,-1,-1,260247,229942,-1,-1,-1,257057,216393,-1,-1,236987,-1,246923,199189,-1,216393,231447,227678,200458,-1,-1,241464,-1,-1,210635,248465,-1,216393,229906,200458,-1,-1,-1,2,264209,-1,210881,-1,212419,202811,-1,216393,-1,-1,231677,207557,-1,-1,-1,220834,-1,200458,-1,275468,221697,-1,-1
-1,74726,225748,-1,-1,225748,-1,278314,232185,-1,-1,257063,239015,-1,-1,-1,271743,234319,-1,-1,212099,-1,218343,264299,-1,225748,242749,221281,225748,-1,-1,235770,-1,-1,194017,243612,-1,225748,238336,237211,-1,-1,-1,3,244626,242751,245652,-1,195037,234319,-1,225748,231540,-1,193910,240595,264746,-1,-1,225748,-1,225748,270140,205887,245766,-1,75639
-1,234803,225509,-1,-1,212366,-1,-1,244240,-1,-1,233442,244559,-1,-1,-1,239540,255913,-1,-1,212366,-1,235807,224447,-1,212366,256442,212090,212366,-1,-1,239377,-1,-1,246296,254522,-1,212366,244871,229073,-1,-1,-1,4,251311,219795,225867,-1,240912,212090,-1,212366,78230,-1,221705,235027,-1,-1,-1,225509,-1,212366,-1,270617,238368,-1,-1
-1,228789,257534,-1,-1,257534,-1,248695,259307,-1,-1,238616,242578,-1,-1,-1,71998,247090,-1,-1,256079,-1,254796,238074,-1,257534,237386,230918,257534,-1,-1,222104,-1,-1,77540,71651,-1,247090,233049,239231,-1,-1,-1,5,70020,204246,263620,-1,262859,256079,-1,257534,278455,-1,232411,258485,261375,-1,-1,257534,-1,257534,278017,278813,259197,-1,-1
-1,204935,208135,-1,-1,232080,-1,-1,257896,-1,-1,232080,180216,-1,-1,-1,256402,193474,-1,-1,243657,-1,261188,266609,-1,232080,243282,253510,232080,-1,-1,152908,-1,-1,202695,207599,-1,243657,256268,244380,-1,-1,-1,7,74634,234078,270866,-1,247649,204935,-1,232080,245741,-1,221479,237704,-1,-1,-1,261188,-1,232080,-1,172723,251892,-1,-1
-1,193331,247361,-1,-1,247361,-1,-1,244591,-1,-1,258906,256776,-1,-1,-1,213693,248384,-1,-1,236764,-1,246791,243134,-1,247361,232104,229266,247361,-1,-1,239360,-1,-1,203215,231838,-1,247361,208892,241184,-1,-1,-1,8,73219,74145,270206,-1,235735,235735,-1,247361,-1,-1,206534,242656,-1,-1,-1,247249,-1,247361,-1,198118,247249,-1,-1
-1,212831,236772,-1,-1,231281,-1,-1,231281,-1,-1,209331,232223,-1,-1,-1,232487,239837,-1,-1,246104,-1,242516,246174,-1,231281,242434,237678,216267,-1,-1,264298,-1,-1,279128,273651,-1,231281,253072,216267,-1,-1,-1,9,265459,271977,235805,-1,203376,203376,-1,231281,225100,-1,224458,240913,-1,-1,-1,209331,-1,231281,-1,253428,241084,-1,-1
-1,210257,192985,-1,-1,192985,-1,231866,253124,-1,-1,270409,264349,-1,-1,-1,255069,186942,-1,-1,207410,-1,246420,229237,-1,192985,218667,239818,192985,-1,-1,271574,-1,-1,277295,277031,-1,192985,237692,277427,-1,-1,-1,10,271227,76624,206517,-1,251517,192985,-1,192985,276528,-1,239085,200159,157804,-1,-1,192985,-1,192985,208920,75577,256675,-1,203574
-1,226753,268438,-1,-1,212198,-1,75087,236401,-1,-1,273599,205988,-1,-1,-1,269136,190460,-1,-1,253306,-1,212198,268439,-1,212198,254088,203263,212198,-1,-1,269087,-1,-1,163264,221660,-1,212198,233064,277432,-1,-1,-1,11,269233,239301,200145,-1,235243,212198,-1,212198,234574,-1,77354,243647,250961,-1,-1,212198,-1,212198,-1,169588,259399,-1,-1
