competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
13,14,12,1799,13,22200,36,36,330,161656,164326,72000,110,1112,13
13,11,6,10,13,21120,36,36,246,161656,164329,72000,1943,22221,13
13,18,11,1943,13,212,36,37,348,161661,164331,57600,95,21120,13
13,6,10,144,13,22221,37,36,328,161661,164332,57600,10,2002,13
13,15,19,94,13,10120,37,37,350,161661,164333,57600,19,100,13
13,12,1,9,13,1112,37,36,13,161661,164334,57600,1799,22010,13
13,5,16,11,13,20222,37,37,1,161661,164335,57600,2,1000,13
13,13,3,13,13,122,37,37,100,161661,164336,57600,7,2120,13
13,4,7,14,13,22202,37,37,449,161661,164337,57600,5,20112,13
13,2,20,17,13,21012,37,37,113,161661,164338,57600,1,10010,13
13,8,17,18,13,2122,37,37,409,161661,164339,57600,1808,100,13
13,9,14,110,13,22220,36,37,415,161661,164340,57600,1925,22200,13
31,16,3,115845,31,21001,37,37,193,161661,165263,74700,50,21222,31
31,13,8,189,31,10,37,37,33,161660,165264,64800,110556,21100,31
31,2,10,1745,31,221,37,37,34,161659,165265,74700,131682,22221,31
31,15,18,1746,31,11,37,37,33,161661,165266,74700,206,10022,31
31,17,6,115841,31,1012,37,37,195,161661,165267,74700,347,21211,31
31,20,9,131681,31,20,37,37,176,161660,165268,74700,111811,2220,31
31,14,1,48,31,2002,37,37,195,161659,165269,74700,1842,22211,31
31,5,11,54,31,22202,37,37,261,161661,165270,74700,52,20100,31
31,7,12,55,31,22002,37,37,482,161661,165271,74700,110374,1200,31
31,4,19,205,31,2112,37,37,34,161661,165272,74700,45,10120,31
53,1,4,448,53,22220,37,37,388,161661,165775,75600,241,21222,53
53,12,6,449,53,12200,37,37,392,161659,165776,75600,461,22110,53
53,11,2,243,53,1002,37,37,2,161660,165777,58500,457,22022,53
53,9,14,463,53,20122,37,37,399,161660,165778,75600,479,21022,53
53,20,18,100888,53,0,37,37,398,161660,165779,66600,462,11202,53
53,19,17,452,53,0,37,37,393,161660,165780,66600,472,0,53
53,3,15,110062,53,21202,37,37,400,161661,165781,50400,240,12020,53
53,7,13,1860,53,20220,37,37,390,161660,165782,75600,450,2,53
53,10,8,480,53,200,37,37,429,161660,165783,75600,453,2212,53
53,16,5,483,53,1020,37,37,386,161661,165784,58500,481,22222,53
66,6,15,110749,66,2002,33,33,249,161660,166694,63000,110747,21020,66
66,17,18,114393,66,201,33,33,178,161660,166695,63000,111092,10000,66
66,10,1,873,66,10122,33,33,261,161660,166696,63000,111086,21221,66
66,13,2,114326,66,1002,33,33,469,161660,166697,63000,301,2201,66
66,16,5,1871,66,11021,33,33,176,161660,166698,63000,114004,22020,66
66,7,12,111088,66,20002,33,33,35,161660,166699,63000,111097,11121,66
66,11,8,420,66,12201,33,33,176,161660,166700,63000,111083,11120,66
66,9,14,111091,66,20021,33,33,261,161660,166701,63000,110206,2221,66
66,4,3,110745,66,22021,33,33,176,161660,166702,63000,110746,121,66
54,15,3,468,54,12202,40,40,465,161661,168241,66600,573,11200,54
54,13,18,244,54,10200,40,40,192,161661,168242,66600,242,1220,54
54,4,20,260,54,12212,40,40,193,161661,168243,63000,110827,11110,54
54,1,12,10846,54,20122,40,40,228,161661,168244,66600,1853,10020,54
54,6,2,110069,54,2202,40,40,34,161661,168245,66600,1861,2222,54
54,21,11,1854,54,20012,40,40,183,161660,168246,66600,110242,12020,54
54,8,14,1968,54,1002,40,40,455,161661,168247,66600,110839,12020,54
54,10,9,467,54,11200,40,40,395,161661,168248,66600,1867,11022,54
54,16,7,110832,54,20201,40,40,439,161661,168249,66600,100852,21002,54
54,22,17,459,54,202,40,40,179,161661,168250,66600,100851,20020,54
54,5,19,131110,54,22010,40,40,34,161661,168251,66600,456,1021,54
350,1,6,111674,350,2222,32,32,149,161656,171735,75600,607,11022,350
350,9,8,112393,350,1020,32,32,149,161656,171736,69600,113037,2001,350
350,7,5,112387,350,20201,32,32,345,161658,171737,75600,112096,22202,350
350,10,4,112139,350,1002,32,32,179,161657,171738,69000,112883,2021,350
350,2,15,112408,350,21222,32,32,149,161657,171739,75600,605,20220,350
350,16,3,112391,350,1200,32,32,149,161656,171740,68400,112675,21222,350
350,14,12,113217,350,21200,32,32,149,161658,171741,69300,112390,20021,350
350,11,13,131735,350,1202,32,32,149,161657,171742,69900,113057,20,350
350,18,17,113060,350,20000,32,32,149,161658,171743,68700,112392,12000,350
68,14,4,327,68,20202,34,34,176,161661,172449,68400,101037,12221,68
68,2,18,101028,68,12022,34,34,249,161662,172450,72000,326,12,68
68,16,11,101020,68,10011,34,34,261,161661,172451,68400,131388,12120,68
68,15,10,101033,68,20121,34,34,147,161661,172452,68400,113142,22202,68
68,3,7,436,68,222,34,34,261,161661,172453,68400,748,22101,68
68,12,6,131174,68,10201,35,34,469,161660,172454,57600,741,0,68
68,19,5,101014,68,0,34,34,178,161661,172455,68400,101016,20202,68
68,9,13,110776,68,2120,34,34,179,161660,172456,68400,111339,1,68
68,1,8,101026,68,22222,34,34,26,161660,172457,68400,325,12210,68
68,17,15,113142,68,2010,34,35,178,161668,172466,48600,101041,20121,68
351,8,13,111399,351,12100,26,26,26,161661,172470,55800,114604,0,351
351,5,12,111395,351,22021,26,26,228,161661,172471,63900,111397,2122,351
351,6,11,111766,351,211,26,26,197,161661,172472,71100,111393,20000,351
65,1,2,445,65,12222,16,17,34,161659,173065,71100,306,2221,65
65,3,4,1572,65,20222,17,16,469,161659,173066,71100,305,12011,65
65,10,6,834,65,11002,17,16,469,161659,173068,71100,563,201,65
65,7,5,423,65,22220,17,16,34,161659,173069,71100,753,20020,65
39,22,13,111144,39,0,14,13,341,161660,174279,43200,695,0,39
39,4,15,114640,39,0,14,14,193,161660,174281,70200,687,0,39
39,18,24,688,39,0,14,14,32,161660,174282,70200,689,0,39
39,10,29,111139,39,0,14,14,249,161660,174283,70200,112996,0,39
39,9,6,112606,39,0,14,14,180,161660,174284,70200,111140,0,39
39,11,1,112134,39,0,14,13,26,161660,174285,70200,112893,0,39
39,8,25,111651,39,0,14,14,32,161660,174286,70200,114162,0,39
39,19,26,696,39,0,14,12,178,161660,174287,70200,691,0,39
39,20,5,111138,39,0,14,14,196,161660,174288,70200,114161,0,39
39,27,16,694,39,0,14,14,33,161660,174289,70200,113018,0,39
39,3,23,111065,39,0,14,13,32,161660,174290,70200,101112,0,39
39,21,17,111928,39,0,14,14,32,161660,174291,70200,698,0,39
39,14,12,112828,39,0,14,13,147,161661,174292,61200,693,0,39
39,2,28,112885,39,0,14,14,402,161661,174630,68400,113149,0,39
