playerid35,playerid0,playerid9,customsub0in,playerid36,rightfreekicktakerid,playerid44,playerid27,playerid1,playerid38,playerid31,playerid7,playerid20,playerid39,playerid42,playerid48,playerid13,playerid6,customsub0out,playerid37,playerid5,playerid45,playerid8,playerid14,playerid46,longkicktakerid,playerid12,playerid2,rightcornerkicktakerid,playerid30,customsub1in,playerid15,playerid41,playerid47,playerid23,playerid16,customsub1out,leftcornerkicktakerid,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,playerid22,playerid24,playerid11,customsub2in,playerid3,captainid,playerid51,leftfreekicktakerid,playerid25,playerid33,playerid19,playerid17,playerid26,playerid50,playerid34,penaltytakerid,playerid32,freekicktakerid,playerid28,playerid21,playerid10,playerid43,playerid29
-1,220901,235790,-1,-1,222665,-1,274387,231936,-1,273926,234378,240273,-1,-1,-1,236988,222665,-1,-1,205498,-1,246669,209989,-1,222665,230666,243715,246669,273925,-1,227813,-1,-1,251805,232938,-1,234378,231448,265693,-1,-1,-1,1,248732,201118,207421,-1,232580,222665,-1,234378,271743,-1,256958,233934,271807,-1,-1,246669,274388,222665,278773,213051,251566,-1,71124
246923,202811,210881,-1,212501,236499,-1,70034,227174,-1,226162,236499,205989,-1,-1,-1,238067,216393,-1,-1,229906,-1,260247,266609,-1,210881,247172,227678,210881,210635,-1,219693,-1,-1,279634,217036,-1,236499,220440,200458,-1,-1,-1,2,278017,72027,241852,-1,241464,210881,-1,236499,275266,212419,261335,207557,278022,-1,260129,236499,236987,236499,264209,243917,221697,-1,274348
189177,243158,220139,-1,259231,220139,-1,264746,232185,-1,266095,257400,264747,-1,-1,-1,256358,242749,-1,277556,235770,-1,213905,246349,-1,220139,264120,221281,220139,274959,-1,256556,-1,-1,238336,254588,-1,220139,257063,231540,-1,-1,-1,3,248534,212099,218343,-1,173671,221281,-1,220139,240595,279225,273771,71447,242751,-1,278920,220139,259228,220139,251522,259225,238196,-1,256366
-1,234803,220039,-1,-1,212366,-1,278712,229073,-1,-1,243849,252897,-1,-1,-1,221705,212366,-1,-1,231951,-1,255913,235807,-1,212366,165191,224447,212366,-1,-1,254327,-1,-1,236321,248718,-1,212366,254522,239540,-1,-1,-1,4,212992,252895,225867,-1,212090,212090,-1,212366,263906,-1,244559,219795,240912,-1,-1,220039,-1,212366,-1,263685,225509,-1,-1
278007,269626,257534,-1,192505,257534,-1,263620,259307,-1,71998,254796,262859,-1,-1,-1,257084,238216,-1,72102,256079,-1,246340,238074,-1,238216,202652,230918,257534,270039,-1,229942,-1,-1,277795,242578,-1,246340,229984,239231,-1,-1,-1,5,273883,278286,232411,-1,164240,238216,-1,238216,247090,71997,228789,204246,248695,-1,71651,257534,70162,257534,279546,259356,259197,-1,274066
-1,204935,208135,-1,-1,243282,-1,268632,152908,-1,-1,257057,264039,-1,-1,-1,193474,243657,-1,-1,232080,-1,243282,207599,-1,243282,236276,202695,243657,266871,-1,180216,-1,-1,263168,257896,-1,243282,225793,244380,-1,-1,-1,7,211117,279625,251892,-1,247649,202695,-1,243657,247764,-1,270866,237704,277434,-1,-1,221479,-1,243282,270676,211575,221479,-1,118794
-1,242656,245637,-1,-1,251954,-1,212602,270208,-1,-1,258906,254121,-1,-1,-1,243669,248384,-1,-1,213654,-1,251954,225147,-1,235735,232104,229266,251954,-1,-1,189456,-1,-1,239360,208892,-1,251954,246053,241184,-1,-1,-1,8,237935,203570,247249,-1,235735,235735,-1,251954,266074,-1,245715,193331,263734,-1,-1,251954,-1,251954,233301,270206,206534,-1,-1
266815,212831,253072,-1,247601,231281,-1,278894,231281,-1,194911,236772,232223,-1,-1,-1,246174,239837,-1,-1,232487,-1,209331,271975,-1,231281,246104,237678,231281,279128,-1,225100,-1,-1,71227,264298,-1,216267,242434,216267,-1,-1,-1,9,271974,278292,224458,-1,203376,203376,-1,231281,260406,189509,242516,240913,70995,-1,197061,209331,71347,231281,70994,273651,241084,-1,278084
-1,200159,239085,-1,-1,192985,-1,276621,188377,-1,-1,192985,207410,-1,-1,-1,203574,231866,-1,-1,218667,-1,237692,208920,-1,192985,246420,239818,237692,-1,-1,271574,-1,-1,70996,210257,-1,192985,253124,251517,-1,-1,-1,10,277295,277427,246191,-1,229237,192985,-1,192985,279624,-1,241811,157804,269688,-1,-1,239085,-1,192985,-1,70035,206517,-1,-1
-1,226753,212198,-1,-1,212198,-1,238041,234574,-1,268435,268438,268437,-1,-1,-1,255475,269136,-1,-1,237238,-1,231677,254088,-1,212198,233064,201535,212198,260910,-1,229880,-1,-1,163264,169588,-1,212198,224158,221660,-1,-1,-1,11,272644,200145,190460,-1,203263,212198,-1,212198,239301,272643,268414,243647,211300,-1,-1,212198,71973,212198,205988,268439,259399,-1,269233
