ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
9,61,-20,-2,-6,-19,29,1,-19,4,-41,-18,27,-2,25,4,-42,-12,-4,14,-3,-16,22,52,-21,3,6,13,2,-13,-7,27,-17,16,-47,-7,3,47,0,20,-35,-85,2,19,27,44,-3,6,31,-14,-22,25,28,-49,32,13,-10,-18,15,-8,-22,-10,-8,-18,-16,-52,13,3,44,51,24,0,-89,-4,-33,6,-9,-18,61,-3,-3,-27,-45,27,29,-4,7,-39,13,-18,39,20,47,-15,-10,40,-3,42,-27,17,1,23,20,0,-55,12,-12,41,-44,-8,-27,23,22,-11,6,43,11,20,33,16,-51,18,-36,32,-1,-25,33,-2,2,1,-10,48,-9,11,-52,-11,-8,-40,-2,9,40,31,7,2,2,73,-10,7,-1,-9,-31,49,69,46,29,-1,42,29,-1,30,-27,22,17,-20,16,45,-3,34,-21,-11,14,-42,-3,0,19,25,-13,42,10,8,2,-24,-23,-47,1346
14,80,66,-14,-14,11,-41,27,14,9,86,88,5,-5,-8,7,-35,33,-1,9,5,17,39,-18,21,-37,29,-16,-6,22,-1,26,-51,45,7,17,7,6,1,-1,36,-40,0,34,0,12,11,21,79,21,6,-1,29,-36,-28,-39,87,12,15,10,8,-52,-36,-8,-76,75,-16,12,18,-32,39,52,-32,19,-52,100,38,-63,79,-24,8,72,-35,-6,-5,5,24,69,19,0,-5,-43,-32,20,10,-30,-30,-6,-57,0,-16,100,-100,-47,24,8,28,30,34,15,27,-21,-45,-9,33,-30,-35,-1,-43,-18,-40,-3,-62,62,40,-7,25,-13,17,-77,-32,-18,-37,31,6,27,56,-64,8,32,-6,63,16,-72,17,23,60,9,48,83,-16,16,44,-5,-40,11,-5,-30,10,27,71,-100,-39,15,1,26,6,72,57,-8,27,39,10,37,34,0,25,-13,0,29,46,87,-18,0,3800
36,-27,13,-27,-21,18,7,-44,13,0,64,79,37,-35,15,27,-10,-54,-37,6,-3,56,14,7,4,-9,17,-20,22,-81,-22,11,5,52,-29,25,-20,50,1,10,-45,48,3,60,-5,43,-19,11,39,-79,8,57,7,-78,43,20,-35,15,21,-6,6,13,-7,12,8,-44,-22,13,40,12,24,29,52,-46,0,81,-48,0,-46,-23,-3,-41,-27,11,34,0,22,-52,14,20,22,54,-47,52,9,12,-32,49,0,30,-49,78,-16,-45,2,20,-8,47,19,5,-4,32,0,19,20,-56,-1,0,37,17,-77,50,9,18,-36,-23,20,-27,44,-22,0,17,-4,38,0,26,6,13,16,33,19,17,29,-16,46,-30,43,-1,-30,64,-16,-30,44,46,0,23,41,38,-28,-1,-12,-13,54,9,6,-32,-3,41,49,16,37,24,15,-8,62,0,-6,52,34,21,29,-11,32,-35,70163
21,83,-14,-6,24,7,-20,-19,27,7,-5,57,49,46,65,16,8,-26,4,20,-6,54,15,40,17,6,39,-10,-2,-43,-25,8,11,6,19,12,21,60,16,31,25,-10,20,14,16,34,-5,19,58,-57,38,43,4,-42,25,31,13,7,31,-5,37,-77,19,18,-35,62,-6,20,39,40,7,10,-12,-28,-26,-69,-34,-26,74,20,-5,63,16,69,-6,0,34,0,28,24,0,14,29,56,4,-6,45,10,-25,8,-60,-66,29,-73,10,11,0,36,81,12,0,20,-1,-9,44,35,10,0,11,36,-39,33,-16,60,-13,16,3,-4,56,52,-69,-1,25,37,58,35,11,-18,3,32,-2,56,20,50,57,-16,42,7,-17,55,12,69,57,49,-25,13,3,24,17,-3,3,29,11,20,24,70,-5,61,31,-11,4,79,3,1,19,0,4,47,28,32,13,1,13,17,70293
-1,-1,73,-18,1,27,-31,-22,1,-19,-19,7,75,-12,15,3,-2,21,6,-40,24,27,33,33,-16,2,-13,-24,-2,-30,50,36,58,-20,-63,-13,3,55,-21,-24,-24,-1,-20,45,-28,70,5,26,39,-26,-31,58,34,-54,-18,63,0,28,23,-8,-31,-10,40,0,4,33,-22,28,71,32,32,12,2,-23,-1,-2,20,7,6,5,-10,25,-6,17,-17,-3,-11,0,21,0,28,-15,-13,26,25,-23,3,41,0,17,-31,-7,48,-34,-26,19,-27,-42,14,26,-14,21,29,8,-9,-11,3,11,-18,57,-52,57,-4,16,6,50,36,-18,57,9,-8,8,42,24,-23,-5,15,-3,28,21,27,15,1,2,55,-10,16,-19,7,21,48,19,12,60,-31,-12,40,26,0,30,-13,46,-17,-12,-36,20,26,41,9,9,-61,13,29,8,46,12,-28,71,5,-13,16,-14,-6,-64,70817
8,39,63,-10,5,11,55,-19,22,6,8,31,33,-5,42,11,9,20,0,-12,1,32,35,37,-10,15,26,-11,-8,-100,36,36,71,7,-67,-6,17,42,-2,24,-73,7,-4,75,24,73,-14,13,55,-100,-17,54,36,-27,44,76,30,11,40,-9,-21,11,32,0,18,15,-11,13,74,32,39,42,11,-17,16,79,22,12,36,6,-9,4,11,42,17,1,-4,28,41,17,27,17,-29,29,45,5,-10,78,20,34,-17,64,38,-20,-23,32,26,-32,50,43,38,54,13,12,23,-23,19,20,29,76,-22,57,17,31,14,4,58,-9,40,5,9,51,30,49,-18,21,55,15,18,50,26,30,12,3,40,8,-7,5,15,44,0,35,38,47,56,-8,77,51,18,57,10,36,22,-7,-17,36,4,54,0,15,-40,52,18,54,74,19,24,33,15,-2,39,9,2,-70,70830
17,50,56,-19,-4,26,-24,-42,-7,-45,-5,1,52,-34,93,16,-34,-2,10,-8,10,34,36,3,1,-19,0,-19,11,-93,43,24,49,22,-37,-8,37,58,-25,20,-47,-38,-24,41,19,36,13,17,27,-91,-7,35,20,-54,12,26,-69,28,39,0,-9,-20,39,9,8,2,-16,17,24,1,35,30,-42,-42,4,-100,0,8,52,-1,0,10,-16,89,12,5,13,-70,38,-8,17,17,-25,32,38,-1,-32,73,4,7,-40,-99,29,-38,-25,8,-3,-14,70,37,12,41,33,13,1,-22,-18,20,6,16,-54,31,-45,41,13,-29,24,-18,79,16,-20,17,40,58,17,4,4,-46,19,58,17,44,14,25,80,-46,-35,-45,12,8,-33,1,52,44,-25,-8,72,46,32,25,-36,35,17,1,-9,0,9,28,-24,12,-35,74,18,-7,40,19,-2,52,9,15,28,-34,19,-37,70834
5,20,64,-32,-11,1,33,-32,-14,-7,4,3,11,-55,56,14,18,0,0,-8,27,18,4,57,9,11,11,-33,-41,12,48,31,1,14,-45,4,-7,39,-6,-13,-49,-28,-11,73,-13,67,5,33,52,12,0,25,32,-33,33,5,32,0,13,-8,0,-48,25,-5,22,1,-32,25,73,55,9,48,-25,-33,-33,72,2,20,9,-9,-9,11,10,54,-20,-2,13,14,14,-18,-5,30,-20,15,-2,-16,-56,85,-32,-24,-78,47,17,-73,-4,-29,-32,11,13,0,15,40,31,-17,14,-26,15,23,39,14,-32,26,-48,34,14,-8,30,-32,30,13,-52,-19,25,32,-47,14,77,-47,15,35,-8,36,18,18,32,-19,26,-6,16,18,-5,58,63,40,31,0,85,37,-9,33,5,17,36,7,-16,58,28,50,36,-17,-5,17,15,75,73,22,-33,17,35,14,43,0,8,-51,71101
16,-9,73,-17,15,7,-54,-19,31,39,-57,47,49,5,95,16,40,-6,-14,-3,17,40,44,9,-1,-19,12,-17,15,-28,19,19,73,22,-27,0,30,90,19,5,-12,-69,20,93,0,48,-26,5,66,-26,4,82,18,-60,20,71,28,6,27,-4,4,11,44,-5,28,52,-16,7,49,-2,46,11,-74,-17,9,-62,-6,22,-5,16,-6,56,40,89,36,-1,8,26,24,27,20,13,-2,41,-11,47,9,15,7,9,-38,-52,0,-49,-31,7,39,-11,77,-7,-32,51,-1,9,16,-1,-17,18,26,75,-60,83,-33,43,-9,-14,7,-17,39,50,15,2,42,42,2,32,26,-44,19,41,21,45,16,64,39,-17,33,39,-1,72,-13,3,35,84,-55,1,15,51,34,-1,0,8,16,2,-6,12,20,64,55,6,-24,79,18,20,93,18,31,51,16,7,10,0,16,-24,71191
8,72,45,-29,3,-11,18,-2,9,-8,-13,76,80,-67,10,20,16,19,-3,-3,11,11,60,-8,-13,3,36,-34,2,1,-1,38,22,0,-40,3,-35,66,7,58,-43,-65,9,78,58,28,-14,-9,22,2,-28,63,32,-90,-3,3,26,-11,33,-5,-33,21,30,12,-26,18,-37,-8,35,0,51,4,-71,-11,21,26,11,-23,60,1,0,17,6,11,-7,0,13,-15,29,2,30,3,9,7,23,3,-65,43,21,32,-42,34,19,-42,1,30,47,16,16,26,-100,26,-10,3,44,11,-4,39,-25,19,-85,51,-47,41,-12,-8,-7,-29,54,31,18,-1,33,37,-12,0,26,-42,19,30,24,38,25,26,54,-11,-6,-9,-16,91,-12,15,44,73,14,4,38,33,-42,-9,7,17,0,-12,1,10,8,22,-16,2,3,10,18,22,84,38,51,85,10,12,6,-6,19,-47,71565
