isloantobuy,teamidloanedfrom,playerid,loandateend
0,101085,69957,161881
0,101083,69969,161881
0,76,69992,161697
0,64,70005,161697
0,12,70035,161697
0,165,70092,161697
0,144,70099,161697
0,100757,70146,161697
0,114640,70170,161697
0,111710,70198,161881
0,14,70228,161667
0,14,70229,161697
0,110176,70237,161697
0,327,70241,161697
0,1919,70275,161667
0,110832,70301,161697
0,110093,70441,161881
0,19,70446,161697
0,21,70448,161697
0,112172,70465,161697
0,131682,70471,161697
0,468,70491,161697
0,110556,70524,161697
0,116020,70576,161697
0,1745,70650,161697
0,111019,70685,161881
0,101083,70697,161881
0,76,70768,161697
0,149,70836,161697
0,1808,70841,161697
0,100761,70858,161697
0,206,70922,161697
0,166,70951,161697
0,112096,70952,161698
0,417,70953,161881
0,100761,70960,161697
0,9,70994,161697
0,10,70996,161697
0,45,71000,161697
0,18,71106,161697
0,21,71109,161697
0,1792,71163,161697
0,31,71177,161697
0,31,71178,161697
0,112828,71191,161697
0,9,71227,161697
0,452,71239,161697
0,1013,71260,161881
0,10029,71261,161697
0,1477,71325,161881
0,711,71343,161697
0,1906,71356,161697
0,111974,71401,161697
0,8,71814,161697
0,607,71832,161697
0,11,71973,161697
0,379,72022,161697
0,206,72029,161697
0,236,72054,161697
0,112387,72089,161697
0,54,72097,161697
0,110374,72180,161697
0,21,72245,161697
0,483,72328,161697
0,450,72426,161697
0,111138,72555,161697
0,112391,72561,161697
0,116328,72705,161697
0,1876,72745,161881
0,280,72863,161697
0,1871,72923,161697
0,110468,72937,161697
0,580,73005,161697
0,234,73035,161697
0,113299,73064,161667
0,1842,73095,161697
0,894,73173,161697
0,74,73192,161697
0,116328,73231,161697
0,479,73259,161697
0,48,73296,161697
0,110075,73300,161697
0,1848,73333,161697
0,112124,73423,161697
0,31,73426,161697
0,131110,73507,161697
0,1928,73512,161697
0,110,73524,161697
0,266,73579,161697
0,605,73593,161697
0,13,73611,161697
0,1799,73615,161697
0,116328,73648,161697
0,112139,73745,161697
0,95,73861,161697
0,17,73864,161697
0,1799,73893,161697
0,1794,73905,161697
0,110556,73928,161697
0,115841,74071,161697
