competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
65,7,6,445,65,21,18,18,34,161680,173076,71100,1571,22100,65
65,1,5,834,65,22221,19,19,469,161680,173077,71100,306,20121,65
65,8,10,563,65,22011,18,18,34,161681,173078,71100,753,200,65
65,2,4,423,65,1121,19,19,34,161680,173079,71100,1572,2012,65
39,18,23,688,39,0,17,15,32,161674,174321,70200,693,0,39
39,21,19,694,39,0,16,17,33,161674,174322,70200,114161,0,39
39,27,11,111140,39,0,16,16,435,161675,174323,57600,113018,0,39
39,12,2,101112,39,0,15,17,248,161675,174324,64800,111144,0,39
39,24,14,112828,39,0,17,17,147,161679,174335,70200,112885,0,39
39,28,15,112996,39,0,15,17,458,161680,174336,70200,111651,0,39
39,17,11,111140,39,0,16,17,435,161680,174337,70200,111928,0,39
39,30,27,113018,39,0,16,17,178,161681,174338,55800,697,0,39
39,2,8,687,39,0,17,15,178,161681,174339,70200,101112,0,39
39,5,16,691,39,0,15,17,196,161681,174340,70200,113149,0,39
39,13,1,112134,39,0,17,17,26,161681,174341,70200,114640,0,39
39,10,21,114161,39,0,17,17,249,161681,174342,70200,689,0,39
39,7,18,693,39,0,15,17,181,161681,174343,70200,114162,0,39
39,29,20,698,39,0,17,17,178,161681,174344,70200,111139,0,39
39,22,25,696,39,0,16,16,178,161681,174345,70200,695,0,39
39,9,19,694,39,0,16,17,33,161681,174347,70200,112606,0,39
39,23,26,111065,39,0,17,17,32,161681,174348,70200,688,0,39
39,24,6,112893,39,0,16,17,32,161696,174364,70200,112885,0,39
