overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,81,84,83,83,85,81,1,84,85
-1,80,80,81,84,80,79,2,82,80
1,80,81,80,81,82,81,5,81,82
1,75,77,76,75,76,75,7,74,77
1,80,81,80,77,76,81,11,79,78
-1,73,73,74,73,73,74,17,73,73
-2,81,79,81,80,83,79,18,79,82
1,77,79,78,80,78,78,19,82,79
1,79,80,79,79,80,80,48,81,81
1,80,80,79,78,78,80,52,77,80
-1,75,74,75,77,74,74,94,75,74
-1,73,74,75,76,75,72,95,76,74
1,75,77,76,76,77,75,110,76,78
1,83,85,84,85,85,83,241,86,86
-1,69,69,70,67,71,68,242,67,71
1,77,80,79,85,79,77,325,86,80
1,75,77,76,82,76,76,327,82,77
1,73,74,73,74,70,75,347,75,71
-1,60,60,61,63,62,60,445,63,60
-1,80,79,80,75,80,78,448,74,80
-1,75,75,76,77,76,75,450,77,75
2,74,76,74,75,73,77,452,76,73
1,70,71,70,71,69,70,459,71,70
-1,76,76,77,76,76,76,461,75,75
-1,71,71,72,71,72,71,462,69,71
-1,76,76,77,78,76,75,479,78,76
1,76,78,77,80,79,76,605,80,80
1,69,72,71,70,71,71,697,70,71
-1,67,67,68,69,69,64,741,67,68
-1,74,74,75,75,75,73,1745,75,75
1,77,79,78,78,77,78,1808,78,79
-1,73,72,73,74,72,72,1842,71,71
1,71,74,73,76,73,72,1861,77,74
1,77,78,77,80,77,79,1943,80,78
1,73,75,74,73,74,74,100888,73,74
-1,72,71,72,71,72,71,101014,70,71
-1,66,68,69,72,69,66,101041,72,68
-1,79,77,78,75,78,78,110062,75,78
1,75,78,77,79,77,76,110374,79,77
1,73,74,73,75,71,74,110556,76,72
-1,64,64,65,66,65,62,110749,65,66
-1,69,70,71,73,71,68,110832,73,70
1,70,72,71,73,70,72,111674,72,70
-1,71,72,73,75,73,70,111811,74,73
-1,71,74,75,77,76,71,112387,76,76
-1,65,68,69,71,69,65,112606,71,70
1,70,74,73,84,72,70,112893,85,74
1,70,72,71,74,69,70,112996,74,70
-2,78,77,79,80,79,77,115841,79,77
-1,67,67,68,68,67,65,131388,66,66
