overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,81,84,83,83,84,83,1,83,85
-1,80,80,81,82,78,79,2,82,78
1,76,77,76,77,75,77,7,77,76
-1,73,73,74,74,74,73,8,75,72
1,84,86,85,88,86,85,10,88,87
-1,75,76,77,75,77,74,14,72,78
-1,75,75,76,76,76,74,23,75,75
1,76,77,76,80,76,76,65,82,77
1,76,78,77,79,79,76,69,78,80
-1,71,73,74,74,75,70,70,74,74
1,77,77,76,76,76,78,72,76,76
-1,75,74,75,75,77,74,95,73,77
-1,76,76,77,79,77,75,110,79,76
-2,76,75,77,72,77,74,144,72,76
2,74,76,74,75,74,77,169,76,77
-1,75,75,76,78,76,73,175,75,75
1,79,80,79,77,80,80,234,77,82
1,76,78,77,80,77,76,236,81,78
1,79,80,79,80,78,81,237,82,79
1,73,76,75,78,75,74,245,80,75
1,75,77,76,76,76,76,246,76,77
-1,76,74,75,75,74,75,378,74,74
-1,79,79,80,79,79,78,448,79,79
1,77,79,78,76,79,76,449,76,80
-1,74,75,76,77,76,73,450,76,75
-1,79,79,80,79,82,78,457,79,81
-1,74,74,75,75,74,73,472,75,73
1,75,79,78,81,78,75,605,82,79
-2,76,74,76,75,75,75,1831,76,73
-1,76,75,76,75,76,75,1860,75,75
1,74,77,76,78,77,74,1896,78,78
1,75,77,76,76,76,77,10029,78,77
-1,73,74,75,73,77,71,111974,74,76
1,73,76,75,86,75,73,112139,87,75
1,82,83,82,82,82,82,115995,83,84
1,80,83,82,84,82,81,115998,85,83
-2,76,75,77,77,77,73,115999,76,76
-1,76,75,76,75,75,74,116002,75,76
1,82,84,83,83,82,83,116010,83,83
-1,78,79,80,81,80,76,116012,81,78
-1,73,75,76,78,76,73,116014,79,75
1,78,80,79,82,79,78,116302,83,80
1,74,77,76,75,76,76,116307,76,77
-1,79,75,76,70,75,78,116308,70,75
1,79,79,78,79,78,78,116312,79,79
1,84,86,85,85,87,85,116325,86,88
-1,79,78,79,79,79,77,116326,78,78
1,79,80,79,80,79,80,116327,80,80
-2,75,73,75,74,74,73,116328,73,73
-1,78,78,79,81,79,77,116333,79,78
