overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-1,84,85,1,225193
-1,83,84,1,231936
-1,85,86,1,232580
-2,85,87,1,243715
2,89,87,2,202811
-1,85,86,5,257534
1,90,89,9,209331
-1,85,86,10,186942
-2,86,88,10,218667
-2,89,91,10,239085
-2,83,85,13,233731
2,89,87,18,200104
2,92,90,21,202126
3,88,85,21,229391
-2,82,84,32,190941
3,89,86,32,199503
3,91,88,32,256630
-1,84,85,73,255253
2,90,88,240,194765
-1,87,88,240,200389
2,90,88,241,188545
-2,86,88,243,205452
-2,82,84,243,228618
1,91,90,243,238794
-1,85,86,243,243812
2,89,87,325,232293
-3,82,85,461,262621
3,88,85,607,215914
3,91,88,112893,158023
-1,85,86,115995,244302
-1,83,84,116010,227383
-2,82,84,116012,233756
3,89,86,116017,240714
3,89,86,116017,257008
-1,84,85,116033,227331
2,90,88,116033,245956
2,89,87,116034,233662
-1,85,86,116034,247504
4,89,85,116035,246641
-2,83,85,116302,226177
-1,83,84,116306,238212
-1,83,84,116307,226890
3,91,88,116309,226893
3,90,87,116310,232075
-3,82,85,116312,237673
2,90,88,116325,227190
2,92,90,116325,227203
2,91,89,116325,236479
2,89,87,131682,177683
1,90,89,131682,231478
