ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
11,54,-19,-20,7,12,46,-55,5,-83,-34,30,16,-12,-26,16,-24,27,75,-13,7,10,54,21,-23,41,7,-16,-25,-71,-39,27,-45,-4,-64,0,30,45,-44,-27,62,26,-43,22,-31,12,78,3,-6,-65,-21,-31,27,-44,16,-13,-60,12,31,-5,-22,11,35,33,-38,7,-13,4,12,12,55,13,33,-55,15,35,28,-34,52,7,-1,20,-37,-26,72,-1,13,-52,32,2,-17,3,-31,12,7,45,-10,57,17,1,-31,-5,10,-45,-61,7,27,12,-12,8,-80,0,9,-6,7,-30,52,11,18,-13,-47,-29,-50,27,11,-4,-24,-21,90,-75,25,37,36,34,-27,10,28,-52,8,32,-17,27,15,-83,88,-28,-19,-82,9,29,-10,11,56,47,46,-1,57,2,28,-21,-44,11,2,-24,-13,19,9,-6,-19,-6,23,-9,7,35,22,11,30,11,33,15,13,-43,26,-64,7053
41,28,40,-7,21,19,71,-52,-1,-18,3,58,75,-21,40,33,-9,44,-42,13,0,32,81,100,-20,18,17,-1,71,-67,5,26,51,51,-63,-5,-9,35,-52,3,-56,-47,-51,71,0,43,-52,-2,3,-62,-6,-4,26,-51,-9,-23,17,21,52,-13,-7,-29,54,1,36,51,0,-1,44,100,76,9,-48,-55,-15,15,37,43,25,15,-11,29,-13,45,3,-3,16,17,52,-2,23,39,12,33,7,-5,-25,93,-19,3,-26,-7,52,-30,-8,8,35,26,37,10,-88,65,-2,51,16,20,18,-13,-2,-26,-50,-3,2,40,95,10,16,-7,35,21,-20,74,54,76,12,38,25,9,10,77,24,40,37,16,33,25,38,-18,92,43,0,78,78,41,73,-6,94,65,-7,10,-10,49,36,-21,14,79,3,4,23,51,79,33,9,16,70,-13,40,75,29,17,10,-9,-13,-61,50610
-2,0,-11,-22,9,-25,-28,-13,4,-5,58,19,-22,-35,48,0,13,-77,20,-18,24,31,-21,25,3,18,17,-28,15,-1,-15,18,14,10,-60,-4,0,39,21,21,-86,-45,17,49,21,72,5,26,58,0,-20,70,19,-87,-17,23,31,-25,24,-6,-19,-37,25,86,-22,28,-30,23,75,29,-22,33,-41,-8,-26,-11,-78,-25,11,10,-7,15,3,48,23,-4,5,31,24,-7,30,24,-100,31,38,22,-31,67,-24,-4,-58,-14,34,-52,-9,-7,-12,-24,76,34,49,17,-3,12,17,-100,7,2,-28,20,-80,75,5,40,-45,-27,22,-25,87,-20,-45,13,25,49,-6,-16,17,8,8,49,31,39,0,-8,89,-29,18,-6,-49,32,-33,21,40,39,-25,-7,68,8,2,19,-6,30,29,2,-17,12,24,58,18,13,-58,76,12,22,50,2,-17,-23,10,6,33,-6,91,-58,70004
11,0,89,-15,7,16,64,-20,-12,5,21,33,98,-23,-27,9,-6,-2,22,2,4,48,52,13,0,-22,31,-22,30,21,51,22,22,-26,-17,21,9,32,44,30,-7,99,40,65,30,46,30,2,20,18,-9,39,26,-83,-39,25,-19,15,44,-8,-10,-32,57,86,9,41,-21,3,54,15,51,18,96,-17,37,50,5,8,2,5,-1,49,-4,-28,-32,1,10,-22,43,-21,62,6,-33,45,34,-28,-19,43,31,55,20,42,41,20,-16,54,54,-13,52,33,2,62,4,30,31,-34,-19,11,-34,23,-87,39,62,28,-49,-52,11,-17,49,-26,-32,33,55,71,-49,-6,42,63,26,74,65,30,16,-24,49,-19,17,3,-48,39,-42,50,44,29,62,18,45,52,8,14,-46,42,8,-1,-5,52,3,17,25,30,-25,58,24,41,63,10,51,100,20,9,17,-44,94,-22,70020
3,-27,7,-3,-21,12,40,-26,-5,51,-25,52,-18,-16,81,20,-28,-3,-3,-13,-1,17,22,33,-34,-21,6,-4,18,-36,-14,22,31,-20,-28,-15,1,-12,-33,5,-75,-33,-37,26,1,-45,-26,2,29,-36,-18,9,25,-47,-12,0,-13,12,22,-3,-17,-43,1,22,43,28,-5,7,-44,33,17,-18,-37,-19,-27,-31,-8,42,-13,-25,0,21,-24,82,-14,3,12,-18,23,0,4,8,19,19,5,-14,-11,-26,-25,-7,-51,-4,18,-57,-7,-8,41,-3,52,8,-74,6,-16,19,11,13,-26,0,-17,9,-42,17,4,20,-49,-2,-4,-3,30,24,-46,47,3,46,18,16,-58,-1,2,47,3,19,16,31,30,17,14,52,-56,52,0,55,32,-3,40,-18,-28,12,-1,11,-6,17,11,-34,-15,52,-1,29,20,17,-31,51,0,-28,24,0,40,-25,0,12,-19,-2,18,-25,70131
2,-23,68,2,-16,13,-8,-21,8,-4,3,41,29,-9,39,13,-18,6,-22,-1,-1,-11,22,16,0,-24,-24,5,5,-4,47,16,-48,-1,-10,-16,-40,35,2,-17,-4,-24,1,17,-20,21,-32,14,28,-3,-37,7,17,-65,17,60,-10,13,19,-12,-39,9,6,39,23,25,4,13,25,17,27,-9,-27,-22,-9,2,10,17,-24,-20,-7,32,-11,37,-51,-2,37,-11,19,8,0,-3,0,-14,7,-52,-8,44,-3,13,-42,-1,17,-33,-10,9,22,-21,2,7,-52,36,17,-31,-24,-2,-24,-14,36,64,-63,6,-2,26,4,-4,-7,1,-15,-3,2,21,5,-5,10,8,15,-4,3,-4,0,27,13,22,-15,26,18,-4,0,29,3,0,24,39,-7,-17,43,36,-39,-2,-16,21,-2,0,-2,-5,0,27,35,-30,-1,2,0,10,17,-14,27,43,-8,37,-10,-16,44,-12,70260
21,-41,0,-5,-2,-11,64,-68,28,-40,20,39,-39,-19,56,38,-9,-45,27,12,-7,16,-46,13,-41,9,52,-6,65,-70,-2,11,56,10,-40,-6,7,16,-45,-14,-56,-78,-47,40,-17,58,18,-16,-32,-61,-15,-33,12,-90,-67,37,-27,-13,48,-6,-16,-95,55,52,7,67,-9,-12,60,13,-45,-22,-85,-62,-43,75,-48,0,-38,-4,-4,55,-20,62,-24,0,16,-22,47,18,20,3,-7,13,16,-43,-24,22,-40,-46,-100,58,-5,-100,-15,-47,58,40,68,15,-56,67,4,40,50,-14,12,-2,-67,37,-76,-29,0,22,-63,-3,25,-6,72,-52,-97,45,54,92,40,-15,16,-9,1,92,19,22,34,-48,72,-21,84,-40,-66,52,-7,32,80,23,66,-9,21,68,7,30,-47,-9,5,-42,9,27,-5,-32,87,40,41,76,0,22,39,-1,54,-46,-11,16,-23,-47,68,-38,70310
-4,95,33,-15,-9,52,17,-9,-20,-11,-11,-12,67,11,31,0,-41,55,-4,-42,6,0,60,51,-19,33,-3,-16,-45,-48,15,46,1,-22,-85,-14,12,45,-30,-20,-25,55,-28,48,-18,25,-6,12,41,-52,-58,13,46,-80,5,16,-45,52,38,-7,-58,40,37,-3,1,21,-15,15,23,50,54,41,52,-13,8,5,48,-5,98,-7,-5,13,-36,32,-19,-6,-13,-61,36,-20,69,-37,-10,1,8,-18,9,65,0,23,-30,16,42,-46,-29,25,4,-20,-27,13,-37,54,14,-9,-2,-21,20,2,-7,11,-83,7,-6,52,10,11,-6,-16,68,-1,49,-13,39,19,-72,-9,67,-2,22,17,67,55,0,-6,68,-14,-29,-11,7,0,29,-1,82,45,16,-14,63,58,6,-7,9,47,-38,-18,-40,11,6,40,-13,-12,-17,-22,22,66,49,1,7,63,20,-15,43,9,3,-88,70346
-4,32,-15,-2,0,16,52,-23,34,65,-14,75,46,-5,84,10,0,7,45,19,7,20,50,19,-32,29,16,-7,-25,-77,-46,33,-18,-5,-27,7,-12,49,-15,1,26,-7,-16,-50,0,33,48,-1,0,-81,4,56,35,-57,-11,0,86,16,29,-1,7,-63,27,49,-10,2,-9,0,48,17,48,14,-6,-19,-28,76,7,-7,39,0,4,-8,9,91,64,6,0,86,29,32,-5,13,4,23,2,52,5,19,-31,-2,-86,56,55,-91,6,0,27,11,86,1,-47,52,-15,-23,15,1,33,0,-5,6,-60,58,-52,27,-46,71,20,-3,37,-6,-57,26,28,-5,-41,10,35,-52,13,-5,-6,25,7,-7,36,7,-27,64,-43,75,58,58,62,61,52,5,20,55,-11,24,-9,58,14,-31,15,63,6,2,-39,-24,50,94,12,48,-51,1,29,49,-14,0,11,-7,41,-24,70508
-13,100,66,11,-10,36,61,22,-13,35,-12,34,63,10,70,1,15,11,14,-25,1,-24,70,54,-27,58,18,20,0,35,32,38,39,-26,-52,-15,42,26,0,9,-32,-44,0,55,9,18,-4,15,54,29,-40,85,37,-35,13,37,61,37,19,-2,-42,-78,23,17,1,-5,23,15,19,56,66,-17,-45,20,-31,-22,5,-5,96,-9,0,-25,4,75,27,1,-6,66,18,-7,4,-37,64,-23,12,19,23,-2,-34,-16,-57,-9,52,-58,-18,-15,10,-17,36,13,-26,27,-3,4,20,64,49,-26,1,37,-34,86,-12,3,42,16,4,11,28,100,-74,22,24,31,-33,8,15,-8,13,32,7,3,3,100,27,-10,-18,36,42,25,0,80,73,24,62,-14,0,24,44,5,14,51,-38,-26,-25,81,0,56,-25,4,-66,31,13,12,56,-26,12,65,7,-4,-15,9,14,-52,70540
